1; 2017-03-26; 0; 10; DATE
27; around 8:30 a.m. Sunday morning; 40; 71; TIME
28; 13; 13; 15; CARDINAL
28; 15; 19; 21; CARDINAL
29; Cameo; 36; 41; NORP
29; Cincinnati; 55; 65; GPE
29; 0:53 Mauricio Thompson; 68; 90; ORG
29; Cleveland; 96; 105; GPE
29; Cameo; 137; 142; NORP
29; Cincinnati; 158; 168; GPE
30; 14; 0; 2; CARDINAL
30; 15; 6; 8; CARDINAL
30; CLOSE Skip; 9; 19; PERSON
32; Cameo; 16; 21; NORP
33; 16; 9; 11; CARDINAL
33; 10; 94; 96; CARDINAL
33; Cincinnati; 119; 129; GPE
33; 2013; 143; 147; DATE
34; Mark Wert; 0; 9; PERSON
34; 15; 10; 12; CARDINAL
34; 15; 16; 18; CARDINAL
34; VideoNext Video; 24; 39; ORG
34; $ 1.7 million; 40; 53; MONEY
34; Cameo; 74; 79; GPE
34; NEWLINE Arrests; 95; 110; PERSON
34; Cameo; 119; 124; GPE
34; 911; 142; 145; CARDINAL
34; Cameo; 161; 166; NORP
34; NEWLINE Prayer; 187; 201; PERSON
34; Cameo; 231; 236; NORP
34; night; 237; 242; TIME
34; NEWLINE Sorting; 257; 272; ORG
34; Cameo; 273; 278; NORP
35; CPD; 0; 3; ORG
35; Cameo; 13; 18; NORP
35; NEWLINE Update; 67; 81; WORK_OF_ART
35; Q&A with Enquirer; 86; 103; ORG
35; Sharon Coolidge; 113; 128; PERSON
35; Cameo; 132; 137; GPE
35; NEWLINE; 147; 154; ORG
35; Cameo; 178; 183; NORP
36; Enquirer; 0; 8; ORG
36; Sharon Coolidge; 18; 33; PERSON
36; FOP; 43; 46; ORG
36; Dan Hils; 57; 65; PERSON
36; Cameo; 72; 77; GPE
36; NEWLINE Police; 97; 111; ORG
36; Cincinnati; 143; 153; GPE
36; NEWLINE Enquirer; 173; 189; ORG
36; Cameron Knight; 199; 213; PERSON
36; Cincinnati; 250; 260; GPE
36; NEWLINE Cameo; 280; 293; ORG
36; Cameo; 384; 389; NORP
36; Linwood NEWLINE; 403; 418; ORG
36; Cameo; 455; 460; NORP
36; Cincinnati; 474; 484; GPE
36; Cameo; 509; 514; NORP
38; the Cameo Night Club; 28; 48; FAC
38; Kellogg Ave; 52; 63; ORG
39; Linwood; 3; 10; GPE
39; the Rivertown Marina; 21; 41; LOC
40; one; 81; 84; CARDINAL
40; 14; 94; 96; CARDINAL
42; Liz Dufour; 10; 20; PERSON
42; Photo NEWLINE; 52; 65; PERSON
47; Tap; 0; 3; PERSON
48; 10:42 a.m.; 9; 19; TIME
48; Monday; 20; 26; DATE
48; Cincinnati; 29; 39; GPE
48; Eliot Isaac; 53; 64; PERSON
48; Monday morning; 93; 107; TIME
48; City Hall; 111; 120; FAC
48; Sunday; 171; 177; DATE
48; evening; 178; 185; TIME
48; Cameo; 229; 234; GPE
48; 17; 288; 290; CARDINAL
49; Isaac; 69; 74; PERSON
50; Isaac; 0; 5; PERSON
50; morning; 23; 30; TIME
50; Law Committee; 31; 44; ORG
50; City Hall; 56; 65; FAC
52; Saturday; 27; 35; DATE
52; night; 36; 41; TIME
52; East End ’s; 117; 128; LOC
52; Cameo; 129; 134; NORP
52; this year; 197; 206; DATE
53; first; 7; 12; ORDINAL
53; one; 52; 55; CARDINAL
53; 15; 85; 87; CARDINAL
54; 1:30 a.m.; 16; 25; TIME
55; Dan Hils; 155; 163; PERSON
55; the Cincinnati Fraternal Order of Police; 179; 219; ORG
56; the day; 8; 15; DATE
56; the evening; 25; 36; TIME
57; Peterson Mingo; 9; 23; PERSON
57; Evanston; 27; 35; ORG
57; Christ Temple Church; 39; 59; ORG
57; African; 93; 100; NORP
58; 10 hours; 21; 29; TIME
58; John Cranley; 55; 67; PERSON
58; Eliot Isaac; 85; 96; PERSON
58; more than one; 133; 146; CARDINAL
58; Cranley; 204; 211; PERSON
60; Cranley; 33; 40; PERSON
61; Harry Black; 13; 24; PERSON
61; two; 108; 111; CARDINAL
61; earlier in the day; 143; 161; DATE
62; Sunday; 0; 6; DATE
62; afternoon; 7; 16; TIME
62; Cameo; 50; 55; NORP
65; Isaac; 0; 5; PERSON
65; Raphael Spikes; 41; 55; PERSON
65; 27; 58; 60; DATE
65; Winton Hills; 66; 78; GPE
66; Spikes; 49; 55; PERSON
67; O'Bryan Raphael Spikes; 0; 22; PERSON
69; Cameo; 0; 5; ORG
69; four; 19; 23; CARDINAL
69; first; 97; 102; ORDINAL
69; Hils; 132; 136; PERSON
69; FOP; 143; 146; ORG
73; one; 45; 48; CARDINAL
74; CPR; 15; 18; ORG
75; Monday; 3; 9; DATE
75; morning; 10; 17; TIME
75; two; 20; 23; CARDINAL
75; the University of Cincinnati Medical Center; 65; 108; ORG
76; Seven; 0; 5; CARDINAL
77; Four; 0; 4; CARDINAL
77; three; 30; 35; CARDINAL
77; Kelly Martin; 86; 98; PERSON
78; Two; 0; 3; CARDINAL
78; Bethesda North Hospital; 42; 65; ORG
78; Mercy Health - Anderson Hospital; 75; 107; FAC
78; two; 112; 115; CARDINAL
78; the Christ Hospital; 119; 138; ORG
79; noon; 65; 69; TIME
79; Sunday; 70; 76; DATE
80; Cranley; 0; 7; PERSON
84; Cincinnati; 76; 86; GPE
85; Cameo; 4; 9; NORP
85; this year; 105; 114; DATE
85; Gunviolencearchive.org; 130; 152; ORG
86; 71; 19; 21; CARDINAL
86; this year; 37; 46; DATE
87; Cincinnati; 0; 10; GPE
87; at least nine; 27; 40; CARDINAL
87; more than four; 54; 68; CARDINAL
87; Cincinnati; 80; 90; GPE
87; 2013; 97; 101; DATE
87; Sunday; 127; 133; DATE
87; Feb. 28; 140; 147; DATE
87; six; 153; 156; CARDINAL
87; Northside; 179; 188; GPE
88; Aug. 21 , 2015; 51; 65; DATE
88; two; 73; 76; CARDINAL
88; five; 100; 104; CARDINAL
88; Elks; 120; 124; PERSON
88; Madisonville; 133; 145; GPE
89; One; 0; 3; CARDINAL
89; seven; 20; 25; CARDINAL
89; a July 2016; 42; 53; DATE
89; Hamilton; 68; 76; PERSON
90; Isaac; 25; 30; PERSON
91; at least one; 4; 16; CARDINAL
91; 12:30 a.m.; 37; 47; TIME
92; Sherell Johnson; 0; 15; PERSON
92; Cincinnati; 20; 30; GPE
92; Chicago; 52; 59; GPE
92; a spring break weekend; 76; 98; DATE
93; Cameo; 45; 50; NORP
93; around 12:30 a.m.; 73; 90; TIME
93; Sunday; 91; 97; DATE
94; Johnson; 10; 17; PERSON
96; $ 40 to $ 60; 95; 107; MONEY
97; NEWLINE While; 2; 15; WORK_OF_ART
97; Angel Cruz; 26; 36; PERSON
97; Johnson; 39; 46; PERSON
98; Johnson; 0; 7; PERSON
100; Johnson; 0; 7; PERSON
101; around 1:30 a.m.; 3; 19; TIME
101; one; 22; 25; CARDINAL
102; Johnson; 14; 21; PERSON
102; Cruz; 59; 63; PERSON
104; Chicago; 8; 15; GPE
105; Cruz; 0; 4; PERSON
106; Isaac; 0; 5; PERSON
106; first; 11; 16; ORDINAL
108; Eric Franz; 0; 10; PERSON
109; At least two; 0; 12; CARDINAL
109; Kellogg Avenue; 36; 50; FAC
110; City Manager Black; 81; 99; ORG
110; Jan. 1 , 2015; 199; 212; DATE
110; September 2015; 247; 261; DATE
111; Julian Rodgers; 24; 38; PERSON
111; Sunday; 76; 82; DATE
111; evening; 83; 90; TIME
111; NEWLINE; 93; 100; ORDINAL
112; Cameo Nightclub; 19; 34; ORG
112; Rodgers; 130; 137; PERSON
114; Rodgers; 0; 7; PERSON
116; Sunday; 7; 13; DATE
116; Isaac; 32; 37; PERSON
117; The Bureau of Alcohol , Tobacco and Firearms; 0; 44; ORG
117; Cranley; 110; 117; PERSON
117; Isaac; 122; 127; PERSON
118; Cranley; 0; 7; PERSON
118; morning; 28; 35; TIME
118; John Kasich; 54; 65; PERSON
119; One; 0; 3; CARDINAL
119; at least 20; 57; 68; CARDINAL
120; Mauricio Thompson; 62; 79; PERSON
120; Cleveland; 102; 111; GPE
123; Cincinnati; 0; 10; GPE
123; Rob Richardson; 29; 43; PERSON
123; Twitter; 52; 59; EVENT
124; Cameo; 53; 58; NORP
125; Republican; 0; 10; NORP
125; Rob Portman; 16; 27; PERSON
125; Ohio; 31; 35; GPE
125; first; 149; 154; ORDINAL
128; James Pilcher; 19; 32; PERSON
128; Sharon Coolidge; 35; 50; PERSON
128; Scott Wartman; 53; 66; PERSON
128; Jason Williams; 71; 85; PERSON
130; http://cin.ci/2mDygpf; 27; 48; GPE
