1; 2017-02-27; 0; 10; DATE
47; Affidavit NEWLINE; 0; 17; PERSON
48; Sunday; 3; 9; DATE
48; Howland Police; 12; 26; ORG
48; Nick Roberts; 33; 45; PERSON
48; Hamad; 109; 114; PERSON
48; Hendricksons; 123; 135; ORG
48; Tracy Hendrickson ’s; 141; 161; PERSON
48; Hamad; 222; 227; PERSON
49; Tracy Hendrickson; 0; 17; PERSON
49; 47; 20; 22; DATE
49; Friday; 43; 49; DATE
49; Brian Hendrickson; 58; 75; PERSON
49; 48; 78; 80; DATE
49; Dawson Drive; 86; 98; FAC
49; Howland; 102; 109; GPE
50; Tracy Hendrickson; 0; 17; PERSON
50; Mahoning Avenue; 25; 40; FAC
51; 1997; 27; 31; DATE
51; two; 41; 44; CARDINAL
51; Bryce Hendrickson; 52; 69; PERSON
51; 20; 72; 74; DATE
51; Dylan Hendrickson; 81; 98; PERSON
51; 18; 101; 103; DATE
52; Monday; 23; 29; DATE
52; Tony Villanueva; 53; 68; PERSON
52; the Howland Police Department; 72; 101; ORG
52; Facebook; 116; 124; ORG
52; Bryce Hendrickson; 135; 152; PERSON
52; Hamad; 158; 163; PERSON
53; Kevin Williams; 18; 32; PERSON
53; Vindicator; 44; 54; ORG
53; Monday; 58; 64; DATE
53; Joshua Williams; 70; 85; PERSON
56; Kevin Williams; 10; 24; PERSON
56; Hendricksons; 65; 77; ORG
57; Joshua; 8; 14; ORG
60; Friday; 163; 169; DATE
62; Hendrickson; 0; 11; PERSON
62; Shively; 47; 54; PERSON
63; Villanueva; 0; 10; GPE
63; Monday; 16; 22; DATE
64; Tracy Hendrickson; 0; 17; PERSON
64; Hamad; 25; 30; PERSON
64; Roberts; 111; 118; PERSON
65; Hendricksons; 63; 75; ORG
65; Hamad; 80; 85; PERSON
65; Nov. 6 , 2016; 110; 123; DATE
66; Brian Hendrickson; 0; 17; PERSON
66; 911; 25; 28; CARDINAL
66; Hamad; 63; 68; PERSON
66; Hendrickson; 131; 142; PERSON
66; Tracy Hendrickson; 166; 183; PERSON
67; Hamad; 0; 5; PERSON
67; Howland; 11; 18; ORG
67; Brian Hendrickson; 52; 69; PERSON
67; Brian Hendrickson; 131; 148; PERSON
67; Tracy Hendrickson; 196; 213; PERSON
67; Hamad; 241; 246; PERSON
68; Hendrickson; 38; 49; PERSON
68; Hamad; 54; 59; PERSON
69; Jan. 1; 21; 27; DATE
69; Brian Hendrickson; 88; 105; PERSON
69; Dylan Hendrickson; 110; 127; PERSON
70; Feb. 9; 25; 31; DATE
70; Warren Municipal Court; 35; 57; ORG
72; Aug. 23 , 2009; 0; 14; DATE
72; Nasser Hamad; 36; 48; PERSON
73; Hamad; 6; 11; PERSON
73; 52; 19; 21; DATE
73; Hamad; 45; 50; PERSON
73; 40; 58; 60; DATE
73; Hatem; 134; 139; PERSON
74; Nasser Hamad; 0; 12; PERSON
74; Warren Municipal Court; 36; 58; ORG
74; one day; 100; 107; DATE
74; one year ’s; 134; 145; DATE
