Latest	12,18	bn:00050146n	http://babelnet.org/rdf/s00050146n	null
nightclub	1283,1292	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
CLOSE	1353,1358	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	1359,1363	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	1367,1371	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	1374,1379	bn:13709072n	http://babelnet.org/rdf/s13709072n	null
Share	1382,1387	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	1388,1393	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	1394,1403	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	1404,1412	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Sorting	1413,1420	bn:00082871v	http://babelnet.org/rdf/s00082871v	null
Cameo	1421,1426	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
chaos	1427,1432	bn:03687797n	http://babelnet.org/rdf/s03687797n	http://dbpedia.org/resource/Loom_(video_game)
firefighter	1435,1446	bn:00034631n	http://babelnet.org/rdf/s00034631n	http://dbpedia.org/resource/Firefighter
job	1453,1456	bn:00014138n	http://babelnet.org/rdf/s00014138n	http://dbpedia.org/resource/Job
Veteran	1472,1479	bn:00079886n	http://babelnet.org/rdf/s00079886n	null
Cincinnati	1480,1490	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
firefighter	1491,1502	bn:00034631n	http://babelnet.org/rdf/s00034631n	http://dbpedia.org/resource/Firefighter
Marc	1503,1507	bn:00053348n	http://babelnet.org/rdf/s00053348n	http://dbpedia.org/resource/Pomace_brandy
Monahan	1508,1515	bn:03868936n	http://babelnet.org/rdf/s03868936n	http://dbpedia.org/resource/Monahan
nearly	1520,1526	bn:00114079r	http://babelnet.org/rdf/s00114079r	null
second	1541,1547	bn:00095974a	http://babelnet.org/rdf/s00095974a	null
shift in	1556,1564	bn:00154597n	http://babelnet.org/rdf/s00154597n	http://dbpedia.org/resource/Shift_Out_and_Shift_In_characters
row	1567,1570	bn:00068424n	http://babelnet.org/rdf/s00068424n	null
dispatch	1576,1584	bn:00086689v	http://babelnet.org/rdf/s00086689v	null
called	1585,1591	bn:00084385v	http://babelnet.org/rdf/s00084385v	null
early	1596,1601	bn:00101935a	http://babelnet.org/rdf/s00101935a	null
Sunday	1602,1608	bn:00028190n	http://babelnet.org/rdf/s00028190n	http://dbpedia.org/resource/Lord's_Day
report	1612,1618	bn:00082233v	http://babelnet.org/rdf/s00082233v	null
people	1629,1635	bn:00061450n	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People
shot	1645,1649	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Kellogg Avenue	1658,1672	bn:03778787n	http://babelnet.org/rdf/s03778787n	http://dbpedia.org/resource/U.S._Route_54
Cochran	1682,1689	bn:00020262n	http://babelnet.org/rdf/s00020262n	http://dbpedia.org/resource/Jacqueline_Cochran
CLOSE	1698,1703	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	1704,1708	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	1712,1716	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	1719,1724	bn:13709073n	http://babelnet.org/rdf/s13709073n	null
Share	1727,1732	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	1733,1738	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	1739,1748	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	1749,1757	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
CPD	1758,1761	bn:00701021n	http://babelnet.org/rdf/s00701021n	http://dbpedia.org/resource/CPD_(gene)
chief	1762,1767	bn:00018319n	http://babelnet.org/rdf/s00018319n	null
Cameo	1771,1776	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
shooting	1777,1785	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
investigation	1794,1807	bn:00047354n	http://babelnet.org/rdf/s00047354n	null
progressing	1811,1822	bn:00082394v	http://babelnet.org/rdf/s00082394v	null
Cincinnati Police	1832,1849	bn:00636892n	http://babelnet.org/rdf/s00636892n	http://dbpedia.org/resource/Cincinnati_Police_Department
Police Chief	1843,1855	bn:00015751n	http://babelnet.org/rdf/s00015751n	null
Eliot	1856,1861	bn:00030368n	http://babelnet.org/rdf/s00030368n	http://dbpedia.org/resource/T._S._Eliot
spoke	1870,1875	bn:00090943v	http://babelnet.org/rdf/s00090943v	null
Monday	1876,1882	bn:00055609n	http://babelnet.org/rdf/s00055609n	http://dbpedia.org/resource/Monday
City Hall	1894,1903	bn:00019329n	http://babelnet.org/rdf/s00019329n	http://dbpedia.org/resource/Seat_of_local_government
continuing	1911,1921	bn:00085714v	http://babelnet.org/rdf/s00085714v	null
investigation	1922,1935	bn:00047354n	http://babelnet.org/rdf/s00047354n	null
shootings	1943,1952	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Cameo	1956,1961	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
night club	1962,1972	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
injured	1987,1994	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
killed	2003,2009	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
CLOSE	2070,2075	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	2076,2080	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	2084,2088	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	2091,2096	bn:13709073n	http://babelnet.org/rdf/s13709073n	null
Share	2099,2104	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	2105,2110	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	2111,2120	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	2121,2129	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Update	2130,2136	bn:00079238n	http://babelnet.org/rdf/s00079238n	null
Q&A	2141,2144	bn:03369202n	http://babelnet.org/rdf/s03369202n	http://dbpedia.org/resource/Q&A_(film)
Enquirer	2150,2158	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
reporter	2159,2167	bn:00057562n	http://babelnet.org/rdf/s00057562n	null
Sharon	2168,2174	bn:00027253n	http://babelnet.org/rdf/s00027253n	http://dbpedia.org/resource/Diospyros_kaki
Cameo	2187,2192	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
shooting	2193,2201	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Monday	2210,2216	bn:00055609n	http://babelnet.org/rdf/s00055609n	http://dbpedia.org/resource/Monday
update	2225,2231	bn:00095449v	http://babelnet.org/rdf/s00095449v	null
mass shooting	2239,2252	bn:00014221n	http://babelnet.org/rdf/s00014221n	http://dbpedia.org/resource/Mass_murder
nightclub	2260,2269	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Enquirer	2276,2284	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
CLOSE	2293,2298	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	2299,2303	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	2307,2311	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	2314,2319	bn:13709072n	http://babelnet.org/rdf/s13709072n	null
Share	2322,2327	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	2328,2333	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	2334,2343	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	2344,2352	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
know	2361,2365	bn:00085261v	http://babelnet.org/rdf/s00085261v	null
Cameo	2376,2381	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	2382,2391	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shootings	2392,2401	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
shot	2412,2416	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
killed	2421,2427	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
Cameo	2431,2436	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	2437,2446	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Cincinnati	2450,2460	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
suspects	2463,2471	bn:00025884n	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect
CLOSE	2497,2502	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	2503,2507	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	2511,2515	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	2518,2523	bn:13709072n	http://babelnet.org/rdf/s13709072n	null
Share	2526,2531	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	2532,2537	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	2538,2547	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	2548,2556	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Enquirer	2557,2565	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
reporter	2566,2574	bn:00057562n	http://babelnet.org/rdf/s00057562n	null
Sharon	2575,2581	bn:00027253n	http://babelnet.org/rdf/s00027253n	http://dbpedia.org/resource/Diospyros_kaki
talks	2591,2596	bn:00090943v	http://babelnet.org/rdf/s00090943v	null
FOP	2600,2603	bn:00009420n	http://babelnet.org/rdf/s00009420n	http://dbpedia.org/resource/Dude
president	2604,2613	bn:00064233n	http://babelnet.org/rdf/s00064233n	null
Dan	2614,2617	bn:00075878n	http://babelnet.org/rdf/s00075878n	http://dbpedia.org/resource/Taekwondo
Cameo	2629,2634	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	2635,2644	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	2645,2653	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Enquirer	2662,2670	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
reporter	2671,2679	bn:00057562n	http://babelnet.org/rdf/s00057562n	null
Sharon	2680,2686	bn:00027253n	http://babelnet.org/rdf/s00027253n	http://dbpedia.org/resource/Diospyros_kaki
talks	2696,2701	bn:00090943v	http://babelnet.org/rdf/s00090943v	null
FOP	2705,2708	bn:00009420n	http://babelnet.org/rdf/s00009420n	http://dbpedia.org/resource/Dude
president	2709,2718	bn:00064233n	http://babelnet.org/rdf/s00064233n	null
Dan	2719,2722	bn:00075878n	http://babelnet.org/rdf/s00075878n	http://dbpedia.org/resource/Taekwondo
Cameo	2738,2743	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	2744,2753	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	2754,2762	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Enquirer	2769,2777	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
CLOSE	2786,2791	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	2792,2796	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	2800,2804	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	2807,2812	bn:13709072n	http://babelnet.org/rdf/s13709072n	null
Share	2815,2820	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	2821,2826	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	2827,2836	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	2837,2845	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Police chief	2846,2858	bn:00015751n	http://babelnet.org/rdf/s00015751n	null
identifies	2859,2869	bn:00089574v	http://babelnet.org/rdf/s00089574v	null
man	2870,2873	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
killed	2874,2880	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
Cincinnati	2884,2894	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
nightclub	2895,2904	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	2905,2913	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
deceased	2926,2934	bn:00097591a	http://babelnet.org/rdf/s00097591a	null
victim	2935,2941	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
identified	2951,2961	bn:00089574v	http://babelnet.org/rdf/s00089574v	null
Spikes	2973,2979	bn:00073359n	http://babelnet.org/rdf/s00073359n	http://dbpedia.org/resource/Hard_disk_drive
Enquirer	2991,2999	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
CLOSE	3009,3014	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	3015,3019	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	3023,3027	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	3030,3035	bn:13709072n	http://babelnet.org/rdf/s13709072n	null
Share	3038,3043	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	3044,3049	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	3050,3059	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	3060,3068	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Enquirer	3069,3077	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
reporter	3078,3086	bn:00057562n	http://babelnet.org/rdf/s00057562n	null
Cameron Knight	3087,3101	bn:03184127n	http://babelnet.org/rdf/s03184127n	http://dbpedia.org/resource/Cameron_Knight
discusses	3102,3111	bn:00086931v	http://babelnet.org/rdf/s00086931v	null
latest	3116,3122	bn:00105763a	http://babelnet.org/rdf/s00105763a	null
updates	3123,3130	bn:00079238n	http://babelnet.org/rdf/s00079238n	null
Cincinnati	3138,3148	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
nightclub	3149,3158	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	3159,3167	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
person	3180,3186	bn:00046516n	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual
dead	3190,3194	bn:00100948a	http://babelnet.org/rdf/s00100948a	null
injured	3221,3228	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
shooting	3234,3242	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
early Sunday morning	3243,3263	bn:02509997n	http://babelnet.org/rdf/s02509997n	http://dbpedia.org/resource/Early_Sunday_Morning
Cameo	3267,3272	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	3273,3282	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Enquirer	3289,3297	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
CLOSE	3307,3312	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	3313,3317	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	3321,3325	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	3328,3333	bn:13709073n	http://babelnet.org/rdf/s13709073n	null
Share	3336,3341	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	3342,3347	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	3348,3357	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	3358,3366	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Cameo	3367,3372	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	3373,3382	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	3383,3391	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
need	3403,3407	bn:00091028v	http://babelnet.org/rdf/s00091028v	null
know	3411,3415	bn:00085261v	http://babelnet.org/rdf/s00085261v	null
Location	3423,3431	bn:00051760n	http://babelnet.org/rdf/s00051760n	http://dbpedia.org/resource/Location_(geography)
Cameo	3439,3444	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	3445,3454	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Cincinnati	3458,3468	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
