     2017-01-05	        CD	      S-NP	         O	              -	(S1(NP*))

         Police	       NNP	      S-NP	         O	              -	         O	(S1(S(NP*)
              :	         :	         O	         O	              -	         O	*
     Clearwater	       NNP	      B-NP	     S-LOC	              -	      B-A0	(S(NP*
            boy	        NN	      E-NP	         O	              -	      E-A0	*)
         killed	       VBD	      S-VP	         O	         killed	       S-V	(VP*
        himself	       PRP	      S-NP	         O	              -	      S-A1	(NP*)
          after	        IN	      S-PP	         O	              -	  B-AM-TMP	(PP*
       argument	        NN	      S-NP	         O	              -	  I-AM-TMP	(NP(NP*)
           with	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
         mother	        NN	      S-NP	         O	              -	  E-AM-TMP	(NP*))))))))

         Police	       NNP	      S-NP	         O	              -	         O	         O	      B-A0	         O	         O	(S1(S(S(NP*)
              :	         :	         O	         O	              -	         O	         O	      I-A0	         O	         O	*
     Clearwater	       NNP	      B-NP	     S-LOC	              -	      B-A0	         O	      I-A0	         O	         O	(S(NP*
            boy	        NN	      E-NP	         O	              -	      E-A0	         O	      I-A0	         O	         O	*)
         killed	       VBD	      S-VP	         O	         killed	       S-V	         O	      I-A0	         O	         O	(VP*
        himself	       PRP	      S-NP	         O	              -	      S-A1	         O	      I-A0	         O	         O	(NP*)
          after	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	      I-A0	         O	         O	(PP*
       argument	        NN	      S-NP	         O	              -	  I-AM-TMP	         O	      I-A0	         O	         O	(NP(NP*)
           with	        IN	      S-PP	         O	              -	  I-AM-TMP	         O	      I-A0	         O	         O	(PP*
         mother	        NN	      B-NP	         O	              -	  I-AM-TMP	         O	      I-A0	         O	         O	(NP*
          Local	       NNP	      I-NP	    B-MISC	              -	  I-AM-TMP	         O	      I-A0	         O	         O	*
           News	       NNP	      I-NP	    I-MISC	              -	  I-AM-TMP	         O	      I-A0	         O	         O	*
         Police	       NNP	      E-NP	    E-MISC	              -	  E-AM-TMP	         O	      I-A0	         O	         O	*))))))
              :	         :	         O	         O	              -	         O	         O	      I-A0	         O	         O	*
     Clearwater	       NNP	      B-NP	     S-LOC	              -	         O	      B-A0	      I-A0	         O	         O	(S(NP*
            boy	        NN	      E-NP	         O	              -	         O	      E-A0	      I-A0	         O	         O	*)
         killed	       VBD	      S-VP	         O	         killed	         O	       S-V	      I-A0	         O	         O	(VP*
        himself	       PRP	      S-NP	         O	              -	         O	      S-A1	      I-A0	         O	         O	(NP*)
          after	        IN	      S-PP	         O	              -	         O	  B-AM-TMP	      I-A0	         O	         O	(PP*
       argument	        NN	      S-NP	         O	              -	         O	  I-AM-TMP	      I-A0	         O	         O	(NP(NP*)
           with	        IN	      S-PP	         O	              -	         O	  I-AM-TMP	      I-A0	         O	         O	(PP*
         mother	        NN	      B-NP	         O	              -	         O	  I-AM-TMP	      I-A0	         O	         O	(NP*
     Clearwater	       NNP	      I-NP	     S-LOC	              -	         O	  I-AM-TMP	      I-A0	         O	         O	*
         police	       NNS	      E-NP	         O	              -	         O	  E-AM-TMP	      E-A0	         O	         O	*))))))
            say	       VBP	      S-VP	         O	            say	         O	         O	       S-V	         O	         O	(VP*
              a	        DT	      B-NP	         O	              -	         O	         O	      B-A1	      B-A0	      B-A0	(SBAR(S(NP*
        10-year	        JJ	      I-NP	         O	              -	         O	         O	      I-A1	      I-A0	      I-A0	(ADJP*
              -	         :	      I-NP	         O	              -	         O	         O	      I-A1	      I-A0	      I-A0	*
            old	        JJ	      I-NP	         O	              -	         O	         O	      I-A1	      I-A0	      I-A0	*)
            boy	        NN	      E-NP	         O	              -	         O	         O	      I-A1	      E-A0	      E-A0	*)
         turned	       VBD	      S-VP	         O	         turned	         O	         O	      I-A1	       S-V	         O	(VP*
              a	        DT	      B-NP	         O	              -	         O	         O	      I-A1	      B-A1	         O	(NP*
            gun	        NN	      E-NP	         O	              -	         O	         O	      I-A1	      E-A1	         O	*)
             on	        IN	      S-PP	         O	              -	         O	         O	      I-A1	  B-AM-LOC	         O	(PP*
        himself	       PRP	      S-NP	         O	              -	         O	         O	      I-A1	  E-AM-LOC	         O	(NP*))
       Thursday	       NNP	      B-NP	         O	              -	         O	         O	      I-A1	  B-AM-TMP	         O	(NP*
        morning	        NN	      E-NP	         O	              -	         O	         O	      I-A1	  E-AM-TMP	         O	*)
          after	        IN	      S-PP	         O	              -	         O	         O	      I-A1	  B-AM-TMP	         O	(PP*
        getting	       VBG	      S-VP	         O	        getting	         O	         O	      I-A1	  I-AM-TMP	       S-V	(S(VP*
           into	        IN	      S-PP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      B-A2	(PP*
             an	        DT	      B-NP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      I-A2	(NP(NP*
       argument	        NN	      E-NP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      I-A2	*)
           with	        IN	      S-PP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      I-A2	(PP*
            his	      PRP$	      B-NP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      I-A2	(NP*
         mother	        NN	      E-NP	         O	              -	         O	         O	      E-A1	  E-AM-TMP	      E-A2	*))))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	         O	*))

              -	         :	         O	         O	              -	         O	         O	         O	(S1(S*
           with	        IN	      S-PP	         O	              -	      B-A1	         O	         O	(PP*
            his	      PRP$	      B-NP	         O	              -	      I-A1	         O	         O	(NP*
         mother	        NN	      E-NP	         O	              -	      E-A1	         O	         O	*))
           this	        DT	      B-NP	         O	              -	  B-AM-TMP	         O	         O	(NP*
        morning	        NN	      E-NP	         O	              -	  E-AM-TMP	         O	         O	*))))
            and	        CC	         O	         O	              -	         O	         O	         O	*
           when	       WRB	    S-ADVP	         O	              -	  B-AM-TMP	S-R-AM-TMP	  B-AM-TMP	(S(SBAR(WHADVP*)
            she	       PRP	      S-NP	         O	              -	  I-AM-TMP	      S-A0	  I-AM-TMP	(S(NP*)
           sent	       VBD	      S-VP	         O	           sent	  I-AM-TMP	       S-V	  I-AM-TMP	(VP*
            him	       PRP	      S-NP	         O	              -	  I-AM-TMP	      S-A1	  I-AM-TMP	(NP*)
             to	        TO	      S-PP	         O	              -	  I-AM-TMP	      B-A2	  I-AM-TMP	(PP*
            his	      PRP$	      B-NP	         O	              -	  I-AM-TMP	      I-A2	  I-AM-TMP	(NP*
           room	        NN	      E-NP	         O	              -	  E-AM-TMP	      E-A2	  E-AM-TMP	*)))))
              ,	         ,	         O	         O	              -	         O	         O	         O	*
             he	       PRP	      S-NP	         O	              -	         O	         O	      S-A0	(NP*)
        somehow	        RB	    S-ADVP	         O	              -	         O	         O	  S-AM-ADV	(ADVP*)
            got	       VBD	      S-VP	         O	            got	         O	         O	       S-V	(VP*
          ahold	        NN	      S-NP	         O	              -	         O	         O	      B-A1	(NP(NP*)
             of	        IN	      S-PP	         O	              -	         O	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	      I-A1	(NP(NP*
         family	        NN	      E-NP	         O	              -	         O	         O	      I-A1	*
             's	       POS	      B-NP	         O	              -	         O	         O	      I-A1	*)
            gun	        NN	      E-NP	         O	              -	         O	         O	      E-A1	*)))))
              .	         .	         O	         O	              -	         O	         O	         O	*)))

     Detectives	       NNS	      S-NP	         O	              -	      S-A0	         O	         O	(S1(S(NP*)
            say	       VBP	      S-VP	         O	            say	       S-V	         O	         O	(VP*
             he	       PRP	      S-NP	         O	              -	      B-A1	      S-A0	      S-A0	(SBAR(S(NP*)
           shot	       VBD	      S-VP	         O	           shot	      I-A1	       S-V	         O	(VP*
        himself	       PRP	      S-NP	         O	              -	      I-A1	      S-A1	         O	(NP*))))
           once	        RB	    S-ADVP	         O	              -	      I-A1	  S-AM-TMP	         O	(ADVP*)
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	*
     inflicting	       VBG	      S-VP	         O	     inflicting	      I-A1	  B-AM-ADV	       S-V	(S(VP*
              a	        DT	      B-NP	         O	              -	      I-A1	  I-AM-ADV	      B-A1	(NP*
          fatal	        JJ	      I-NP	         O	              -	      I-A1	  I-AM-ADV	      I-A1	*
          wound	        NN	      E-NP	         O	              -	      E-A1	  E-AM-ADV	      E-A1	*))))
              .	         .	         O	         O	              -	         O	         O	         O	*))

              "	        ``	         O	         O	              -	         O	         O	         O	      B-A1	(S1(SINV(S(S(ADVP*)
     Paramedics	       NNS	      S-NP	         O	              -	      S-A0	         O	         O	      I-A1	(NP*)
            did	       VBD	      S-VP	         O	            did	       S-V	         O	         O	      I-A1	(VP*
     everything	        NN	      S-NP	         O	              -	      B-A1	      S-A1	         O	      I-A1	(NP(NP*)
           they	       PRP	      S-NP	         O	              -	      I-A1	      S-A0	         O	      I-A1	(SBAR(S(NP*)
          could	        MD	      B-VP	         O	              -	      I-A1	  S-AM-MOD	         O	      I-A1	(VP*
             to	        TO	      I-VP	         O	              -	      I-A1	         O	         O	      I-A1	(S(VP*
          treat	        VB	      E-VP	         O	          treat	      I-A1	       S-V	         O	      I-A1	(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	      B-A2	         O	      I-A1	(NP*
       juvenile	        JJ	      E-NP	         O	              -	      E-A1	      E-A2	         O	      I-A1	*))))))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	      I-A1	*
            but	        CC	         O	         O	              -	         O	         O	         O	      I-A1	*
            the	        DT	      B-NP	         O	              -	         O	         O	      B-A1	      I-A1	(S(NP*
       juvenile	        NN	      E-NP	         O	              -	         O	         O	      E-A1	      I-A1	*)
            did	       VBD	      B-VP	         O	              -	         O	         O	         O	      I-A1	(VP*
           pass	        VB	      E-VP	         O	           pass	         O	         O	       S-V	      I-A1	(VP*
           away	        RB	    S-ADVP	         O	              -	         O	         O	  S-AM-DIR	      I-A1	(ADVP*)
           this	        DT	      B-NP	         O	              -	         O	         O	  B-AM-TMP	      I-A1	(NP*
        morning	        NN	      E-NP	         O	              -	         O	         O	  E-AM-TMP	      E-A1	*)))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	*
              "	       WDT	      S-NP	         O	              -	         O	         O	         O	         O	(ADVP*)
           said	       VBD	      S-VP	         O	           said	         O	         O	         O	       S-V	(VP*)
          Chief	       NNP	      B-NP	         O	              -	         O	         O	         O	      B-A0	(NP*
            Dan	       NNP	      I-NP	     B-PER	              -	         O	         O	         O	      I-A0	*
      Slaughter	       NNP	      E-NP	     E-PER	              -	         O	         O	         O	      E-A0	*)
              .	         .	         O	         O	              -	         O	         O	         O	         O	*))

              "	        ``	         O	         O	              -	(S1(S(S(ADVP*)
             It	       PRP	      S-NP	         O	              -	(NP*)
             's	       VBZ	      S-VP	         O	              -	(VP*
              a	        DT	      B-NP	         O	              -	(NP(NP*
        tragedy	        NN	      E-NP	         O	              -	*)
             in	        IN	      S-PP	         O	              -	(PP*
            all	        DT	      B-NP	         O	              -	(NP*
       respects	       NNS	      E-NP	         O	              -	*)))))
              .	         .	         O	         O	              -	*
              "	         .	         O	         O	              -	(NP*)))

      Neighbors	       NNS	      S-NP	         O	              -	      S-A0	         O	         O	(S1(S(NP*)
            say	       VBP	      S-VP	         O	            say	       S-V	         O	         O	(VP*
            Ian	       NNP	      S-NP	     S-PER	              -	      B-A1	         O	         O	(SBAR(S(NP*)
            was	       VBD	      S-VP	         O	              -	      I-A1	         O	         O	(VP*
              a	        DT	      B-NP	         O	              -	      I-A1	      B-A1	         O	(NP(NP*
          happy	        JJ	      I-NP	         O	              -	      I-A1	      I-A1	         O	*
          child	        NN	      E-NP	         O	              -	      I-A1	      E-A1	         O	*)
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	*
            who	        WP	      S-NP	         O	              -	      I-A1	         O	    S-R-A0	(SBAR(WHNP*)
            was	       VBD	      B-VP	         O	              -	      I-A1	         O	         O	(S(VP*
          often	        RB	      I-VP	         O	              -	      I-A1	  S-AM-TMP	         O	(ADVP*)
           seen	       VBN	      I-VP	         O	           seen	      I-A1	       S-V	         O	(VP*
        playing	       VBG	      E-VP	         O	        playing	      I-A1	  B-AM-ADV	       S-V	(S(VP*
           with	        IN	      S-PP	         O	              -	      I-A1	  I-AM-ADV	      B-A1	(PP*
          other	        JJ	      B-NP	         O	              -	      I-A1	  I-AM-ADV	      I-A1	(NP*
       children	       NNS	      E-NP	         O	              -	      I-A1	  I-AM-ADV	      E-A1	*))
             in	        IN	      S-PP	         O	              -	      I-A1	  I-AM-ADV	  B-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	  I-AM-ADV	  I-AM-LOC	(NP*
   neighborhood	        NN	      E-NP	         O	              -	      E-A1	  E-AM-ADV	  E-AM-LOC	*)))))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*))

              "	        ``	         O	         O	              -	         O	(S1(S(S(S(ADVP*)
             He	       PRP	      S-NP	         O	              -	      B-A1	(NP*)
             's	       VBZ	      S-VP	         O	              -	      I-A1	(VP*
           very	        RB	    B-ADJP	         O	              -	      I-A1	(UCP(ADJP*
    intelligent	        JJ	    E-ADJP	         O	              -	      I-A1	*)
              ,	         ,	         O	         O	              -	      I-A1	*
          smart	        JJ	      B-NP	         O	              -	      I-A1	(ADJP*)
              ,	         ,	      I-NP	         O	              -	      I-A1	*
        cordial	        JJ	      I-NP	         O	              -	      I-A1	(ADJP*)
            and	        CC	      I-NP	         O	              -	      I-A1	*
           just	        RB	      I-NP	         O	              -	      I-A1	(NP*
              a	        DT	      I-NP	         O	              -	      I-A1	*
          happy	        JJ	      I-NP	         O	              -	      I-A1	*
            kid	        NN	      E-NP	         O	              -	      I-A1	*))))
              ,	         ,	         O	         O	              -	      I-A1	*
              "	        JJ	      B-NP	         O	              -	      I-A1	(NP(NP*
         Lesley	       NNP	      I-NP	     B-PER	              -	      I-A1	*
      Sarchione	       NNP	      E-NP	     E-PER	              -	      E-A1	*)
        offered	       VBD	      S-VP	         O	        offered	       S-V	(VP*)))
              .	         .	         O	         O	              -	         O	*
              "	         .	         O	         O	              -	         O	(NP*)))

             He	       PRP	      S-NP	         O	              -	      S-A0	(S1(S(NP*)
         played	       VBD	      S-VP	         O	         played	       S-V	(VP*
           with	        IN	      S-PP	         O	              -	  B-AM-MNR	(PP*
            all	       PDT	      B-NP	         O	              -	  I-AM-MNR	(NP*
            the	        DT	      I-NP	         O	              -	  I-AM-MNR	*
          other	        JJ	      I-NP	         O	              -	  I-AM-MNR	*
           kids	       NNS	      E-NP	         O	              -	  E-AM-MNR	*)))
              .	         .	         O	         O	              -	         O	*))

           They	       PRP	      S-NP	         O	              -	         O	      S-A0	(S1(S(NP*)
           used	       VBD	      B-VP	         O	           used	       S-V	         O	(VP*
             to	        TO	      I-VP	         O	              -	         O	         O	(S(VP*
           play	        VB	      E-VP	         O	           play	         O	       S-V	(VP*
         soccer	        NN	      B-NP	         O	              -	         O	      S-A1	(NP*)
          right	        NN	      E-NP	         O	              -	         O	  B-AM-LOC	(ADJP*)
             in	        IN	      S-PP	         O	              -	         O	  I-AM-LOC	(PP*
          front	        NN	      S-NP	         O	              -	         O	  I-AM-LOC	(NP(NP*)
             of	        IN	      S-PP	         O	              -	         O	  I-AM-LOC	(PP*
             my	      PRP$	      B-NP	         O	              -	         O	  I-AM-LOC	(NP*
      apartment	        NN	      E-NP	         O	              -	         O	  E-AM-LOC	*))))
          every	        DT	      B-NP	         O	              -	         O	  B-AM-TMP	(NP*
          night	        NN	      E-NP	         O	              -	         O	  E-AM-TMP	*)))))
              .	         .	         O	         O	              -	         O	         O	*))

              I	       PRP	      S-NP	         O	              -	      S-A0	         O	         O	(S1(S(S(NP*)
             ca	        MD	      B-VP	         O	              -	  S-AM-MOD	         O	         O	(VP*
            n't	        RB	      I-VP	         O	              -	  S-AM-NEG	         O	         O	*
        imagine	        VB	      E-VP	         O	        imagine	       S-V	         O	         O	(VP*
            how	       WRB	    S-ADVP	         O	              -	      B-A1	         O	         O	(SBAR(WHADVP*)
             it	       PRP	      S-NP	         O	              -	      I-A1	         O	         O	(S(NP*)
             's	       VBZ	      B-VP	         O	              -	      I-A1	         O	         O	(VP*
          going	       VBG	      I-VP	         O	          going	      I-A1	       S-V	         O	(VP*
             to	        TO	      I-VP	         O	              -	      I-A1	         O	         O	(S(VP*
             be	        VB	      E-VP	         O	              -	      I-A1	         O	         O	(VP*
            for	        IN	      S-PP	         O	              -	      I-A1	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	         O	(NP*
          other	        JJ	      I-NP	         O	              -	      I-A1	         O	         O	*
           kids	       NNS	      E-NP	         O	              -	      I-A1	         O	         O	*))
           when	       WRB	    S-ADVP	         O	              -	      I-A1	         O	         O	(SBAR(WHADVP*)
           they	       PRP	      S-NP	         O	              -	      I-A1	         O	      S-A0	(S(NP*)
           find	       VBP	      S-VP	         O	           find	      I-A1	         O	       B-V	(VP*
            out	        RP	     S-PRT	         O	              -	      E-A1	         O	       E-V	(ADVP*))))))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*
              "	         .	         O	         O	              -	         O	         O	         O	*))

     Clearwater	       NNP	      B-NP	     S-LOC	              -	      B-A0	         O	         O	(S1(S(NP*
