e01284c6dc303417d44633a26de360ed	2017-01-07	charged	9	91,92	A0:0:31 Florida woman[9:88,91]	A1:with arson[9:92,94]	null	null	AM-TMP:after setting wrong car on fire[9:94,100]	null	null
fb863ef5412a126856df2563ffb11d25	2017-03-21	understands	30	536,537	A0:The Bureau[30:534,536]	A1:that investing officers with the authority to use force to protect the public welfare creates a solemn obligation to guide members as they balance the important social and individual interests involved[30:537,568]	null	null	null	null	null
fb863ef5412a126856df2563ffb11d25	2017-03-21	investing	30	538,539	A0:The Bureau[30:534,536]	A1:with the authority[30:540,543]	A2:to use force to protect the public welfare[30:543,551]	null	null	null	null
fb863ef5412a126856df2563ffb11d25	2017-03-21	use	30	544,545	A0:investing officers[30:538,540]	A1:force[30:545,546]	A2:to protect the public welfare[30:546,551]	null	null	null	null
fb863ef5412a126856df2563ffb11d25	2017-03-21	creates	30	551,552	A0:investing officers with the authority to use force to protect the public welfare[30:538,551]	A1:a solemn obligation to guide members as they balance the important social and individual interests involved[30:552,568]	null	null	null	null	null
fb863ef5412a126856df2563ffb11d25	2017-03-21	guide	30	556,557	A0:investing officers with the authority to use force to protect the public welfare[30:538,551]	A1:members[30:557,558]	null	null	null	null	null
f740b1a6fb628256d9d16bb21adcf1c5	2017-03-23	put	26	489,490	null	A1:The officers[26:485,487]	A2:on paid administrative leave[26:490,494]	null	null	null	null
f740b1a6fb628256d9d16bb21adcf1c5	2017-03-23	paid	26	491,492	null	A1:administrative leave[26:492,494]	null	null	null	null	null
b9b1311f6641d84241a1390153ece44c	2017-03-15	return	15	262,263	A0:The detectives[15:260,262]	A1:fire[15:263,264]	null	null	null	null	null
4124734ec7bcf04940c3f17d8cf2c4d6	2017-01-22	said	82	1303,1304	A0:Ms. Richmond[82:1301,1303]	A1:she believes the Finley Street home was targeted for burglary because Thompkins recently had bought “ a nice new car[82:1304,1324]	null	null	null	null	null
4124734ec7bcf04940c3f17d8cf2c4d6	2017-01-22	believes	82	1305,1306	A0:she[82:1304,1305]	A1:the Finley Street home was targeted for burglary because Thompkins recently had bought “ a nice new car[82:1306,1324]	null	null	null	null	null
4124734ec7bcf04940c3f17d8cf2c4d6	2017-01-22	targeted	82	1311,1312	null	A1:for burglary[82:1312,1314]	A2:the Finley Street home[82:1306,1310]	null	null	null	null
4124734ec7bcf04940c3f17d8cf2c4d6	2017-01-22	bought	82	1318,1319	A0:Thompkins[82:1315,1316]	A1:“ a nice new car[82:1319,1324]	null	null	AM-TMP:recently[82:1316,1317]	null	null
914d17609092d0b247974188d2f42705	2017-03-19	depressed	9	216,217	A0:Messner ’s finger[9:213,216]	A1:the trigger[9:217,219]	null	null	null	null	null
914d17609092d0b247974188d2f42705	2017-03-19	causing	9	220,221	null	A1:it[9:221,222]	A2:to fire[9:222,224]	null	null	null	null
914d17609092d0b247974188d2f42705	2017-03-19	treated	11	247,248	A0:Bend Fire medics[11:244,247]	A1:Rogers[11:248,249]	A2:on scene[11:249,251]	null	null	null	null
4badcfa201c445ed57b1c3b97d629ef4	2017-03-12	buy	10	179,180	A0:people[10:178,179]	A1:them[10:180,181]	null	null	null	null	null
4badcfa201c445ed57b1c3b97d629ef4	2017-03-12	says	10	190,191	null	A1:Goosen[10:191,192]	null	null	null	null	null
9c9f5e743498dcfec9e09770e6a2e7b6	2017-02-08	placed	5	70,71	null	A1:Latoyia Marsden[5:66,68]	A2:on paid administrative leave[5:71,75]	null	AM-TMP:after her service weapon was accidentally fired in her home , wounding her 11-year - old son[5:75,92]	null	null
9c9f5e743498dcfec9e09770e6a2e7b6	2017-02-08	paid	5	72,73	null	A1:administrative leave[5:73,75]	null	null	null	null	null
9c9f5e743498dcfec9e09770e6a2e7b6	2017-02-08	placed	13	217,218	null	A1:Latoyia Marsden[13:213,215]	A2:on paid administrative leave[13:218,222]	null	null	null	null
9c9f5e743498dcfec9e09770e6a2e7b6	2017-02-08	paid	13	219,220	null	A1:administrative leave[13:220,222]	null	null	null	null	null
daf2db2d4d5c2f65f02c809b7710609c	2017-03-15	spend	10	222,223	A0:McCoy and Osburn[10:218,221]	A1:the rest of their lives[10:223,228]	null	A3:behind bars[10:228,230]	null	null	null
166b72633618e65d0276537f30e7002e	2017-03-13	set up	14	239,241	null	A1:A GoFundMe page[14:234,237]	null	null	null	null	null
166b72633618e65d0276537f30e7002e	2017-03-13	help	14	242,243	A0:A GoFundMe page[14:234,237]	A1:pay funeral expenses for Cox[14:243,248]	null	null	null	null	null
166b72633618e65d0276537f30e7002e	2017-03-13	pay	14	243,244	A0:A GoFundMe page[14:234,237]	A1:funeral expenses[14:244,246]	null	A3:for Cox[14:246,248]	null	null	null
e54d052cd703e63cc09ff3c406b754a8	2017-02-06	said	5	52,53	A0:Authorities[5:51,52]	A1:Adams was one of three people who entered a Walmart neighborhood market and took two grocery carts full of diapers without paying[5:53,75]	null	null	null	null	null
e54d052cd703e63cc09ff3c406b754a8	2017-02-06	took	5	66,67	A0:three people[5:57,59]	A1:two grocery carts[5:67,70]	A2:full of diapers[5:70,73]	null	null	null	AM-MNR:without paying[5:73,75]
e54d052cd703e63cc09ff3c406b754a8	2017-02-06	paying	5	74,75	null	null	null	null	null	null	null
4fcaee6f7aac64c935bc7c2086bf1edc	2017-02-01	spent	8	149,150	A0:Police[8:148,149]	A1:the overnight hours scouring the area and knocking on doors[8:150,160]	null	null	null	null	null
d4b5aae1a56ce1a7b11a53738da1565d	2017-02-06	shot	1	7,8	null	A1:8-year - old fires[1:3,7]	null	null	null	null	null
22d1ff7031a4446565b89f658d8a90e3	2017-02-12	arrested	9	120,121	null	A1:Lack of Support : Melvyn Threatt Peters , 57 , of Lambertville ,[9:106,119]	A2:for failing to pay child support[9:121,127]	null	null	null	null
22d1ff7031a4446565b89f658d8a90e3	2017-02-12	failing	9	122,123	null	A1:Melvyn Threatt Peters , 57 , of Lambertville ,[9:110,119]	A2:to pay child support[9:123,127]	null	null	null	null
22d1ff7031a4446565b89f658d8a90e3	2017-02-12	pay	9	124,125	A0:Melvyn Threatt Peters , 57 , of Lambertville ,[9:110,119]	A1:child support[9:125,127]	null	null	null	null	null
44fceff4ea14fdf56d3ec3c15b260941	2017-02-13	arranged	10	221,222	A0:Paez , Dunlap and Castrillo[10:216,221]	A1:to purchase marijuana from the 14-year - old victim on Super Bowl Sunday[10:222,235]	null	null	null	null	null
44fceff4ea14fdf56d3ec3c15b260941	2017-02-13	purchase	10	223,224	A0:Paez , Dunlap and Castrillo[10:216,221]	A1:marijuana[10:224,225]	A2:from the 14-year - old victim on Super Bowl Sunday[10:225,235]	null	null	null	null
43466606e6b68d1294388d80e006f88c	2017-01-06	joined	9	128,129	A0:Andres[9:127,128]	A1:the Oceana Volunteer Fire Department/VBFD[9:129,134]	null	null	AM-TMP:in 2004[9:139,141]	null	AM-MNR:as a volunteer support technician[9:134,139]
43466606e6b68d1294388d80e006f88c	2017-01-06	said	9	144,145	A0:the department[9:142,144]	A1:Andres joined the Oceana Volunteer Fire Department/VBFD as a volunteer support technician in 2004[9:127,141]	null	null	AM-TMP:Saturday[9:145,146]	null	null
fe9663e7d856d4706f5dc476ae2d0080	2017-03-09	had	16	260,261	A0:Belden[16:259,260]	A1:no choice but to fire[16:261,266]	null	null	AM-TMP:upon the suspect , or else risk getting fired upon and ( being ) badly injured or killed[16:266,284]	null	null
ba89d4b55ab0cd60711f3b0d53732bbd	2017-03-10	pay	7	129,130	A0:I[7:126,127]	A1:no mind[7:130,132]	null	A3:to it[7:132,134]	AM-TMP:until I saw the helicopters[7:134,139]	null	null
ba89d4b55ab0cd60711f3b0d53732bbd	2017-03-10	said	7	141,142	null	A1:Gay[7:142,143]	null	null	null	null	null
2a567116d2c24d6a6bb475b56e9c6e91	2017-02-24	said	20	262,263	A0:Osceola Police Chief David Gladden[20:257,262]	A1:the female officer has been placed on paid administrative leave pending the outcome of the investigation[20:263,279]	null	null	null	null	null
2a567116d2c24d6a6bb475b56e9c6e91	2017-02-24	placed	20	268,269	null	A1:the female officer[20:263,266]	A2:on paid administrative leave[20:269,273]	null	AM-TMP:pending the outcome of the investigation[20:273,279]	null	null
2a567116d2c24d6a6bb475b56e9c6e91	2017-02-24	paid	20	270,271	null	A1:administrative leave[20:271,273]	null	null	null	null	null
4406703f1f67431001470571d330b9f9	2017-02-18	purchasing	10	269,270	A0:Reese[10:265,266]	A1:2 ounces of marijuana[10:270,274]	null	A3:for $ 400[10:274,277]	null	null	null
4406703f1f67431001470571d330b9f9	2017-02-18	said	10	279,280	A0:prosecutors[10:278,279]	A1:he arranged for Reese to purchase marijuana from the brothers[10:280,290]	null	null	null	null	null
4406703f1f67431001470571d330b9f9	2017-02-18	said	10	279,280	A0:prosecutors[10:278,279]	A1:he arranged for Reese to purchase marijuana from the brothers[10:280,290]	null	null	null	null	null
4406703f1f67431001470571d330b9f9	2017-02-18	arranged	10	281,282	A0:he[10:280,281]	null	null	A3:for Reese[10:282,284]	null	null	null
4406703f1f67431001470571d330b9f9	2017-02-18	purchase	10	285,286	null	A1:marijuana[10:286,287]	A2:from the brothers[10:287,290]	null	null	null	null
4406703f1f67431001470571d330b9f9	2017-02-18	discussed	13	338,339	A0:Reese and Miller[13:335,338]	A1:purchasing marijuana from the brothers , and eventually Reese[13:339,348]	null	null	null	null	null
4406703f1f67431001470571d330b9f9	2017-02-18	purchasing	13	339,340	A0:Reese and Miller[13:335,338]	A1:marijuana[13:340,341]	A2:from the brothers[13:341,344]	null	null	null	null
4406703f1f67431001470571d330b9f9	2017-02-18	began	13	353,354	A0:Reese and Miller discussed purchasing marijuana from the brothers , and eventually Reese , Miller and the witness[13:335,353]	null	null	null	null	null	null
11a2dd0ca66a0e077b158da05bbc3c3d	2017-03-02	says	25	452,453	A0:Louisville doctor[25:450,452]	A1:breakthrough treatment could wipe out cancer in a decade[25:453,462]	null	null	null	null	null
11a2dd0ca66a0e077b158da05bbc3c3d	2017-03-02	wipe out	25	456,458	A0:breakthrough treatment[25:453,455]	A1:cancer[25:458,459]	null	null	AM-TMP:in a decade[25:459,462]	null	null
11a2dd0ca66a0e077b158da05bbc3c3d	2017-03-02	says	26	465,466	A0:Louisville doctor[26:463,465]	A1:breakthrough treatment could wipe out cancer in a decade[26:466,475]	null	null	null	null	null
11a2dd0ca66a0e077b158da05bbc3c3d	2017-03-02	wipe out	26	469,471	A0:breakthrough treatment[26:466,468]	A1:cancer[26:471,472]	null	null	AM-TMP:in a decade[26:472,475]	null	null
e35b2a67aa40d309fcb3bf2776e8a8f5	2017-04-05	say	8	167,168	A0:Investigators[8:166,167]	A1:Vallier ended up keeping the money Stover was going to pay him for the gun without disclosing the money to police which is what led to the theft and tampering charges[8:168,199]	null	null	null	null	null
e35b2a67aa40d309fcb3bf2776e8a8f5	2017-04-05	pay	8	178,179	A0:Stover[8:174,175]	A1:him[8:179,180]	null	A3:for the gun[8:180,183]	null	null	AM-MNR:without disclosing the money to police which is what led to the theft and tampering charges[8:183,199]
b4ea518685947348bdf32efee3440492	2017-02-14	paid	18	274,275	null	A1:administrative leave[18:275,277]	null	null	null	null	null
c347ef9654b29670f12fe3d2a2948eb3	2017-01-31	investing	30	457,458	null	A1:so much time[30:458,461]	A2:into violence[30:461,463]	null	null	null	null
c347ef9654b29670f12fe3d2a2948eb3	2017-01-31	invest	30	464,465	null	A1:time[30:465,466]	A2:into something positive[30:466,469]	null	null	null	null
c347ef9654b29670f12fe3d2a2948eb3	2017-01-31	invest	30	464,465	null	A1:time[30:465,466]	A2:into something positive[30:466,469]	null	null	null	null
c347ef9654b29670f12fe3d2a2948eb3	2017-01-31	said	30	473,474	A0:Jaquece Hughes[30:471,473]	A1:Instead of investing so much time into violence , invest time into something positive[30:455,469]	null	null	null	null	null
c347ef9654b29670f12fe3d2a2948eb3	2017-01-31	said	30	473,474	A0:Jaquece Hughes[30:471,473]	A1:Instead of investing so much time into violence , invest time into something positive[30:455,469]	null	null	null	null	null
c3da4ad40bcf32515b4197bec0587cc4	2017-02-28	went	9	126,127	A0:Reese and 19-year - old Julian Miller[9:119,126]	null	null	null	AM-TMP:about 2:45 p.m. Feb. 15[9:138,143]	AM-LOC:in the 3900 block of South Albany Avenue[9:130,138]	null
c3da4ad40bcf32515b4197bec0587cc4	2017-02-28	hoping	9	143,144	A0:Feb. 15[9:141,143]	A1:to buy two ounces of marijuana for $ 400[9:144,153]	null	null	null	null	null
c3da4ad40bcf32515b4197bec0587cc4	2017-02-28	buy	9	145,146	A0:Reese and 19-year - old Julian Miller[9:119,126]	A1:two ounces of marijuana[9:146,150]	null	A3:for $ 400[9:150,153]	null	null	null
658bd26c13c0d6f365462c19ea7df065	2017-03-14	buying	10	132,133	A0:most people[10:129,131]	A1:food and water[10:133,136]	null	null	null	null	null
4782fa3fa9f76b31c09357e0be8dc7d0	2017-01-31	pays	24	274,275	A0:CrimeStoppers[24:273,274]	A1:cash rewards[24:275,277]	null	null	null	null	null
5d3769385c973306ff63d3ffd17bce61	2017-02-01	said	5	82,83	A0:The officers[5:80,82]	A1:someone in the home began shooting and they returned fire , killing Thompkins[5:83,96]	null	null	null	null	null
5d3769385c973306ff63d3ffd17bce61	2017-02-01	returned	5	91,92	A0:they[5:90,91]	A1:fire[5:92,93]	null	null	null	null	null
759bab2379904d66c5ba7a6e0baae538	2017-02-07	say	2	23,24	A0:Birmingham police[2:20,22]	A1:a teen was shot and killed Tuesday afternoon when he went with a group of people to purchase a handgun[2:24,44]	null	null	AM-TMP:now[2:22,23]	null	null
759bab2379904d66c5ba7a6e0baae538	2017-02-07	shot	2	27,28	null	A1:a teen[2:24,26]	null	null	AM-TMP:when he went with a group of people to purchase a handgun[2:32,44]	null	null
759bab2379904d66c5ba7a6e0baae538	2017-02-07	killed	2	29,30	null	A1:a teen[2:24,26]	null	null	AM-TMP:when he went with a group of people to purchase a handgun[2:32,44]	null	null
759bab2379904d66c5ba7a6e0baae538	2017-02-07	went	2	34,35	null	A1:he[2:33,34]	null	null	AM-TMP:Tuesday afternoon[2:30,32]	null	AM-MNR:with a group of people[2:35,40]
759bab2379904d66c5ba7a6e0baae538	2017-02-07	purchase	2	41,42	A0:he[2:33,34]	A1:a handgun[2:42,44]	null	null	null	null	null
759bab2379904d66c5ba7a6e0baae538	2017-02-07	says	17	278,279	A0:Edwards[17:277,278]	A1:the victim and those with him were meeting another group in an alley off the intersection to purchase a handgun and exchange handguns[17:279,302]	null	null	null	null	null
759bab2379904d66c5ba7a6e0baae538	2017-02-07	meeting	17	286,287	A0:the victim and those with him[17:279,285]	A1:another group[17:287,289]	null	null	null	AM-LOC:in an alley[17:289,292]	null
759bab2379904d66c5ba7a6e0baae538	2017-02-07	purchase	17	296,297	A0:the victim and those with him[17:279,285]	A1:a handgun and exchange handguns[17:297,302]	null	null	null	null	null
759bab2379904d66c5ba7a6e0baae538	2017-02-07	invest	24	376,377	A0:another young person[24:372,375]	A1:the energy and effort into activities that are detrimental to their lives[24:377,389]	null	null	null	null	null
f016114ddb55b3f5c16fea2f8d1f2ec7	2017-01-24	spent	13	239,240	A0:He[13:238,239]	A1:seven months[13:240,242]	A2:in state prison[13:242,245]	A3:for possessing more than 20 grams of marijuana[13:247,255]	AM-TMP:in 2011[13:245,247]	null	null
f016114ddb55b3f5c16fea2f8d1f2ec7	2017-01-24	show	13	257,258	A0:records[13:256,257]	A1:He spent seven months in state prison in 2011 for possessing more than 20 grams of marijuana[13:238,255]	null	null	null	null	null
c29204633cd516b86c40de20496d2437	2017-03-06	looking	24	329,330	A0:Owens[24:327,328]	A1:a gun that Matthew says he 'd recently purchased[24:330,339]	null	null	null	null	null
c29204633cd516b86c40de20496d2437	2017-03-06	says	24	334,335	A0:Matthew[24:333,334]	A1:he 'd recently purchased[24:335,339]	null	null	null	null	null
c29204633cd516b86c40de20496d2437	2017-03-06	purchased	24	338,339	A0:he[24:335,336]	A1:a gun[24:330,332]	null	null	AM-TMP:recently[24:337,338]	null	null
0867f2224cf1abc49034b813a728c9e0	2017-03-31	purchased	8	148,149	A0:The man[8:135,137]	A1:the gun[8:149,151]	null	null	AM-TMP:on March 22[8:151,154]	null	null
0867f2224cf1abc49034b813a728c9e0	2017-03-31	said	8	156,157	A0:Stein[8:155,156]	A1:The man had a valid permit to carry a concealed weapon and had purchased the gun on March 22[8:135,154]	null	null	null	null	null
5b5eb6f7ea6513823d49c9322f139998	2017-02-16	blasted away	5	123,125	null	A1:— causing the officers to return fire[5:125,132]	null	null	AM-TMP:As they were getting out of the car[5:108,116]	null	null
5b5eb6f7ea6513823d49c9322f139998	2017-02-16	causing	5	126,127	A0:the suspect[5:117,119]	A1:the officers to return fire[5:127,132]	null	null	null	null	null
5b5eb6f7ea6513823d49c9322f139998	2017-02-16	return	5	130,131	A0:the officers[5:127,129]	A1:fire[5:131,132]	null	null	null	null	null
867b88c571b99fc3c71c45e9d5582bc2	2017-01-16	shot	9	157,158	null	A1:one woman[9:154,156]	null	null	null	AM-LOC:in the MLK Park[9:158,162]	null
cc4951a02e9e84b888e5c66f041949ff	2017-02-13	says	11	200,201	A0:Conrad[11:199,200]	A1:That 's when[11:195,198]	null	null	null	null	null
cc4951a02e9e84b888e5c66f041949ff	2017-02-13	returned	11	203,204	null	A1:fire[11:204,205]	null	null	null	null	null
f6d78372c45ec7301a230763d126114e	2017-01-05	placed	15	240,241	null	A1:Booker , a 10-year veteran of North Las Vegas police ,[15:227,238]	A2:on routine paid administrative leave[15:241,246]	null	AM-TMP:pending the investigation[15:246,249]	null	null
f6d78372c45ec7301a230763d126114e	2017-01-05	paid	15	243,244	null	A1:administrative leave[15:244,246]	null	null	null	null	null
dff665d9e1c3ceb1796a7b2a635ba452	2017-04-09	want	11	277,278	A0:We[11:276,277]	A1:whoever did this to pay[11:278,283]	null	null	null	null	null
dff665d9e1c3ceb1796a7b2a635ba452	2017-04-09	did	11	279,280	null	A1:this to pay[11:280,283]	null	null	null	null	null
dff665d9e1c3ceb1796a7b2a635ba452	2017-04-09	pay	11	282,283	null	A1:this[11:280,281]	null	null	null	null	null
dff665d9e1c3ceb1796a7b2a635ba452	2017-04-09	said	11	286,287	A0:Astudillo[11:285,286]	A1:We want whoever did this to pay[11:276,283]	null	null	null	null	null
bcfc12a25db902e665216a9a860ed53f	2017-02-21	believe	6	87,88	A0:Police[6:86,87]	A1:the boys plotted to kill Deserae Turner , lured her to the canal under the guise of buying a knife , and then shot her once in the back of the head at close range[6:88,123]	null	null	null	null	null
bcfc12a25db902e665216a9a860ed53f	2017-02-21	lured	6	96,97	A0:the boys[6:88,90]	A1:her[6:97,98]	A2:to the canal[6:98,101]	null	null	null	AM-MNR:under the guise of buying a knife[6:101,108]
bcfc12a25db902e665216a9a860ed53f	2017-02-21	buying	6	105,106	A0:the boys[6:88,90]	A1:a knife[6:106,108]	null	null	null	null	null
de32bb33bc4b4e0b109a87e921295d38	2017-01-23	returned	36	450,451	null	A1:fire[36:451,452]	null	null	null	null	null
7586f53881d5fe0ebed532fd331b2032	2017-03-07	Made	42	597,598	null	A1:— Ponca City police arrested a 49-year - old man[42:598,608]	null	null	AM-TMP:at 4:41 a.m. Tuesday in the 300 block of North Union Street for possession of a controlled dangerous substance after a felony conviction and outstanding failure to pay warrants pertaining to inattentive driving and expired registration violations[42:608,645]	null	null
7586f53881d5fe0ebed532fd331b2032	2017-03-07	arrested	42	602,603	A0:Arrest Made — Ponca City police[42:596,602]	A1:a 49-year - old man[42:603,608]	null	null	AM-TMP:at 4:41 a.m. Tuesday in the 300 block of North Union Street for possession of a controlled dangerous substance after a felony conviction and outstanding failure to pay warrants pertaining to inattentive driving and expired registration violations[42:608,645]	null	null
7586f53881d5fe0ebed532fd331b2032	2017-03-07	pay	42	635,636	null	A1:warrants pertaining to inattentive driving[42:636,641]	null	null	null	null	null
330b3360d3c672215f4dcfc3acd72c05	2017-02-13	said	26	602,603	A0:Bill Jacobs , who lives in the area ,[26:593,602]	A1:" If ya'll got guns in the house and ya'll got kids , I just feel like they were n't paying enough attention to those kids , there 's some other stuff people need to investigate[26:604,640]	null	null	null	null	null
330b3360d3c672215f4dcfc3acd72c05	2017-02-13	feel	26	619,620	A0:I[26:617,618]	A1:like they were n't paying enough attention to those kids , there 's some other stuff people need to investigate[26:620,640]	null	null	null	null	null
330b3360d3c672215f4dcfc3acd72c05	2017-02-13	paying	26	624,625	A0:they[26:621,622]	A1:enough attention to those kids[26:625,630]	null	null	null	null	null
4a607709201f9da2706f480965a895d5	2017-03-16	purchased	24	291,292	A0:a woman[24:289,291]	A1:that gun[24:292,294]	null	null	null	null	null
4a607709201f9da2706f480965a895d5	2017-03-16	investigated	25	300,301	null	A1:That[25:297,298]	A2:as a “ straw purchase[25:301,306]	null	null	null	null
4a607709201f9da2706f480965a895d5	2017-03-16	buys	25	310,311	A0:someone[25:309,310]	A1:a firearm[25:311,313]	null	null	null	null	null
7009a5b53c9a29913fa83f005c62d3b5	2017-02-22	said	9	91,92	A0:Dean Carriger with Sandy Police Department[9:85,91]	A1:he had just purchased the weapon[9:92,98]	null	null	null	null	null
7009a5b53c9a29913fa83f005c62d3b5	2017-02-22	purchased	9	95,96	A0:he[9:92,93]	A1:the weapon[9:96,98]	null	null	null	null	null
66e442e1c8da03f7e65959d293c6f103	2017-02-28	remains	14	236,237	null	A1:Booker , 40 ,[14:232,236]	null	A3:on paid administrative leave[14:237,241]	null	null	null
66e442e1c8da03f7e65959d293c6f103	2017-02-28	paid	14	238,239	null	A1:administrative leave[14:239,241]	null	null	null	null	null
66e442e1c8da03f7e65959d293c6f103	2017-02-28	said	14	244,245	A0:the department[14:242,244]	A1:Booker , 40 , remains on paid administrative leave[14:232,241]	null	null	AM-TMP:Tuesday[14:245,246]	null	null
9e4ea65b36af5f0d3154ac206ee1ebba	2017-02-23	asked	18	343,344	A0:She[18:342,343]	A1:to meet so she could buy marijuana and cocaine from him[18:345,356]	A2:him[18:344,345]	null	null	null	null
9e4ea65b36af5f0d3154ac206ee1ebba	2017-02-23	buy	18	350,351	A0:she[18:348,349]	A1:marijuana and cocaine[18:351,354]	A2:from him[18:354,356]	null	null	null	null
9e4ea65b36af5f0d3154ac206ee1ebba	2017-02-23	said	18	359,360	A0:the report[18:357,359]	A1:She asked him to meet so she could buy marijuana and cocaine from him[18:342,356]	null	null	null	null	null
02b125905d400f0278a4314d89fc1461	2017-01-23	admitted	5	98,99	A0:an unknown person[5:84,87]	A1:he was sitting in a vehicle behind Orozco looking at a handgun he was trying to buy from him[5:99,118]	null	null	null	null	null
02b125905d400f0278a4314d89fc1461	2017-01-23	sitting	5	101,102	null	A1:he[5:99,100]	null	null	null	AM-LOC:in a vehicle behind Orozco looking at a handgun he was trying to buy from him[5:102,118]	null
02b125905d400f0278a4314d89fc1461	2017-01-23	looking	5	107,108	A0:Orozco[5:106,107]	A1:at a handgun he was trying to buy from him[5:108,118]	null	null	null	null	null
02b125905d400f0278a4314d89fc1461	2017-01-23	trying	5	113,114	A0:he[5:111,112]	A1:to buy from him[5:114,118]	null	null	null	null	null
02b125905d400f0278a4314d89fc1461	2017-01-23	buy	5	115,116	A0:he[5:111,112]	A1:a handgun[5:109,111]	null	A3:from him[5:116,118]	null	null	null
6beb148744a340a48ddc230ce0340035	2017-02-25	purchased	4	56,57	null	A1:Stories[4:53,54]	null	A3:for $ 2.95[4:58,61]	null	null	AM-MNR:individually[4:57,58]
82612deb22a2f87b32e04a479c69a97c	2017-01-13	lives	11	255,256	A0:Scott[11:254,255]	null	null	null	AM-TMP:while she said her heart breaks for the family the question still remains about why the gun was loaded and in reach."Keep it locked up , like the way they tell you when you buy it."While this loss has parents holding onto their children tight into the evening , officers said it is more important to keep an even tighter eye on your guns[11:260,324]	AM-LOC:around the corner[11:256,259]	null
82612deb22a2f87b32e04a479c69a97c	2017-01-13	remains	11	272,273	null	A1:the question[11:269,271]	null	A3:about why the gun was loaded and in reach."Keep it locked up , like the way they tell you[11:273,292]	AM-TMP:when you buy it."While this loss has parents holding onto their children tight into the evening , officers said it is more important to keep an even tighter eye on your guns[11:292,324]	null	null
82612deb22a2f87b32e04a479c69a97c	2017-01-13	tell	11	290,291	A0:they[11:289,290]	null	A2:you[11:291,292]	null	AM-TMP:when you buy it."While this loss has parents holding onto their children tight into the evening[11:292,308]	null	AM-MNR:like the way[11:286,289]
82612deb22a2f87b32e04a479c69a97c	2017-01-13	buy	11	294,295	A0:you[11:293,294]	A1:it."While[11:295,296]	null	null	null	null	null
82612deb22a2f87b32e04a479c69a97c	2017-01-13	has	11	298,299	A0:you buy it."While this loss[11:293,298]	A1:parents holding onto their children tight into the evening[11:299,308]	null	null	null	null	null
82612deb22a2f87b32e04a479c69a97c	2017-01-13	said	11	310,311	A0:officers[11:309,310]	A1:it is more important to keep an even tighter eye on your guns[11:311,324]	null	null	AM-TMP:when you buy it."While this loss has parents holding onto their children tight into the evening[11:292,308]	null	null
669252840f334c3676a45b84eb02e11c	2017-04-05	let	23	468,469	A0:Somebody[23:450,451]	A1:some fire[23:469,471]	null	null	null	AM-LOC:on some kids[23:472,475]	null
