14e903c185a29de73a51118ff53fe526	2017-03-06	hit	2	21,22	null	A1:old girl[2:16,18]	null	A3:through bedroom window NEWLINE JACKSON , Tenn. —[2:24,32]	null	null	AM-MNR:by gunshot[2:22,24]
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	noted	15	269,270	A0:He[15:268,269]	A1:that the fair had 27 uniformed officers from the Orlando Police Department and Orange County Sheriff 's Department[15:270,288]	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	had	15	273,274	A0:the fair[15:271,273]	A1:27 uniformed officers from the Orlando Police Department and Orange County Sheriff 's Department[15:274,288]	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	working	16	296,297	A0:NEWLINE[16:299,300]	null	null	null	AM-TMP:Saturday[16:297,298]	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	2	10,11	A0:Officials[2:9,10]	A1:four people are dead[2:11,15]	null	null	AM-TMP:after a shooting at a restaurant in Chicago 's South Shore neighborhood[2:15,27]	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	3	29,30	A0:Police[3:28,29]	A1:a male approached the restaurant in the 2700-block of East 75th Street and fired shots around 3:30 p.m. When officers responded they found two males unresponsive inside the restaurant , one male unresponsive outside in back of the restaurant and a fourth male unresponsive in front of the restaurant , called Nadia 's , on South Coles Street[3:30,88]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	3	29,30	A0:Police[3:28,29]	A1:a male approached the restaurant in the 2700-block of East 75th Street and fired shots around 3:30 p.m. When officers responded they found two males unresponsive inside the restaurant , one male unresponsive outside in back of the restaurant and a fourth male unresponsive in front of the restaurant , called Nadia 's , on South Coles Street[3:30,88]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	3	29,30	A0:Police[3:28,29]	A1:a male approached the restaurant in the 2700-block of East 75th Street and fired shots around 3:30 p.m. When officers responded they found two males unresponsive inside the restaurant , one male unresponsive outside in back of the restaurant and a fourth male unresponsive in front of the restaurant , called Nadia 's , on South Coles Street[3:30,88]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	approached	3	32,33	null	A1:a male[3:30,32]	A2:the restaurant[3:33,35]	null	null	AM-LOC:in the 2700-block of East 75th Street[3:35,42]	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	found	3	52,53	A0:they[3:51,52]	A1:two males unresponsive inside the restaurant , one male unresponsive outside in back of the restaurant and a fourth male unresponsive in front of the restaurant , called Nadia 's , on South Coles Street[3:53,88]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	found	3	52,53	A0:they[3:51,52]	A1:two males unresponsive inside the restaurant , one male unresponsive outside in back of the restaurant and a fourth male unresponsive in front of the restaurant , called Nadia 's , on South Coles Street[3:53,88]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	called	3	80,81	null	null	A2:Nadia 's[3:81,83]	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	8	161,162	A0:"[8:160,161]	A1:Georgia Jackson , victims ' grandmother , through tears."Whoever did this needs to step up and be accountable for they actions , and get sent up for it before they get hurt on these streets '[8:162,198]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	did	8	171,172	A0:Georgia Jackson , victims ' grandmother ,[8:162,169]	A1:this needs[8:172,174]	null	null	AM-TMP:before they get hurt on these streets '[8:190,198]	null	AM-MNR:through tears."Whoever[8:169,171]
98c1f276fecba054a0c799b04f4ff177	2017-03-30	sent up	8	186,188	null	A1:for it[8:188,190]	null	null	AM-TMP:before they get hurt on these streets '[8:190,198]	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	9	207,208	null	A1:Willamae Jackson , victims ' aunt."They'd come to get something , to get something to eat for their mom[9:208,227]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	come	9	214,215	null	A1:Willamae Jackson , victims ' aunt."They'd[9:208,214]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	get	9	220,221	A0:Willamae Jackson , victims ' aunt."They'd[9:208,214]	A1:something[9:221,222]	A2:to eat for their mom[9:222,227]	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	eat	9	223,224	A0:something[9:221,222]	null	null	A3:for their mom[9:224,227]	null	null	null
916a17f46196561664ed18f9291fc704	2017-01-10	responded	2	33,34	A0:The Baker Police Department[2:29,33]	null	A2:to an 11-year - old boy who was shot in the right hand by another boy , who police say is a teenager . NEWLINE[2:34,59]	null	null	null	null
916a17f46196561664ed18f9291fc704	2017-01-10	shot	2	42,43	A0:by another boy , who police say is a teenager . NEWLINE[2:47,59]	A1:old boy[2:38,40]	null	null	AM-TMP:in the right hand[2:43,47]	null	null
916a17f46196561664ed18f9291fc704	2017-01-10	occurred	4	81,82	null	A1:the incident[4:79,81]	null	null	AM-TMP:Tuesday , January 10 around 3:15 p.m. on Shilo Dr. in Baker . NEWLINE[4:82,96]	null	null
916a17f46196561664ed18f9291fc704	2017-01-10	said	5	104,105	A0:The boy 's grandmother , Lorse Harris ,[5:96,104]	A1:she tried to bandage the boy 's hand before calling 911[5:105,116]	null	null	null	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	injured	2	27,28	null	A1:old Kansas State University student[2:20,25]	null	null	AM-TMP:when he accidentally shot himself Sunday[2:28,34]	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	face	2	35,36	A0:A nineteen - year - old Kansas State University student who was injured when he accidentally shot himself Sunday[2:15,34]	A1:charges for the incident[2:36,40]	null	null	null	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	says	5	80,81	A0:The University[5:78,80]	A1:campus police were called shortly after 8:00 p.m. to a student 's room in Goodnow Hall[5:81,97]	null	null	null	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	says	5	80,81	A0:The University[5:78,80]	A1:campus police were called shortly after 8:00 p.m. to a student 's room in Goodnow Hall[5:81,97]	null	null	null	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	called	5	84,85	null	A1:campus police[5:81,83]	null	null	AM-TMP:shortly after 8:00 p.m. to a student 's room in Goodnow Hall[5:85,97]	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	called	5	84,85	null	A1:campus police[5:81,83]	null	null	AM-TMP:shortly after 8:00 p.m. to a student 's room in Goodnow Hall[5:85,97]	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	offering	9	146,147	A0:Kansas State University 's Office of Student Life and Counseling Serves[9:134,145]	A1:counseling and assistance to students and employees[9:147,154]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	killed	1	5,6	A0:Round Lake Park man[1:1,5]	null	null	null	null	AM-LOC:in apparent accidental shooting[1:6,10]	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	died	2	21,22	null	A1:A 19-year - old Round Lake Park man[2:13,21]	null	null	AM-TMP:after apparently being accidentally shot in the head by a friend , according to the Lake County Sheriff 's Office . NEWLINE[2:30,52]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	shot	2	34,35	A0:by a friend[2:38,41]	A1:A 19-year - old Round Lake Park man[2:13,21]	null	null	null	AM-LOC:in the head[2:35,38]	AM-MNR:accidentally[2:33,34]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	brought	3	56,57	null	A1:David J. Graham[3:52,55]	null	A3:to the Northwestern Medicine Grayslake Outpatient Center[3:57,64]	AM-TMP:at approximately 12:45 a.m.[3:68,72]	AM-LOC:on East Belvidere Road[3:64,68]	AM-MNR:with a gunshot wound to the head[3:72,79]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	brought	3	56,57	null	A1:David J. Graham[3:52,55]	null	A3:to the Northwestern Medicine Grayslake Outpatient Center[3:57,64]	AM-TMP:at approximately 12:45 a.m.[3:68,72]	AM-LOC:on East Belvidere Road[3:64,68]	AM-MNR:with a gunshot wound to the head[3:72,79]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	brought	3	56,57	null	A1:David J. Graham[3:52,55]	null	A3:to the Northwestern Medicine Grayslake Outpatient Center[3:57,64]	AM-TMP:at approximately 12:45 a.m.[3:68,72]	AM-LOC:on East Belvidere Road[3:64,68]	AM-MNR:with a gunshot wound to the head[3:72,79]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	determined	6	105,106	A0:Lake County Coroner Dr. Howard Cooper[6:99,105]	A1:Graham 's death was caused by the gunshot wound[6:106,115]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	pulled over	8	155,157	A0:Graham[8:147,148]	null	null	null	null	AM-LOC:in the area of West Monaville Road and West Old Monaville Road in unincorporated Lake Villa[8:157,173]	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	pulled over	8	155,157	A0:Graham[8:147,148]	null	null	null	null	AM-LOC:in the area of West Monaville Road and West Old Monaville Road in unincorporated Lake Villa[8:157,173]	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	pulled over	8	155,157	A0:Graham[8:147,148]	null	null	null	null	AM-LOC:in the area of West Monaville Road and West Old Monaville Road in unincorporated Lake Villa[8:157,173]	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	said	9	183,184	A0:Covelli[9:182,183]	A1:that Graham , along with Joey Gonzalez , 19 , of Round Lake , exited the vehicle and began firing a shotgun into the air[9:184,209]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	exited	9	198,199	A0:Graham , along with Joey Gonzalez , 19 , of Round Lake ,[9:185,198]	A1:the vehicle[9:199,201]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	began	9	202,203	A0:Graham , along with Joey Gonzalez , 19 , of Round Lake ,[9:185,198]	A1:firing a shotgun into the air[9:203,209]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	firing	9	203,204	A0:Graham , along with Joey Gonzalez , 19 , of Round Lake ,[9:185,198]	A1:a shotgun into the air[9:204,209]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	said	10	233,234	A0:Covelli[10:230,231]	A1:that Gonzalez was sitting in the back seat at the time holding the shotgun when it discharged inside the vehicle , shooting Graham in the head[10:234,260]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	said	10	233,234	A0:Covelli[10:230,231]	A1:that Gonzalez was sitting in the back seat at the time holding the shotgun when it discharged inside the vehicle , shooting Graham in the head[10:234,260]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	sitting	10	237,238	null	A1:Gonzalez[10:235,236]	A2:in the back seat[10:238,242]	null	AM-TMP:at the time holding the shotgun when it discharged inside the vehicle , shooting Graham in the head[10:242,260]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	sitting	10	237,238	null	A1:Gonzalez[10:235,236]	A2:in the back seat[10:238,242]	null	AM-TMP:at the time holding the shotgun when it discharged inside the vehicle , shooting Graham in the head[10:242,260]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	holding	10	245,246	A0:Gonzalez[10:235,236]	A1:the shotgun[10:246,248]	null	null	AM-TMP:when it discharged inside the vehicle[10:248,254]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	moved	11	264,265	A0:Gonzalez[11:262,263]	A1:Graham[11:265,266]	null	null	AM-TMP:then[11:263,264]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	drove	11	273,274	A0:Graham[11:265,266]	A1:him[11:274,275]	A2:to the outpatient center for emergency treatment[11:275,282]	null	AM-TMP:then[11:263,264]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	faces	13	302,303	A0:Gonzalez[13:301,302]	A1:several felony charges stemming from the shooting and a previous incident[13:303,314]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	charged	14	325,326	null	A1:Gonzalez[14:323,324]	A2:with involuntary manslaughter[14:326,329]	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	charged	14	325,326	null	A1:Gonzalez[14:323,324]	A2:with involuntary manslaughter[14:326,329]	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	aggravated	14	330,331	A0:Gonzalez[14:323,324]	A1:unlawful use of a weapon involving possession of a sawed - off shotgun[14:331,344]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	possess	14	359,360	A0:he[14:356,357]	A1:a FOID card[14:360,363]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	charged	16	387,388	null	A1:Gonzalez[16:384,385]	A2:with residential burglary[16:388,391]	null	AM-TMP:after police say he was found to be involved in a burglary that occurred in Ingleside last October[16:392,410]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	said	17	412,413	A0:Covelli[17:411,412]	A1:Gonzalez was a person of interest in the burglary[17:413,422]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	conducted	18	443,444	A0:by sheriff 's detectives in conjunction with investigators from the Lake County Major Crime Task Force[18:444,460]	A1:The shooting investigation[18:439,442]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	set	19	477,478	null	A1:his bail[19:474,476]	A2:at $ 300,000 in bond court[19:478,484]	null	null	null	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	shot	1	4,5	null	A1:4 teen boys[1:1,4]	null	null	null	AM-LOC:in West Philadelphia[1:5,8]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	found	7	90,91	A0:Police[7:88,89]	A1:another victim[7:91,93]	null	null	AM-TMP:then[7:89,90]	AM-LOC:near the intersection of 54th and Ludlow streets[7:93,101]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	found	9	121,122	null	A1:A fourth shooting victim[9:116,120]	null	null	null	AM-LOC:along the unit block of 55th Street[9:122,129]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	rushed	11	150,151	A0:by police[11:156,158]	A1:All four victims[11:146,149]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	shot	2	22,23	A0:by Ridgeland police officers[2:23,27]	A1:A 16-year - old bank robbery suspect[2:14,21]	null	null	AM-TMP:as he tried to get away[2:27,33]	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	NEWLINE	2	37,38	A0:authorities[2:34,35]	A1:A 16-year - old bank robbery suspect was shot by Ridgeland police officers as he tried to get away[2:14,33]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	says	3	56,57	null	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	says	3	56,57	null	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	says	3	56,57	null	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	says	3	56,57	null	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	began	3	60,61	null	A1:NEWLINE The incident[3:57,60]	A2:with a robbery[3:61,64]	null	null	AM-LOC:at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday , the Mississippi Bureau of Investigation said . NEWLINE[3:64,87]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	began	3	60,61	null	A1:NEWLINE The incident[3:57,60]	A2:with a robbery[3:61,64]	null	null	AM-LOC:at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday , the Mississippi Bureau of Investigation said . NEWLINE[3:64,87]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	began	3	60,61	null	A1:NEWLINE The incident[3:57,60]	A2:with a robbery[3:61,64]	null	null	AM-LOC:at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday , the Mississippi Bureau of Investigation said . NEWLINE[3:64,87]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	began	3	60,61	null	A1:NEWLINE The incident[3:57,60]	A2:with a robbery[3:61,64]	null	null	AM-LOC:at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday , the Mississippi Bureau of Investigation said . NEWLINE[3:64,87]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	began	3	60,61	null	A1:NEWLINE The incident[3:57,60]	A2:with a robbery[3:61,64]	null	null	AM-LOC:at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday , the Mississippi Bureau of Investigation said . NEWLINE[3:64,87]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	began	3	60,61	null	A1:NEWLINE The incident[3:57,60]	A2:with a robbery[3:61,64]	null	null	AM-LOC:at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday , the Mississippi Bureau of Investigation said . NEWLINE[3:64,87]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	reported	3	73,74	null	A1:about 2 p.m. Tuesday[3:74,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	reported	3	73,74	null	A1:about 2 p.m. Tuesday[3:74,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	reported	3	73,74	null	A1:about 2 p.m. Tuesday[3:74,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	said	3	84,85	A0:the Mississippi Bureau of Investigation[3:79,84]	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	said	3	84,85	A0:the Mississippi Bureau of Investigation[3:79,84]	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	said	3	84,85	A0:the Mississippi Bureau of Investigation[3:79,84]	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	said	3	84,85	A0:the Mississippi Bureau of Investigation[3:79,84]	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	said	3	84,85	A0:the Mississippi Bureau of Investigation[3:79,84]	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	said	3	84,85	A0:the Mississippi Bureau of Investigation[3:79,84]	A1:NEWLINE The incident began with a robbery at BancorpSouth on Pear Orchard Road , which was reported about 2 p.m. Tuesday[3:57,78]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	responded	4	90,91	A0:Ridgeland police officers[4:87,90]	null	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	said	4	97,98	A0:MBI[4:96,97]	A1:Ridgeland police officers responded and shots were fired[4:87,95]	null	null	null	null	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	seen	5	105,106	null	A1:At least 20 shell casings[5:99,104]	null	null	null	AM-LOC:in a neighborhood off Pear Orchard Road . NEWLINE[5:118,127]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	seen	5	105,106	null	A1:At least 20 shell casings[5:99,104]	null	null	null	AM-LOC:in a neighborhood off Pear Orchard Road . NEWLINE[5:118,127]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	seen	5	105,106	null	A1:At least 20 shell casings[5:99,104]	null	null	null	AM-LOC:in a neighborhood off Pear Orchard Road . NEWLINE[5:118,127]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	marked off	5	106,108	null	A1:At least 20 shell casings[5:99,104]	null	null	null	AM-LOC:in a neighborhood off Pear Orchard Road . NEWLINE[5:118,127]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	marked off	5	106,108	null	A1:At least 20 shell casings[5:99,104]	null	null	null	AM-LOC:in a neighborhood off Pear Orchard Road . NEWLINE[5:118,127]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	marked off	5	106,108	null	A1:At least 20 shell casings[5:99,104]	null	null	null	AM-LOC:in a neighborhood off Pear Orchard Road . NEWLINE[5:118,127]	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	Reported	1	2,3	null	A1:WOWK 13 Charleston , Huntington WV News , Weather , Sports[1:9,20]	null	null	AM-TMP:Friday Night[1:6,8]	AM-LOC:in Clay County[1:3,6]	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	Reported	1	2,3	null	A1:WOWK 13 Charleston , Huntington WV News , Weather , Sports[1:9,20]	null	null	AM-TMP:Friday Night[1:6,8]	AM-LOC:in Clay County[1:3,6]	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	Reported	1	2,3	null	A1:WOWK 13 Charleston , Huntington WV News , Weather , Sports[1:9,20]	null	null	AM-TMP:Friday Night[1:6,8]	AM-LOC:in Clay County[1:3,6]	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	Reported	1	2,3	null	A1:WOWK 13 Charleston , Huntington WV News , Weather , Sports[1:9,20]	null	null	AM-TMP:Friday Night[1:6,8]	AM-LOC:in Clay County[1:3,6]	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	reported	3	36,37	null	A1:The shooting[3:33,35]	null	null	AM-TMP:around 10:30 p.m.[3:37,40]	AM-LOC:on Independence Road just south of Lizemores[3:40,47]	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	investigating	5	82,83	A0:NEWLINE[5:86,87]	A1:the case[5:83,85]	null	null	AM-TMP:currently[5:81,82]	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	enable	2	10,11	null	A1:Javascript to watch this video NEWLINE INDIANAPOLIS , Ind. --[2:11,21]	null	null	null	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	enable	2	10,11	null	A1:Javascript to watch this video NEWLINE INDIANAPOLIS , Ind. --[2:11,21]	null	null	null	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	watch	2	13,14	A0:Javascript[2:11,12]	A1:this video NEWLINE INDIANAPOLIS , Ind.[2:14,20]	null	null	null	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	watch	2	13,14	A0:Javascript[2:11,12]	A1:this video NEWLINE INDIANAPOLIS , Ind.[2:14,20]	null	null	null	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	responded	3	22,23	A0:NEWLINE[3:33,34]	A1:to reports of a person shot early Sunday morning[3:23,32]	null	null	null	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	responded	3	22,23	A0:NEWLINE[3:33,34]	A1:to reports of a person shot early Sunday morning[3:23,32]	null	null	null	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	shot	3	28,29	null	A1:NEWLINE[3:33,34]	null	null	AM-TMP:early Sunday morning[3:29,32]	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	arrived	4	39,40	null	A1:officers[4:38,39]	null	null	AM-TMP:Around 1:30 a.m.[4:34,37]	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	released	8	136,137	null	A1:A police report[8:133,136]	null	null	AM-TMP:several hours after the shooting indicates there were four witnesses , including three 18-year - old men and one 37-year - old woman . NEWLINE[8:137,162]	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	released	8	136,137	null	A1:A police report[8:133,136]	null	null	AM-TMP:several hours after the shooting indicates there were four witnesses , including three 18-year - old men and one 37-year - old woman . NEWLINE[8:137,162]	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	tell	9	164,165	A0:Responding officers[9:162,164]	A1:they are also searching for a man who sped off from the scene when police arrived early Sunday morning[9:166,185]	A2:FOX59[9:165,166]	null	null	null	null
