lucky	bn:00106250a	0.0	0.0	0.0	0.0
harm	bn:00043011n	16.0	0.0	16.0	0.0
open	bn:00107879a	0.0	0.0	0.0	0.0
instance	bn:00016401n	5.0	0.0	5.0	0.0
investigation	bn:00047354n	0.0	0.0	0.0	0.0
press	bn:00087843v	0.0	0.0	0.0	0.0
additional	bn:00096432a	0.0	0.0	0.0	0.0
information	bn:00046705n	2.0	0.0	2.0	0.0
call	bn:00084385v	0.0	0.0	0.0	0.0
forthwith	bn:00114422r	0.0	0.0	0.0	0.0
spokesperson	bn:00047203n	0.0	0.0	2.0	0.0
support	bn:00082434v	0.0	0.0	0.0	0.0
shoot	bn:00089349v	4.0	0.0	0.0	0.0
inquire	bn:00082817v	0.0	0.0	0.0	0.0
officer	bn:00054972n	0.0	0.0	0.0	0.0
suspect	bn:00025884n	0.0	0.0	0.0	0.0
teens	bn:00076359n	0.0	0.0	0.0	0.0
fairground	bn:00032749n	0.0	0.0	0.0	0.0
saturday	bn:00068696n	0.0	0.0	0.0	0.0
night	bn:00025236n	0.0	0.0	0.0	0.0
advertising	bn:00001227n	0.0	0.0	0.0	0.0
commence	bn:00083340v	0.0	0.0	0.0	0.0
p.m.	bn:00116519r	0.0	0.0	0.0	0.0
assistance	bn:00002155n	2.0	0.0	2.0	0.0
orange	bn:00059249n	0.0	0.0	0.0	0.0
county	bn:00023251n	0.0	0.0	0.0	0.0
deputy	bn:00026425n	0.0	0.0	4.0	0.0
address	bn:00082339v	0.0	0.0	0.0	0.0
number	bn:00034394n	0.0	0.0	0.0	0.0
people	bn:00061450n	0.0	0.0	3.0	0.0
necessitate	bn:00082822v	0.0	0.0	0.0	0.0
mental_disorder	bn:00027818n	0.0	0.0	0.0	0.0
funfair	bn:00016141n	0.0	0.0	0.0	0.0
problem	bn:00048242n	0.0	0.0	0.0	0.0
minor	bn:00018345n	0.0	0.0	2.0	0.0
accompany	bn:00082221v	0.0	0.0	0.0	0.0
parent	bn:00060643n	0.0	0.0	0.0	0.0
policy	bn:00063330n	0.0	0.0	0.0	0.0
adult	bn:00096516a	0.0	0.0	0.0	0.0
minute	bn:00055094n	0.0	0.0	0.0	0.0
man	bn:00001533n	0.0	0.0	2.0	0.0
leave	bn:00088939v	0.0	0.0	0.0	0.0
filling_station	bn:00034468n	0.0	0.0	0.0	0.0
just	bn:00102719a	0.0	0.0	0.0	0.0
depict	bn:00086612v	0.0	0.0	0.0	0.0
life	bn:00051045n	0.0	0.0	0.0	0.0
threaten	bn:00087612v	0.0	0.0	0.0	0.0
name	bn:00056758n	0.0	0.0	0.0	0.0
victim	bn:00079940n	0.0	0.0	2.0	0.0
publish	bn:00084099v	0.0	0.0	0.0	0.0
nameless	bn:00107108a	0.0	0.0	0.0	0.0
flee	bn:00088291v	0.0	0.0	0.0	0.0
scene	bn:00069550n	0.0	0.0	0.0	0.0
consider	bn:00085647v	0.0	0.0	0.0	0.0
armed	bn:00097496a	0.0	0.0	0.0	0.0
dangerous	bn:00100895a	0.0	0.0	0.0	0.0
director	bn:00027366n	0.0	0.0	0.0	0.0
market	bn:00090670v	0.0	0.0	0.0	0.0
operation	bn:00059125n	0.0	0.0	0.0	0.0
about	bn:00114073r	0.0	0.0	0.0	0.0
gospel	bn:00031976n	0.0	0.0	0.0	0.0
day	bn:00000086n	0.0	0.0	0.0	0.0
legion	bn:00105858a	0.0	0.0	0.0	0.0
event	bn:00032021n	6.0	0.0	6.0	0.0
annual	bn:00097149a	0.0	0.0	0.0	0.0
cease	bn:00084711v	0.0	0.0	0.0	0.0
march_19	bn:00053358n	0.0	0.0	0.0	0.0
decide	bn:00086370v	0.0	0.0	0.0	0.0
close	bn:00085162v	0.0	0.0	0.0	0.0
ahead_of_time	bn:00114190r	0.0	0.0	0.0	0.0
safety	bn:00068799n	0.0	0.0	0.0	0.0
price	bn:00025083n	0.0	0.0	0.0	0.0
1	bn:00000005n	0.0	0.0	0.0	0.0
injure	bn:00089751v	16.0	0.0	0.0	0.0
parking_lot	bn:00015795n	0.0	0.0	0.0	0.0
auction_block	bn:00007086n	0.0	0.0	0.0	0.0
observe	bn:00090740v	0.0	0.0	0.0	0.0
uniformed	bn:00112845a	0.0	0.0	0.0	0.0
department	bn:00026309n	0.0	0.0	0.0	0.0
addition	bn:00001296n	0.0	0.0	0.0	0.0
security	bn:00070219n	0.0	0.0	0.0	0.0
employment	bn:00030616n	0.0	0.0	0.0	0.0
call	bn:00014791n	0.0	0.0	0.0	0.0
anon.	bn:00097154a	0.0	0.0	0.0	0.0
tip	bn:00077365n	0.0	0.0	0.0	0.0
bring	bn:00084058v	0.0	0.0	0.0	0.0
felony	bn:00034010n	0.0	0.0	0.0	0.0
collect	bn:00085288v	0.0	0.0	0.0	0.0
cash	bn:00016448n	0.0	0.0	0.0	0.0
payoff	bn:00061123n	2.0	0.0	2.0	0.0
official	bn:00036837n	0.0	0.0	0.0	0.0
dead	bn:00100948a	0.0	16.0	0.0	0.0
shore	bn:00071235n	0.0	0.0	0.0	0.0
restaurant	bn:00029545n	0.0	0.0	0.0	0.0
neighbourhood	bn:00051758n	0.0	0.0	0.0	0.0
male	bn:00106354a	0.0	0.0	0.0	0.0
approach	bn:00082732v	0.0	0.0	0.0	0.0
east	bn:00029050n	0.0	0.0	0.0	0.0
fire	bn:00088225v	0.0	0.0	0.0	0.0
reply	bn:00082646v	0.0	0.0	0.0	0.0
unresponsive	bn:00113165a	0.0	0.0	0.0	0.0
4th	bn:00096026a	0.0	0.0	0.0	0.0
kale	bn:00012231n	0.0	0.0	0.0	0.0
suffer	bn:00087618v	0.0	2.0	0.0	0.0
complex	bn:00021369n	0.0	0.0	0.0	0.0
relative	bn:00066996n	0.0	0.0	3.0	0.0
brother	bn:00011357n	0.0	0.0	0.0	0.0
exterior	bn:00032429n	0.0	0.0	0.0	0.0
visit	bn:00093433v	0.0	0.0	0.0	0.0
mother	bn:00034027n	0.0	0.0	0.0	0.0
work	bn:00095812v	0.0	0.0	0.0	0.0
baby	bn:00007630n	0.0	0.0	0.0	0.0
land	bn:00028934n	0.0	0.0	0.0	0.0
grandma	bn:00041313n	0.0	0.0	0.0	0.0
come_forward	bn:00085362v	0.0	0.0	0.0	0.0
accountable	bn:00096282a	0.0	0.0	0.0	0.0
action	bn:00001127n	3.0	4.0	3.0	0.0
person	bn:00046516n	0.0	0.0	5.0	0.0
em_quad	bn:00030452n	0.0	0.0	0.0	0.0
concern	bn:00083240v	0.0	0.0	0.0	0.0
eat	bn:00087461v	0.0	0.0	0.0	0.0
incorrect	bn:00104880a	0.0	0.0	0.0	0.0
place	bn:00062699n	0.0	0.0	0.0	0.0
michael	bn:00054715n	0.0	0.0	0.0	0.0
uncle	bn:00078951n	0.0	0.0	0.0	0.0
detail	bn:00026622n	0.0	0.0	0.0	0.0
include	bn:00089660v	0.0	0.0	0.0	0.0
age	bn:00001936n	0.0	0.0	0.0	0.0
immediately	bn:00115742r	0.0	0.0	0.0	0.0
well-defined	bn:00099809a	0.0	0.0	0.0	0.0
area	bn:00005513n	0.0	0.0	0.0	0.0
telephone_exchange	bn:00017168n	0.0	0.0	0.0	0.0
detective	bn:00026633n	0.0	0.0	3.0	0.0
inquire	bn:00087655v	0.0	0.0	0.0	0.0
achiever	bn:00000870n	0.0	0.0	3.0	0.0
currently	bn:00114905r	0.0	0.0	0.0	0.0
detention	bn:00024586n	0.0	0.0	0.0	0.0
motivation	bn:00056037n	3.0	0.0	3.0	0.0
ill-defined	bn:00104546a	0.0	0.0	0.0	0.0
baker	bn:00008012n	0.0	0.0	0.0	0.0
parkinson's_disease	bn:00060578n	0.0	0.0	0.0	0.0
hand	bn:00042759n	0.0	0.0	0.0	0.0
adolescent	bn:00001480n	0.0	0.0	2.0	0.0
fishy	bn:00103017a	0.0	0.0	0.0	0.0
apprehend	bn:00082728v	0.0	0.0	0.0	0.0
word	bn:00047028n	0.0	0.0	0.0	0.0
weather	bn:00006808n	0.0	0.0	0.0	0.0
athletics	bn:00006759n	0.0	0.0	0.0	0.0
right	bn:00067811n	0.0	0.0	0.0	0.0
boy	bn:00012569n	0.0	0.0	2.0	0.0
lf	bn:00050913n	0.0	0.0	0.0	0.0
teenage	bn:00096486a	0.0	0.0	0.0	0.0
tuesday	bn:00078546n	0.0	0.0	0.0	0.0
bear_down	bn:00083234v	0.0	0.0	0.0	0.0
negligent	bn:00107204a	0.0	0.0	0.0	0.0
accord	bn:00082228v	0.0	0.0	0.0	0.0
incident	bn:00046282n	5.0	0.0	5.0	0.0
attempt	bn:00082844v	0.0	0.0	0.0	0.0
bandage	bn:00083072v	0.0	0.0	0.0	0.0
run	bn:00093170v	0.0	0.0	0.0	0.0
stop	bn:00089154v	0.0	0.0	0.0	0.0
play	bn:00091708v	0.0	0.0	0.0	0.0
swing_about	bn:00094687v	0.0	0.0	0.0	0.0
look	bn:00090448v	0.0	0.0	0.0	0.0
blood	bn:00011346n	0.0	0.0	0.0	0.0
carry	bn:00084554v	0.0	0.0	0.0	0.0
dame	bn:00025097n	0.0	0.0	0.0	0.0
lake	bn:00049709n	0.0	0.0	0.0	0.0
copyright	bn:00022536n	0.0	0.0	0.0	0.0
right	bn:00067807n	0.0	0.0	0.0	0.0
reserve	bn:00092878v	0.0	0.0	0.0	0.0
possible	bn:00063741n	0.0	0.0	2.0	0.0
charge	bn:00017789n	0.0	0.0	0.0	0.0
come_after	bn:00085342v	0.0	0.0	0.0	0.0
province	bn:00064914n	0.0	0.0	0.0	0.0
ego	bn:00029935n	0.0	0.0	0.0	0.0
visit	bn:00084076v	0.0	0.0	0.0	0.0
year	bn:00078738n	0.0	0.0	0.0	0.0
college_student	bn:00020647n	0.0	0.0	0.0	0.0
accidentally	bn:00114102r	0.0	0.0	0.0	0.0
sunday	bn:00028190n	0.0	0.0	0.0	0.0
present	bn:00085597v	0.0	0.0	0.0	0.0
campus	bn:00015097n	0.0	0.0	0.0	0.0
investigate	bn:00089885v	0.0	0.0	0.0	0.0
charge	bn:00017790n	0.0	0.0	0.0	0.0
let_go	bn:00090297v	0.0	0.0	0.0	0.0
university	bn:00079151n	0.0	0.0	0.0	0.0
bar	bn:00008462n	0.0	0.0	0.0	0.0
dormitory	bn:00028288n	0.0	0.0	0.0	0.0
shortly	bn:00116971r	0.0	0.0	0.0	0.0
room	bn:00068233n	0.0	0.0	0.0	0.0
arrive	bn:00082788v	0.0	0.0	0.0	0.0
find	bn:00082811v	0.0	0.0	0.0	0.0
reportedly	bn:00116829r	0.0	0.0	0.0	0.0
threat	bn:00054311n	0.0	0.0	0.0	0.0
authority	bn:00001961n	0.0	0.0	0.0	0.0
advise	bn:00082415v	0.0	0.0	0.0	0.0
serve	bn:00070647n	0.0	0.0	0.0	0.0
declare_oneself	bn:00086386v	0.0	0.0	0.0	0.0
employee	bn:00030618n	0.0	0.0	2.0	0.0
human	bn:00044576n	0.0	0.0	2.0	0.0
kill	bn:00090098v	0.0	16.0	5.0	0.0
apparent	bn:00097350a	0.0	0.0	0.0	0.0
accidental	bn:00096263a	0.0	0.0	0.0	0.0
birthday	bn:00010678n	0.0	0.0	0.0	0.0
perish	bn:00084343v	0.0	16.0	0.0	0.0
early	bn:00101935a	0.0	0.0	0.0	0.0
celebration	bn:00016986n	2.0	0.0	2.0	0.0
apparently	bn:00114318r	0.0	0.0	0.0	0.0
friend	bn:00036538n	0.0	0.0	3.0	0.0
medicine	bn:00054133n	0.0	0.0	0.0	0.0
outpatient	bn:00059784n	0.0	0.0	0.0	0.0
center	bn:00017120n	0.0	0.0	0.0	0.0
road	bn:00067975n	0.0	0.0	0.0	0.0
mind	bn:00012681n	2.0	0.0	2.0	0.0
presently	bn:00114513r	0.0	0.0	0.0	0.0
arrival	bn:00005885n	0.0	0.0	0.0	0.0
facility	bn:00032645n	0.0	0.0	0.0	0.0
coroner	bn:00022801n	0.0	0.0	0.0	0.0
death	bn:00025582n	4.0	0.0	4.0	0.0
preliminary	bn:00108949a	0.0	0.0	0.0	0.0
adult	bn:00001525n	0.0	0.0	3.0	0.0
celebrate	bn:00084714v	0.0	0.0	0.0	0.0
drive_in	bn:00087351v	0.0	0.0	0.0	0.0
vehicle	bn:00079675n	0.0	0.0	0.0	0.0
before	bn:00114512r	0.0	0.0	0.0	0.0
monday	bn:00055609n	0.0	0.0	0.0	0.0
driver	bn:00028795n	0.0	0.0	0.0	0.0
pull_over	bn:00092151v	0.0	0.0	0.0	0.0
old	bn:00058795n	0.0	0.0	0.0	0.0
unincorporated	bn:00112860a	0.0	0.0	0.0	0.0
marsupial	bn:00053563n	0.0	0.0	0.0	0.0
round	bn:00059000n	0.0	0.0	0.0	0.0
leave	bn:00087845v	0.0	0.0	0.0	0.0
shotgun	bn:00069539n	0.0	0.0	0.0	0.0
air	bn:00002185n	0.0	0.0	0.0	0.0
drive	bn:00087327v	0.0	0.0	0.0	0.0
sit_in	bn:00093785v	0.0	0.0	0.0	0.0
complete	bn:00085477v	0.0	0.0	0.0	0.0
place	bn:00062706n	0.0	0.0	0.0	0.0
emergency_medicine	bn:00030530n	0.0	0.0	0.0	0.0
look	bn:00082690v	0.0	0.0	0.0	0.0
designed	bn:00101234a	0.0	0.0	0.0	0.0
act	bn:00001076n	0.0	0.0	0.0	0.0
confront	bn:00085596v	0.0	0.0	0.0	0.0
stem	bn:00094334v	0.0	0.0	0.0	0.0
previous	bn:00107791a	0.0	0.0	0.0	0.0
outcome	bn:00021961n	0.0	0.0	0.0	0.0
manslaughter	bn:00053255n	0.0	6.0	0.0	0.0
aggravate	bn:00082458v	3.0	3.0	0.0	0.0
unlawful	bn:00104707a	0.0	0.0	0.0	0.0
weapon	bn:00005704n	0.0	0.0	0.0	0.0
affect	bn:00082428v	0.0	0.0	0.0	0.0
ownership	bn:00059958n	0.0	0.0	0.0	0.0
saw	bn:00093285v	0.0	0.0	0.0	0.0
count	bn:00023139n	0.0	0.0	0.0	0.0
possess	bn:00091873v	0.0	0.0	0.0	0.0
card	bn:00015914n	0.0	0.0	0.0	0.0
present	bn:00108977a	0.0	0.0	0.0	0.0
witness	bn:00081454n	0.0	0.0	3.0	0.0
residential	bn:00109715a	0.0	0.0	0.0	0.0
burglary	bn:00013967n	0.0	0.0	0.0	0.0
october	bn:00058593n	0.0	0.0	0.0	0.0
fact	bn:00032654n	0.0	0.0	0.0	0.0
develop	bn:00086733v	0.0	0.0	0.0	0.0
point	bn:00083436v	0.0	0.0	0.0	0.0
participation	bn:00030844n	3.0	0.0	3.0	0.0
conduct	bn:00084593v	0.0	0.0	0.0	0.0
co-occurrence	bn:00020110n	0.0	0.0	0.0	0.0
investigator	bn:00047356n	0.0	0.0	2.0	0.0
county	bn:00023252n	0.0	0.0	0.0	0.0
crime	bn:00023807n	0.0	0.0	0.0	0.0
task_force	bn:00076179n	0.0	0.0	0.0	0.0
prison	bn:00064468n	0.0	0.0	0.0	0.0
bail	bn:00007974n	0.0	0.0	0.0	0.0
place	bn:00090224v	0.0	0.0	0.0	0.0
schedule	bn:00093337v	0.0	0.0	0.0	0.0
court	bn:00023308n	0.0	0.0	0.0	0.0
march_17	bn:00053357n	0.0	0.0	0.0	0.0
adolescence	bn:00001478n	0.0	0.0	0.0	0.0
restore	bn:00084308v	2.0	2.0	0.0	0.0
conestoga_wagon	bn:00021700n	0.0	0.0	0.0	0.0
located	bn:00106113a	0.0	0.0	0.0	0.0
intersection	bn:00016237n	0.0	0.0	0.0	0.0
market	bn:00053458n	2.0	0.0	2.0	0.0
old_boy	bn:00058803n	0.0	0.0	0.0	0.0
left	bn:00105834a	0.0	0.0	0.0	0.0
thigh	bn:00076911n	0.0	0.0	0.0	0.0
detect	bn:00086708v	0.0	0.0	0.0	0.0
thorax	bn:00018207n	0.0	0.0	0.0	0.0
hasten	bn:00089232v	0.0	0.0	0.0	0.0
apprehension	bn:00005136n	0.0	0.0	0.0	0.0
word	bn:00081546n	0.0	0.0	0.0	0.0
spark	bn:00082306v	0.0	0.0	0.0	0.0
bank_robber	bn:00008399n	0.0	0.0	0.0	0.0
robbery_suspect	bn:00068016n	0.0	0.0	2.0	0.0
police_officer	bn:00058698n	0.0	0.0	4.0	0.0
hear	bn:00089278v	0.0	0.0	0.0	0.0
get_off	bn:00087724v	0.0	0.0	0.0	0.0
content	bn:00022153n	0.0	0.0	0.0	0.0
gun	bn:00042221n	0.0	0.0	0.0	0.0
chief	bn:00018319n	0.0	0.0	2.0	0.0
robbery	bn:00068014n	0.0	0.0	0.0	0.0
pear	bn:00061188n	0.0	0.0	0.0	0.0
describe	bn:00082233v	0.0	0.0	0.0	0.0
see	bn:00093430v	0.0	0.0	0.0	0.0
tag	bn:00090151v	0.0	0.0	0.0	0.0
threaten	bn:00094927v	0.0	0.0	0.0	0.0
agent	bn:00001972n	0.0	0.0	2.0	0.0
technician	bn:00076338n	0.0	0.0	0.0	0.0
raise	bn:00092334v	0.0	0.0	0.0	0.0
evidence	bn:00032045n	0.0	0.0	0.0	0.0
clay	bn:00019624n	0.0	0.0	0.0	0.0
friday	bn:00036512n	0.0	0.0	0.0	0.0
news	bn:00057546n	0.0	0.0	0.0	0.0
late	bn:00105751a	0.0	0.0	0.0	0.0
independence	bn:00046406n	0.0	0.0	0.0	0.0
south	bn:00115840r	0.0	0.0	0.0	0.0
update	bn:00095450v	0.0	0.0	0.0	0.0
narrative	bn:00056857n	0.0	0.0	0.0	0.0
receive	bn:00089246v	0.0	0.0	0.0	0.0
info	bn:00046698n	0.0	0.0	0.0	0.0
east_side	bn:00029490n	0.0	0.0	0.0	0.0
enable	bn:00087587v	3.0	3.0	0.0	0.0
watch	bn:00095665v	0.0	0.0	0.0	0.0
television	bn:00076373n	0.0	0.0	0.0	0.0
report	bn:00067181n	0.0	0.0	0.0	0.0
a.m.	bn:00114043r	0.0	0.0	0.0	0.0
duplex	bn:00029152n	0.0	0.0	0.0	0.0
interval	bn:00047229n	0.0	0.0	0.0	0.0
treatment	bn:00047235n	0.0	0.0	0.0	0.0
likely	bn:00105981a	0.0	0.0	0.0	0.0
break	bn:00083900v	2.0	2.0	0.0	0.0
femur	bn:00034040n	0.0	0.0	0.0	0.0
buttock	bn:00014304n	0.0	0.0	0.0	0.0
alert	bn:00096755a	0.0	0.0	0.0	0.0
breathe	bn:00084018v	0.0	0.0	0.0	0.0
informant	bn:00046703n	0.0	0.0	2.0	0.0
greybeard	bn:00041536n	0.0	0.0	0.0	0.0
old_woman	bn:00058844n	0.0	0.0	0.0	0.0
search	bn:00090460v	0.0	0.0	0.0	0.0
speed	bn:00083395v	0.0	0.0	0.0	0.0
automobile	bn:00007309n	0.0	0.0	0.0	0.0
move	bn:00088912v	0.0	0.0	0.0	0.0
bail_out	bn:00083036v	0.0	0.0	0.0	0.0
female	bn:00102884a	0.0	0.0	0.0	0.0
inside	bn:00046891n	0.0	0.0	0.0	0.0
captain	bn:00015749n	0.0	0.0	0.0	0.0
elder	bn:00030100n	0.0	0.0	2.0	0.0
think	bn:00083370v	0.0	0.0	0.0	0.0
risk	bn:00030747n	0.0	0.0	0.0	0.0
community	bn:00021248n	0.0	0.0	0.0	0.0
want	bn:00086682v	0.0	0.0	0.0	0.0
haste	bn:00043115n	0.0	2.0	0.0	0.0
manner	bn:00033729n	0.0	0.0	0.0	0.0
passenger	bn:00060894n	0.0	0.0	2.0	0.0
police_dog	bn:00063321n	0.0	0.0	0.0	0.0
update	bn:00079238n	0.0	0.0	0.0	0.0
woman	bn:00001530n	0.0	0.0	2.0	0.0
agree	bn:00082227v	0.0	0.0	0.0	0.0
department	bn:00026308n	0.0	0.0	0.0	0.0
ridge	bn:00067761n	0.0	0.0	0.0	0.0
trailer_park	bn:00077911n	0.0	0.0	0.0	0.0
upper	bn:00113424a	0.0	0.0	0.0	0.0
body	bn:00011744n	0.0	0.0	3.0	0.0
expect	bn:00082665v	0.0	0.0	0.0	0.0
earlier	bn:00101934a	0.0	0.0	0.0	0.0
verbal	bn:00113548a	0.0	0.0	0.0	0.0
altercation	bn:00001789n	0.0	0.0	0.0	0.0
mouth	bn:00090943v	0.0	0.0	0.0	0.0
bump_around	bn:00084234v	0.0	0.0	0.0	0.0
all_right	bn:00096817a	0.0	0.0	0.0	0.0
occupant	bn:00058564n	0.0	0.0	2.0	0.0
common	bn:00100091a	0.0	0.0	0.0	0.0
expert	bn:00096445a	0.0	0.0	0.0	0.0
overmuch	bn:00116511r	0.0	0.0	0.0	0.0
columbium	bn:00020817n	0.0	0.0	0.0	0.0
phase	bn:00061898n	0.0	0.0	0.0	0.0
call_into_question	bn:00084423v	0.0	0.0	0.0	0.0
interview	bn:00089852v	0.0	0.0	0.0	0.0
neighbour	bn:00057219n	0.0	0.0	3.0	0.0
speak	bn:00094089v	0.0	0.0	0.0	0.0
microphone	bn:00054774n	0.0	0.0	0.0	0.0
check	bn:00084848v	0.0	0.0	0.0	0.0
commit	bn:00084807v	0.0	0.0	0.0	0.0
minor	bn:00106764a	0.0	0.0	0.0	0.0
say	bn:00087644v	0.0	0.0	0.0	0.0
exactly	bn:00115266r	0.0	0.0	0.0	0.0
sacrifice	bn:00067941n	0.0	16.0	0.0	0.0
dissenter	bn:00022165n	0.0	0.0	3.0	0.0
process	bn:00090653v	0.0	0.0	0.0	0.0
trumpet	bn:00022750n	0.0	0.0	0.0	0.0
immigration	bn:00046021n	0.0	0.0	0.0	0.0
order	bn:00059303n	0.0	0.0	0.0	0.0
break	bn:00012901n	0.0	0.0	0.0	0.0
confine	bn:00085581v	0.0	0.0	0.0	0.0
hotel	bn:00044967n	0.0	0.0	0.0	0.0
instant	bn:00046942n	0.0	0.0	0.0	0.0
police_car	bn:00024126n	0.0	0.0	0.0	0.0
coral	bn:00022556n	0.0	0.0	0.0	0.0
heroin	bn:00026798n	0.0	0.0	0.0	0.0
antidote	bn:00004654n	0.0	0.0	0.0	0.0
available	bn:00097846a	0.0	0.0	0.0	0.0
prescription	bn:00064193n	0.0	0.0	0.0	0.0
attempt	bn:00007011n	2.0	0.0	2.0	0.0
abuse	bn:00000520n	0.0	0.0	0.0	0.0
flop	bn:00014183n	4.0	0.0	4.0	0.0
modern	bn:00106833a	0.0	0.0	0.0	0.0
deadly	bn:00100969a	0.0	16.0	0.0	0.0
drug	bn:00028872n	0.0	0.0	0.0	0.0
closed-circuit_television	bn:00019929n	0.0	0.0	0.0	0.0
arson	bn:00005924n	0.0	0.0	0.0	0.0
fire	bn:00034623n	16.0	0.0	16.0	0.0
duet	bn:00023268n	0.0	0.0	0.0	0.0
sexual_intercourse	bn:00016124n	0.0	0.0	0.0	0.0
beach	bn:00009263n	0.0	0.0	0.0	0.0
condition	bn:00021644n	3.0	0.0	3.0	0.0
observe	bn:00088428v	0.0	0.0	0.0	0.0
weekend	bn:00080816n	0.0	0.0	0.0	0.0
sheriff	bn:00071038n	0.0	0.0	4.0	0.0
remain	bn:00085719v	0.0	0.0	0.0	0.0
intensive_care_unit	bn:00045793n	0.0	0.0	0.0	0.0
surgery	bn:00075397n	0.0	0.0	0.0	0.0
full	bn:00103391a	0.0	0.0	0.0	0.0
recovery	bn:00066597n	2.0	0.0	2.0	0.0
facet	bn:00006382n	0.0	0.0	0.0	0.0
clear	bn:00099802a	0.0	0.0	0.0	0.0
complete	bn:00100144a	0.0	0.0	0.0	0.0
forward	bn:00088506v	0.0	0.0	0.0	0.0
district_attorney	bn:00024945n	0.0	0.0	0.0	0.0
reappraisal	bn:00066433n	0.0	0.0	0.0	0.0
determination	bn:00026650n	2.0	0.0	2.0	0.0
file	bn:00088164v	0.0	0.0	0.0	0.0
extreme	bn:00102658a	0.0	0.0	0.0	0.0
importance	bn:00046143n	0.0	0.0	0.0	0.0
go_on	bn:00085714v	0.0	0.0	0.0	0.0
manage	bn:00084527v	0.0	0.0	0.0	0.0
firearm	bn:00034676n	0.0	0.0	0.0	0.0
load	bn:00084812v	2.0	2.0	0.0	0.0
pointed	bn:00108738a	0.0	0.0	0.0	0.0
safe	bn:00110046a	0.0	0.0	0.0	0.0
direction	bn:00027352n	0.0	0.0	0.0	0.0
release	bn:00067023n	0.0	0.0	0.0	0.0
emergency	bn:00030525n	3.0	0.0	3.0	0.0
crew	bn:00023774n	0.0	0.0	0.0	0.0
paramedic	bn:00060584n	0.0	0.0	0.0	0.0
ambulance	bn:00003295n	0.0	0.0	0.0	0.0
hurt	bn:00089533v	4.0	2.0	0.0	0.0
o'clock	bn:00116391r	0.0	0.0	0.0	0.0
avenue	bn:00007448n	0.0	0.0	0.0	0.0
just	bn:00116053r	0.0	0.0	0.0	0.0
eyewitness	bn:00032562n	0.0	0.0	0.0	0.0
work	bn:00092035v	2.0	2.0	0.0	0.0
collect	bn:00085289v	0.0	0.0	0.0	0.0
youth_subculture	bn:00081962n	0.0	0.0	0.0	0.0
