1497	2017-3-1
1254	2017-1-5
1496	2017-3-1
31319	2017-3-2
31318	2017-1-2
31315	2017-1-0
31314	2017-1-1
31317	2017-2-5
31316	2017-1-6
1275	2017-3-6
1274	2017-1-2
1273	2017-1-5
1272	2017-1-4
1271	2017-2-1
1270	2017-3-2
31300	2017-1-4
31302	2017-1-0
1269	2017-2-1
31301	2017-3-5
1268	2017-3-1
1267	2017-2-1
1266	2017-3-0
1265	2017-1-0
31308	2017-4-3
31307	2017-3-1
31309	2017-2-4
31304	2017-3-6
31303	2017-1-0
31306	2017-2-5
31305	2017-1-1
1286	2017-2-2
1285	2017-2-4
1284	2017-2-2
1283	2017-3-0
1282	2017-3-5
1281	2017-2-3
1280	2017-3-5
1279	2017-1-5
1278	2017-3-6
1277	2017-2-3
1276	2017-4-4
1297	2017-2-2
1296	2017-3-6
1295	2017-2-1
1294	2017-1-5
1293	2017-1-5
1292	2017-3-0
1291	2017-3-5
1290	2017-2-3
1289	2017-1-4
1288	2017-2-5
1287	2017-1-1
21149	2017-2-4
21148	2017-1-0
21147	2017-3-1
21146	2017-2-6
21145	2017-1-1
21144	2017-2-5
21143	2017-3-0
21142	2017-3-1
1299	2017-1-1
1298	2017-2-2
21141	2017-2-5
21140	2017-2-2
21159	2017-1-3
21158	2017-1-4
21157	2017-3-0
21156	2017-2-5
21155	2017-1-0
21154	2017-3-4
21153	2017-4-3
21152	2017-3-6
21151	2017-2-4
21150	2017-3-3
21127	2017-3-4
21126	2017-1-5
21125	2017-2-2
21124	2017-1-5
21123	2017-3-5
21122	2017-2-3
21121	2017-1-4
21120	2017-2-5
21129	2017-3-0
21128	2017-1-0
21138	2017-1-4
21137	2017-3-0
21136	2017-4-2
21135	2017-2-6
21134	2017-1-3
21133	2017-2-6
21132	2017-2-5
21131	2017-2-2
21139	2017-2-3
21130	2017-2-1
21105	2017-4-0
21104	2017-1-2
21103	2017-2-1
21102	2017-1-6
21101	2017-2-3
21100	2017-2-1
21109	2017-1-5
21108	2017-3-6
21107	2017-3-1
21106	2017-4-4
21116	2017-1-2
21115	2017-2-4
21114	2017-2-2
21113	2017-2-1
21112	2017-2-2
21111	2017-3-5
21110	2017-3-5
21119	2017-2-3
21118	2017-2-0
21117	2017-4-4
21089	2017-2-3
21088	2017-1-2
21087	2017-1-4
21086	2017-2-5
21085	2017-2-0
21084	2017-1-5
21083	2017-4-6
21082	2017-4-2
21081	2017-1-5
21080	2017-2-1
21099	2017-2-1
21098	2017-3-0
21097	2017-3-0
21096	2017-2-5
21095	2017-2-1
21094	2017-2-0
21093	2017-2-6
21092	2017-3-0
21091	2017-3-5
21090	2017-1-2
21069	2017-3-6
21068	2017-4-1
21067	2017-1-4
21066	2017-1-6
21065	2017-3-2
21064	2017-2-5
21063	2017-3-2
21062	2017-2-2
21061	2017-4-2
21060	2017-2-2
21079	2017-2-2
21078	2017-1-4
21077	2017-2-2
21076	2017-2-3
1701	2017-3-3
1700	2017-1-0
1709	2017-1-3
21075	2017-3-5
1708	2017-1-4
21074	2017-1-3
1707	2017-4-2
21073	2017-1-6
1706	2017-2-6
21072	2017-1-2
1705	2017-1-3
21071	2017-3-2
1704	2017-1-6
21070	2017-3-6
1703	2017-3-4
1702	2017-3-0
21049	2017-2-3
21048	2017-3-0
21047	2017-2-2
21046	2017-2-2
21045	2017-1-1
21044	2017-4-4
21043	2017-3-5
1712	2017-1-5
1711	2017-2-5
1710	2017-2-2
21042	2017-1-5
1719	2017-1-5
21041	2017-1-0
1718	2017-1-4
21040	2017-3-5
1717	2017-3-0
1716	2017-2-4
1715	2017-2-4
1714	2017-1-0
1713	2017-3-1
21059	2017-2-2
21058	2017-4-3
21057	2017-3-0
21056	2017-2-0
21055	2017-2-6
21054	2017-1-5
1723	2017-2-0
1722	2017-3-1
1721	2017-2-4
1720	2017-2-3
21053	2017-1-3
21052	2017-2-2
1729	2017-2-6
21051	2017-3-5
1728	2017-4-4
21050	2017-1-2
1727	2017-3-4
1726	2017-1-2
1725	2017-1-5
1724	2017-3-5
1734	2017-3-1
1733	2017-3-3
1732	2017-2-6
1731	2017-3-2
1730	2017-1-2
2829	2017-1-0
1739	2017-2-6
2828	2017-1-5
1738	2017-3-0
1737	2017-1-1
1736	2017-1-3
1735	2017-1-0
1503	2017-1-1
1745	2017-1-1
2834	2017-3-5
1502	2017-2-6
1744	2017-2-6
2833	2017-1-2
1501	2017-3-5
1743	2017-3-6
2832	2017-3-2
1500	2017-2-2
1742	2017-2-3
2831	2017-2-1
1741	2017-2-1
2830	2017-1-3
1740	2017-3-0
1509	2017-3-4
1508	2017-3-0
2839	2017-2-4
1507	2017-2-6
1749	2017-2-0
2838	2017-3-4
1506	2017-1-4
1748	2017-2-0
2837	2017-2-3
1505	2017-1-6
1747	2017-2-5
2836	2017-1-3
1504	2017-1-6
1746	2017-2-4
2835	2017-3-4
1514	2017-3-4
1756	2017-3-6
2845	2017-3-3
1513	2017-2-4
1755	2017-3-6
2844	2017-1-1
1512	2017-4-4
1754	2017-3-2
2843	2017-3-0
1511	2017-1-4
1753	2017-1-0
2842	2017-2-2
1510	2017-2-2
1752	2017-4-3
2841	2017-1-3
1751	2017-2-2
2840	2017-3-6
1750	2017-4-0
1519	2017-4-2
1518	2017-1-5
2849	2017-3-6
1517	2017-3-6
1759	2017-1-3
2848	2017-1-3
1516	2017-2-0
1758	2017-1-2
2847	2017-1-3
1515	2017-3-0
1757	2017-3-5
2846	2017-3-6
1770	2017-4-4
1525	2017-4-2
1767	2017-3-2
2856	2017-1-0
1524	2017-2-5
1766	2017-3-6
2855	2017-3-1
1523	2017-2-4
1765	2017-4-2
2854	2017-2-3
1522	2017-3-0
1764	2017-1-4
2853	2017-3-1
1521	2017-2-6
1763	2017-3-4
2852	2017-4-3
1520	2017-1-0
1762	2017-1-2
2851	2017-2-6
1761	2017-1-6
2850	2017-2-5
1760	2017-4-4
1529	2017-3-4
1528	2017-3-6
2859	2017-1-3
1527	2017-3-5
1769	2017-3-6
2858	2017-2-0
1526	2017-2-5
1768	2017-1-6
2857	2017-1-5
1781	2017-2-6
2870	2017-3-6
1780	2017-3-0
1536	2017-2-6
1778	2017-2-0
2867	2017-3-5
1535	2017-3-2
1777	2017-2-6
2866	2017-1-5
1534	2017-1-3
1776	2017-2-6
2865	2017-3-1
1533	2017-4-2
1775	2017-2-4
2864	2017-3-0
1532	2017-2-1
1774	2017-3-1
2863	2017-3-3
1531	2017-1-6
1773	2017-3-6
2862	2017-3-1
1530	2017-3-4
1772	2017-2-3
2861	2017-3-4
1771	2017-4-3
2860	2017-1-2
1539	2017-3-6
1538	2017-4-3
2869	2017-1-1
1537	2017-1-0
1779	2017-1-3
2868	2017-2-6
1550	2017-1-0
1792	2017-3-1
2881	2017-1-1
1791	2017-3-4
2880	2017-1-1
1790	2017-1-4
1305	2017-3-0
1547	2017-3-6
1789	2017-3-1
2878	2017-2-2
1304	2017-3-3
1546	2017-2-2
1788	2017-1-0
2877	2017-3-4
1303	2017-1-6
1545	2017-3-0
1787	2017-4-0
2876	2017-4-4
1302	2017-1-3
1544	2017-3-6
1786	2017-2-6
2875	2017-2-2
1301	2017-2-0
1543	2017-3-2
1785	2017-3-3
2874	2017-2-6
1300	2017-2-6
1542	2017-2-5
1784	2017-2-2
2873	2017-3-2
1541	2017-2-1
1783	2017-2-3
2872	2017-1-4
1540	2017-2-0
1782	2017-3-4
2871	2017-1-4
1309	2017-2-6
1308	2017-3-5
1307	2017-3-1
1549	2017-2-4
1306	2017-2-3
1548	2017-1-4
2879	2017-4-4
1561	2017-3-2
2892	2017-2-5
1560	2017-2-4
2891	2017-3-4
2890	2017-2-6
1316	2017-2-5
1558	2017-3-5
2889	2017-4-2
1315	2017-2-5
1557	2017-3-0
1799	2017-3-1
2888	2017-3-3
1314	2017-2-0
1556	2017-3-2
1798	2017-2-6
2887	2017-3-4
1313	2017-3-2
1555	2017-1-5
1797	2017-3-3
2886	2017-2-0
1312	2017-1-0
1554	2017-2-3
1796	2017-2-3
2885	2017-3-0
1311	2017-3-4
1553	2017-3-3
1795	2017-1-0
2884	2017-2-0
1310	2017-3-6
1552	2017-3-1
1794	2017-2-1
2883	2017-1-3
1551	2017-1-1
1793	2017-4-6
2882	2017-3-0
1319	2017-3-1
1318	2017-1-5
1317	2017-1-0
1559	2017-4-0
1330	2017-3-2
1572	2017-1-2
1571	2017-2-1
1570	2017-2-3
1327	2017-1-3
1569	2017-2-6
1326	2017-1-3
1568	2017-2-6
2899	2017-2-6
1325	2017-2-5
1567	2017-1-6
2898	2017-3-4
1324	2017-1-0
1566	2017-2-2
2897	2017-1-6
1323	2017-1-3
1565	2017-4-4
2896	2017-4-6
1322	2017-3-1
1564	2017-3-3
2895	2017-1-6
1321	2017-3-1
1563	2017-1-6
2894	2017-3-6
1320	2017-1-6
1562	2017-4-2
2893	2017-4-5
1329	2017-3-0
1328	2017-1-6
1341	2017-2-3
1583	2017-1-6
1340	2017-3-4
1582	2017-1-1
1581	2017-4-4
1580	2017-1-6
1338	2017-2-2
1337	2017-4-0
1579	2017-1-6
1336	2017-1-3
1578	2017-2-5
1335	2017-3-1
1577	2017-3-2
1334	2017-2-2
1576	2017-1-2
1333	2017-1-2
1575	2017-2-0
1332	2017-1-5
1574	2017-3-5
1331	2017-2-2
1573	2017-4-3
1339	2017-3-4
1110	2017-4-0
1352	2017-4-2
1594	2017-2-0
1351	2017-2-0
1593	2017-1-5
1350	2017-1-1
1592	2017-3-5
1591	2017-1-6
1590	2017-2-4
1107	2017-2-0
1349	2017-3-1
1106	2017-2-5
1348	2017-1-6
1105	2017-2-2
1347	2017-3-1
1589	2017-2-5
1104	2017-3-2
1346	2017-4-3
1588	2017-3-5
1103	2017-1-2
1345	2017-2-6
1587	2017-3-6
1102	2017-1-2
1344	2017-3-6
1586	2017-1-3
1101	2017-3-6
1343	2017-3-6
1585	2017-4-5
1100	2017-3-0
1342	2017-3-0
1584	2017-3-0
1109	2017-4-6
1108	2017-1-3
1121	2017-1-5
1363	2017-2-4
1120	2017-4-3
1362	2017-3-2
1361	2017-2-0
1360	2017-1-4
1118	2017-2-4
1117	2017-4-6
1359	2017-2-4
1116	2017-4-4
1358	2017-1-3
1115	2017-3-4
1357	2017-3-1
1599	2017-2-6
1114	2017-3-5
1356	2017-3-5
1598	2017-2-3
1113	2017-2-3
1355	2017-2-3
1597	2017-4-2
1112	2017-1-5
1354	2017-2-2
1596	2017-3-1
1111	2017-2-1
1353	2017-3-1
1595	2017-2-6
1119	2017-3-3
1132	2017-1-6
1374	2017-1-6
1131	2017-1-1
1373	2017-1-5
1130	2017-3-2
1372	2017-1-5
1371	2017-2-1
1370	2017-3-1
1129	2017-4-6
1128	2017-1-1
1127	2017-3-5
1369	2017-2-4
1126	2017-4-5
1368	2017-1-5
1125	2017-1-2
1367	2017-2-1
1124	2017-1-6
1366	2017-3-1
1123	2017-2-2
1365	2017-3-3
1122	2017-4-5
1364	2017-3-2
1143	2017-2-3
1385	2017-4-5
1142	2017-1-1
1384	2017-2-3
1141	2017-1-4
1383	2017-2-0
1140	2017-3-3
1382	2017-4-0
1381	2017-2-4
1380	2017-1-4
1139	2017-1-5
1138	2017-3-5
1137	2017-2-3
1379	2017-2-3
1136	2017-3-3
1378	2017-2-3
1135	2017-1-4
1377	2017-2-4
1134	2017-2-4
1376	2017-3-1
1133	2017-3-3
1375	2017-1-6
1154	2017-4-1
1396	2017-3-5
1153	2017-3-6
1395	2017-3-0
1152	2017-1-5
1394	2017-2-4
1151	2017-2-2
1393	2017-3-5
1150	2017-1-0
1392	2017-2-4
1391	2017-3-5
1390	2017-1-6
1149	2017-1-5
1148	2017-2-5
1147	2017-2-6
1389	2017-2-5
1146	2017-3-6
1388	2017-2-4
1145	2017-2-2
1387	2017-3-2
1144	2017-4-4
1386	2017-3-1
1165	2017-1-6
1164	2017-4-2
1163	2017-2-4
1162	2017-2-6
1161	2017-1-3
1160	2017-1-2
1159	2017-2-4
1158	2017-2-3
1157	2017-2-5
1399	2017-4-2
1156	2017-3-2
1398	2017-2-2
1155	2017-2-6
1397	2017-2-2
1176	2017-1-2
1175	2017-2-2
1174	2017-2-3
1173	2017-3-4
1172	2017-2-3
1171	2017-2-3
1170	2017-1-4
1169	2017-4-1
1168	2017-3-0
1167	2017-1-4
1166	2017-4-3
21028	2017-1-5
21027	2017-4-3
21269	2017-2-6
21026	2017-3-6
21268	2017-1-1
21025	2017-2-1
21267	2017-1-6
21024	2017-2-2
21266	2017-2-6
21023	2017-1-0
21265	2017-4-1
21022	2017-2-4
21264	2017-4-2
21021	2017-2-4
21263	2017-3-4
1187	2017-3-5
1186	2017-2-4
1185	2017-3-1
1184	2017-2-4
1183	2017-3-0
1182	2017-2-5
1181	2017-1-4
1180	2017-2-1
21029	2017-4-1
1179	2017-1-1
1178	2017-1-1
1177	2017-1-5
21020	2017-4-2
21262	2017-2-6
21261	2017-1-6
21260	2017-1-1
1190	2017-1-5
21039	2017-1-1
21038	2017-2-2
21037	2017-1-6
21036	2017-3-6
21035	2017-1-3
21277	2017-2-5
21034	2017-1-0
21276	2017-3-5
21033	2017-2-4
21275	2017-3-1
21032	2017-2-4
21274	2017-2-2
1198	2017-4-6
1197	2017-1-2
1196	2017-1-5
1195	2017-3-6
1194	2017-2-1
1193	2017-1-0
1192	2017-2-4
1191	2017-4-2
1189	2017-2-2
1188	2017-1-0
21031	2017-4-6
21273	2017-2-4
21030	2017-1-0
21272	2017-2-4
21271	2017-3-3
21270	2017-3-5
21006	2017-1-0
21248	2017-3-2
21005	2017-4-4
21247	2017-3-3
21004	2017-3-5
21246	2017-3-3
21003	2017-3-2
21245	2017-2-1
21002	2017-3-4
21244	2017-2-2
21001	2017-2-2
21243	2017-2-3
21000	2017-2-3
21242	2017-4-2
21241	2017-3-1
31292	2017-3-4
31291	2017-1-2
31294	2017-1-5
31293	2017-4-3
21009	2017-3-6
21008	2017-2-4
31290	2017-3-2
21007	2017-3-0
21249	2017-2-6
31299	2017-3-4
31296	2017-3-4
31295	2017-2-4
31298	2017-2-6
1199	2017-2-4
31297	2017-1-0
21240	2017-2-2
21017	2017-1-1
21259	2017-4-6
21016	2017-4-2
21258	2017-1-1
21015	2017-2-1
21257	2017-3-6
21014	2017-1-5
21256	2017-2-4
21013	2017-1-0
21255	2017-3-1
21012	2017-3-5
21254	2017-2-0
21011	2017-2-4
21253	2017-3-2
21010	2017-1-4
21252	2017-3-1
31281	2017-2-3
31280	2017-1-3
31283	2017-1-2
31282	2017-2-2
21019	2017-3-1
21018	2017-3-1
31289	2017-2-0
31288	2017-3-3
31285	2017-1-3
31284	2017-2-0
31287	2017-2-2
31286	2017-3-6
21251	2017-2-2
21250	2017-3-6
21226	2017-2-6
21225	2017-4-5
21224	2017-3-6
21223	2017-4-0
21222	2017-2-6
21221	2017-2-4
21220	2017-2-1
21229	2017-2-2
21228	2017-3-4
21227	2017-3-0
31278	2017-3-2
31279	2017-2-2
21237	2017-2-4
21236	2017-4-2
21235	2017-3-1
21234	2017-1-0
21233	2017-3-5
21232	2017-4-0
21231	2017-2-6
21230	2017-3-3
21239	2017-3-4
21238	2017-1-4
21204	2017-3-2
21203	2017-4-2
21202	2017-3-2
21201	2017-3-0
21200	2017-3-5
21209	2017-3-1
21208	2017-2-4
21207	2017-1-5
21206	2017-3-1
21205	2017-3-3
21215	2017-3-1
21214	2017-3-2
21213	2017-3-1
21212	2017-4-4
21211	2017-1-5
21210	2017-4-3
21219	2017-2-3
21218	2017-2-3
21217	2017-2-4
21216	2017-1-4
110	2017-3-4
111	2017-3-6
112	2017-2-4
113	2017-3-6
114	2017-1-3
115	2017-2-4
116	2017-2-2
117	2017-2-2
118	2017-3-0
119	2017-1-1
11	2017-1-2
12	2017-1-5
13	2017-1-0
14	2017-1-3
15	2017-2-1
16	2017-2-6
17	2017-1-2
18	2017-1-6
19	2017-1-6
120	2017-3-3
121	2017-3-6
122	2017-3-6
123	2017-2-6
124	2017-4-3
125	2017-2-3
126	2017-2-1
127	2017-3-1
128	2017-3-2
129	2017-1-2
130	2017-1-4
131	2017-1-4
132	2017-1-1
133	2017-1-1
134	2017-2-4
135	2017-3-1
136	2017-2-5
137	2017-3-3
138	2017-3-6
139	2017-2-5
1809	2017-4-3
140	2017-1-1
141	2017-1-4
142	2017-2-1
143	2017-2-3
1800	2017-1-5
144	2017-1-0
145	2017-1-4
146	2017-2-2
147	2017-1-6
148	2017-2-5
149	2017-1-1
1808	2017-2-6
1807	2017-1-1
1806	2017-2-0
1805	2017-3-1
1804	2017-1-6
1803	2017-3-2
1802	2017-3-3
1801	2017-2-6
21189	2017-2-5
21188	2017-1-6
21187	2017-2-0
2909	2017-3-4
21186	2017-4-2
150	2017-2-6
151	2017-1-1
152	2017-2-4
153	2017-3-0
154	2017-2-4
1811	2017-4-2
2900	2017-3-0
155	2017-2-4
1810	2017-1-6
156	2017-2-3
157	2017-3-4
158	2017-2-1
159	2017-1-1
1819	2017-1-0
2908	2017-3-2
21185	2017-3-6
1818	2017-3-0
2907	2017-2-2
21184	2017-2-3
1817	2017-3-5
2906	2017-1-6
21183	2017-2-1
1816	2017-2-4
2905	2017-2-1
21182	2017-2-3
1815	2017-1-6
2904	2017-3-4
21181	2017-2-6
1814	2017-4-3
2903	2017-2-2
21180	2017-1-3
1813	2017-4-2
2902	2017-1-6
1812	2017-1-5
2901	2017-3-2
21199	2017-1-4
21198	2017-1-2
21197	2017-3-1
160	2017-3-4
161	2017-1-6
162	2017-2-0
163	2017-3-3
164	2017-4-6
165	2017-3-4
1822	2017-2-4
2911	2017-2-6
166	2017-4-5
1821	2017-2-2
2910	2017-3-0
167	2017-1-3
1820	2017-2-4
168	2017-1-6
169	2017-4-5
2919	2017-2-4
21196	2017-3-5
2918	2017-2-5
21195	2017-3-5
2917	2017-2-4
21194	2017-2-2
1827	2017-2-5
2916	2017-3-4
21193	2017-2-2
1826	2017-1-2
2915	2017-3-6
21192	2017-3-1
1825	2017-2-5
2914	2017-4-3
21191	2017-4-0
1824	2017-1-5
2913	2017-2-0
21190	2017-3-1
1823	2017-2-4
2912	2017-2-1
21169	2017-4-4
21168	2017-2-5
21167	2017-1-2
21166	2017-1-0
21165	2017-1-3
21164	2017-1-5
170	2017-3-4
171	2017-1-0
172	2017-2-2
173	2017-3-2
174	2017-1-4
175	2017-3-4
176	2017-3-4
2922	2017-3-1
177	2017-2-0
2921	2017-2-5
178	2017-3-0
2920	2017-3-6
179	2017-1-5
21163	2017-3-1
2929	2017-2-2
21162	2017-3-1
2928	2017-3-0
21161	2017-3-1
2927	2017-2-6
21160	2017-1-0
2926	2017-2-5
2925	2017-1-6
2924	2017-1-0
2923	2017-1-0
21179	2017-4-0
21178	2017-3-1
21177	2017-1-3
21176	2017-2-2
21175	2017-1-2
180	2017-1-6
181	2017-4-0
182	2017-2-2
183	2017-2-6
184	2017-3-4
185	2017-2-1
186	2017-2-0
187	2017-1-5
1602	2017-3-2
2933	2017-2-2
188	2017-3-6
1601	2017-4-5
2932	2017-2-2
189	2017-1-2
1600	2017-2-1
2931	2017-3-2
2930	2017-1-2
21174	2017-2-6
1609	2017-4-4
21173	2017-1-6
1608	2017-4-0
2939	2017-3-3
21172	2017-1-2
1607	2017-3-5
2938	2017-2-1
21171	2017-1-3
1606	2017-3-2
2937	2017-3-1
21170	2017-2-5
1605	2017-2-2
2936	2017-1-0
1604	2017-4-5
2935	2017-4-0
1603	2017-3-4
2934	2017-4-6
190	2017-2-4
191	2017-2-5
192	2017-2-4
193	2017-3-1
194	2017-1-1
195	2017-1-3
196	2017-1-0
197	2017-1-6
198	2017-2-5
1613	2017-3-6
2944	2017-3-5
199	2017-2-6
1612	2017-3-6
2943	2017-3-0
1611	2017-2-6
2942	2017-4-6
1610	2017-2-2
2941	2017-3-5
2940	2017-1-0
1619	2017-1-4
1618	2017-3-6
2949	2017-4-2
1617	2017-2-4
2948	2017-4-5
1616	2017-3-5
2947	2017-1-1
1615	2017-3-3
2946	2017-2-6
1614	2017-2-5
2945	2017-4-3
1624	2017-4-2
2955	2017-3-3
1623	2017-2-1
2954	2017-1-1
1622	2017-1-4
2953	2017-3-5
1621	2017-1-1
2952	2017-1-2
1620	2017-1-1
2951	2017-2-2
2950	2017-1-4
1629	2017-2-2
1628	2017-1-2
2959	2017-2-3
1627	2017-2-4
2958	2017-1-6
1626	2017-4-4
2957	2017-1-0
1625	2017-3-2
2956	2017-3-4
1635	2017-1-3
2966	2017-2-0
1634	2017-2-4
2965	2017-3-5
1633	2017-4-1
2964	2017-4-3
1632	2017-1-5
2963	2017-2-3
1631	2017-1-2
2962	2017-3-1
1630	2017-3-4
2961	2017-1-6
2960	2017-1-6
1639	2017-1-3
1638	2017-2-0
2969	2017-1-6
1637	2017-2-3
2968	2017-4-4
1636	2017-1-3
2967	2017-3-3
2980	2017-1-6
1404	2017-4-2
1646	2017-4-4
2977	2017-2-5
1403	2017-2-2
1645	2017-2-5
2976	2017-2-6
1402	2017-2-4
1644	2017-3-4
2975	2017-1-6
1401	2017-2-5
1643	2017-3-0
2974	2017-3-6
1400	2017-2-4
1642	2017-1-5
2973	2017-2-2
1641	2017-1-0
2972	2017-1-6
1640	2017-3-0
2971	2017-1-2
2970	2017-1-2
1409	2017-2-1
1408	2017-3-1
1407	2017-2-0
1649	2017-2-5
1406	2017-2-3
1648	2017-3-0
2979	2017-3-6
1405	2017-3-4
1647	2017-2-2
2978	2017-4-5
1660	2017-3-3
2991	2017-1-2
2990	2017-2-3
1415	2017-3-0
1657	2017-2-2
2988	2017-4-2
1414	2017-2-6
1656	2017-4-3
2987	2017-2-5
1413	2017-3-3
1655	2017-1-6
2986	2017-3-2
1412	2017-1-5
1654	2017-3-0
2985	2017-3-6
1411	2017-2-2
1653	2017-3-2
2984	2017-1-5
1410	2017-3-2
1652	2017-3-4
2983	2017-2-2
1651	2017-2-2
2982	2017-2-5
1650	2017-3-3
2981	2017-1-5
1419	2017-3-2
1418	2017-3-6
1417	2017-3-5
1659	2017-2-2
1416	2017-3-2
1658	2017-4-2
2989	2017-2-6
1671	2017-2-6
1670	2017-3-6
1426	2017-2-4
1668	2017-1-6
2999	2017-2-2
1425	2017-2-0
1667	2017-4-6
2998	2017-1-4
1424	2017-3-3
1666	2017-3-5
2997	2017-4-1
1423	2017-2-4
1665	2017-3-6
2996	2017-1-4
1422	2017-2-1
1664	2017-2-6
2995	2017-1-6
1421	2017-3-1
1663	2017-4-1
2994	2017-4-5
1420	2017-2-4
1662	2017-1-4
2993	2017-2-4
1661	2017-3-2
2992	2017-2-6
1429	2017-2-4
1428	2017-3-1
1427	2017-3-4
1669	2017-2-0
1440	2017-1-5
1682	2017-1-6
1681	2017-3-3
1680	2017-2-2
1437	2017-2-5
1679	2017-3-0
1436	2017-2-2
1678	2017-2-5
1435	2017-3-4
1677	2017-3-2
1434	2017-1-6
1676	2017-1-3
1433	2017-4-6
1675	2017-2-6
1432	2017-1-1
1674	2017-3-5
1431	2017-1-5
1673	2017-4-2
1430	2017-4-4
1672	2017-1-5
1439	2017-4-1
1438	2017-3-2
1451	2017-3-2
1693	2017-4-4
1450	2017-3-0
1692	2017-2-4
1691	2017-1-2
1690	2017-3-6
1206	2017-2-2
1448	2017-1-5
1205	2017-1-6
1447	2017-3-5
1689	2017-2-1
1204	2017-2-0
1446	2017-1-6
1688	2017-2-1
1203	2017-3-6
1445	2017-3-5
1687	2017-2-4
1202	2017-1-0
1444	2017-2-4
1686	2017-3-5
1201	2017-2-4
1443	2017-2-6
1685	2017-2-0
1200	2017-1-2
1442	2017-2-3
1684	2017-1-0
1441	2017-3-5
1683	2017-4-0
1209	2017-1-2
1208	2017-3-5
1207	2017-1-1
1449	2017-3-1
