woman	2,3	bn:00001530n	Concept	[wn:10787470n]	http://babelnet.org/rdf/s00001530n	http://dbpedia.org/resource/Woman	woman
left	259,260	bn:00088939v	Concept	[wn:02009433v]	http://babelnet.org/rdf/s00088939v	null	leave
people	261,262	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People	people
dead on	262,264	bn:13689097a	Concept	[]	http://babelnet.org/rdf/s13689097a	null	dead_on
block	266,267	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Mount	268,269	bn:00056067n	Concept	[wn:02377703n]	http://babelnet.org/rdf/s00056067n	http://dbpedia.org/resource/Equestrianism	saddle_horse
Pleasant Street	269,271	bn:01214725n	Named Entity	[]	http://babelnet.org/rdf/s01214725n	http://dbpedia.org/resource/Pleasant_Street_(MBTA_station)	Pleasant_Street_(MBTA_station)
Friday	271,272	bn:00036512n	Concept	[wn:15164463n]	http://babelnet.org/rdf/s00036512n	http://dbpedia.org/resource/Friday	Friday
April 7	273,275	bn:02094957n	Named Entity	[]	http://babelnet.org/rdf/s02094957n	http://dbpedia.org/resource/April_7	April_7
Photo	281,282	bn:00032381n	Concept	[wn:03925226n]	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph	photograph
A.	284,285	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
Houston Chronicle	287,289	bn:01866041n	Named Entity	[]	http://babelnet.org/rdf/s01866041n	http://dbpedia.org/resource/Houston_Chronicle	Houston_Chronicle
NEWLINE	289,290	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Image	290,291	bn:00045970n	Concept	[wn:05928118n]	http://babelnet.org/rdf/s00045970n	http://dbpedia.org/resource/Mental_image	image
Police	295,296	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
investigates	296,297	bn:00087655v	Concept	[wn:00785962v]	http://babelnet.org/rdf/s00087655v	null	inquire
murder suicide	298,300	bn:00678139n	Concept	[]	http://babelnet.org/rdf/s00678139n	http://dbpedia.org/resource/Murder–suicide	Murder–suicide
left	300,301	bn:00088939v	Concept	[wn:02009433v]	http://babelnet.org/rdf/s00088939v	null	leave
people	302,303	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People	people
dead on	303,305	bn:13689097a	Concept	[]	http://babelnet.org/rdf/s13689097a	null	dead_on
block	307,308	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Mount	309,310	bn:00056067n	Concept	[wn:02377703n]	http://babelnet.org/rdf/s00056067n	http://dbpedia.org/resource/Equestrianism	saddle_horse
Pleasant Street	310,312	bn:01214725n	Named Entity	[]	http://babelnet.org/rdf/s01214725n	http://dbpedia.org/resource/Pleasant_Street_(MBTA_station)	Pleasant_Street_(MBTA_station)
Friday	312,313	bn:00036512n	Concept	[wn:15164463n]	http://babelnet.org/rdf/s00036512n	http://dbpedia.org/resource/Friday	Friday
April 7	314,316	bn:02094957n	Named Entity	[]	http://babelnet.org/rdf/s02094957n	http://dbpedia.org/resource/April_7	April_7
Photo	322,323	bn:00032381n	Concept	[wn:03925226n]	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph	photograph
A.	325,326	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
Houston Chronicle	328,330	bn:01866041n	Named Entity	[]	http://babelnet.org/rdf/s01866041n	http://dbpedia.org/resource/Houston_Chronicle	Houston_Chronicle
NEWLINE	330,331	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Image	331,332	bn:00045970n	Concept	[wn:05928118n]	http://babelnet.org/rdf/s00045970n	http://dbpedia.org/resource/Mental_image	image
Police	336,337	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
investigates	337,338	bn:00087655v	Concept	[wn:00785962v]	http://babelnet.org/rdf/s00087655v	null	inquire
murder suicide	339,341	bn:00678139n	Concept	[]	http://babelnet.org/rdf/s00678139n	http://dbpedia.org/resource/Murder–suicide	Murder–suicide
left	341,342	bn:00088939v	Concept	[wn:02009433v]	http://babelnet.org/rdf/s00088939v	null	leave
people	343,344	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People	people
dead on	344,346	bn:13689097a	Concept	[]	http://babelnet.org/rdf/s13689097a	null	dead_on
block	348,349	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Mount	350,351	bn:00056067n	Concept	[wn:02377703n]	http://babelnet.org/rdf/s00056067n	http://dbpedia.org/resource/Equestrianism	saddle_horse
Pleasant Street	351,353	bn:01214725n	Named Entity	[]	http://babelnet.org/rdf/s01214725n	http://dbpedia.org/resource/Pleasant_Street_(MBTA_station)	Pleasant_Street_(MBTA_station)
Friday	353,354	bn:00036512n	Concept	[wn:15164463n]	http://babelnet.org/rdf/s00036512n	http://dbpedia.org/resource/Friday	Friday
April 7	355,357	bn:02094957n	Named Entity	[]	http://babelnet.org/rdf/s02094957n	http://dbpedia.org/resource/April_7	April_7
Photo	363,364	bn:00032381n	Concept	[wn:03925226n]	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph	photograph
A.	366,367	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
Houston Chronicle	369,371	bn:01866041n	Named Entity	[]	http://babelnet.org/rdf/s01866041n	http://dbpedia.org/resource/Houston_Chronicle	Houston_Chronicle
NEWLINE	371,372	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Image	372,373	bn:00045970n	Concept	[wn:05928118n]	http://babelnet.org/rdf/s00045970n	http://dbpedia.org/resource/Mental_image	image
Family members	376,378	bn:00032893n	Concept	[wn:07970406n]	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family	family
exit	378,379	bn:00087845v	Concept	[wn:02015598v]	http://babelnet.org/rdf/s00087845v	null	leave
crime scene	380,382	bn:00775951n	Concept	[]	http://babelnet.org/rdf/s00775951n	http://dbpedia.org/resource/Crime_scene	crime_scene
Police officers	384,386	bn:00058698n	Concept	[wn:10448983n]	http://babelnet.org/rdf/s00058698n	http://dbpedia.org/resource/Police_officer	police_officer
investigated	386,387	bn:00087655v	Concept	[wn:00785962v]	http://babelnet.org/rdf/s00087655v	null	inquire
murder suicide	388,390	bn:00678139n	Concept	[]	http://babelnet.org/rdf/s00678139n	http://dbpedia.org/resource/Murder–suicide	Murder–suicide
left	391,392	bn:00088939v	Concept	[wn:02009433v]	http://babelnet.org/rdf/s00088939v	null	leave
people	393,394	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People	people
dead on	394,396	bn:13689097a	Concept	[]	http://babelnet.org/rdf/s13689097a	null	dead_on
block	398,399	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Mount	400,401	bn:00056067n	Concept	[wn:02377703n]	http://babelnet.org/rdf/s00056067n	http://dbpedia.org/resource/Equestrianism	saddle_horse
Pleasant Street	401,403	bn:01214725n	Named Entity	[]	http://babelnet.org/rdf/s01214725n	http://dbpedia.org/resource/Pleasant_Street_(MBTA_station)	Pleasant_Street_(MBTA_station)
Friday	403,404	bn:00036512n	Concept	[wn:15164463n]	http://babelnet.org/rdf/s00036512n	http://dbpedia.org/resource/Friday	Friday
April 7	405,407	bn:02094957n	Named Entity	[]	http://babelnet.org/rdf/s02094957n	http://dbpedia.org/resource/April_7	April_7
Photo	413,414	bn:00032381n	Concept	[wn:03925226n]	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph	photograph
A.	416,417	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
Houston Chronicle	419,421	bn:01866041n	Named Entity	[]	http://babelnet.org/rdf/s01866041n	http://dbpedia.org/resource/Houston_Chronicle	Houston_Chronicle
A.	423,424	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
NEWLINE	425,426	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Image	426,427	bn:00045970n	Concept	[wn:05928118n]	http://babelnet.org/rdf/s00045970n	http://dbpedia.org/resource/Mental_image	image
Family members	430,432	bn:00032893n	Concept	[wn:07970406n]	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family	family
exit	432,433	bn:00087845v	Concept	[wn:02015598v]	http://babelnet.org/rdf/s00087845v	null	leave
crime scene	434,436	bn:00775951n	Concept	[]	http://babelnet.org/rdf/s00775951n	http://dbpedia.org/resource/Crime_scene	crime_scene
Police officers	438,440	bn:00058698n	Concept	[wn:10448983n]	http://babelnet.org/rdf/s00058698n	http://dbpedia.org/resource/Police_officer	police_officer
investigated	440,441	bn:00087655v	Concept	[wn:00785962v]	http://babelnet.org/rdf/s00087655v	null	inquire
murder suicide	442,444	bn:00678139n	Concept	[]	http://babelnet.org/rdf/s00678139n	http://dbpedia.org/resource/Murder–suicide	Murder–suicide
left	445,446	bn:00088939v	Concept	[wn:02009433v]	http://babelnet.org/rdf/s00088939v	null	leave
people	447,448	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People	people
dead on	448,450	bn:13689097a	Concept	[]	http://babelnet.org/rdf/s13689097a	null	dead_on
block	452,453	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Mount	454,455	bn:00056067n	Concept	[wn:02377703n]	http://babelnet.org/rdf/s00056067n	http://dbpedia.org/resource/Equestrianism	saddle_horse
Pleasant Street	455,457	bn:01214725n	Named Entity	[]	http://babelnet.org/rdf/s01214725n	http://dbpedia.org/resource/Pleasant_Street_(MBTA_station)	Pleasant_Street_(MBTA_station)
Friday	457,458	bn:00036512n	Concept	[wn:15164463n]	http://babelnet.org/rdf/s00036512n	http://dbpedia.org/resource/Friday	Friday
April 7	459,461	bn:02094957n	Named Entity	[]	http://babelnet.org/rdf/s02094957n	http://dbpedia.org/resource/April_7	April_7
Photo	467,468	bn:00032381n	Concept	[wn:03925226n]	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph	photograph
A.	470,471	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
Houston Chronicle	473,475	bn:01866041n	Named Entity	[]	http://babelnet.org/rdf/s01866041n	http://dbpedia.org/resource/Houston_Chronicle	Houston_Chronicle
A.	477,478	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
NEWLINE	479,480	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Image	480,481	bn:00045970n	Concept	[wn:05928118n]	http://babelnet.org/rdf/s00045970n	http://dbpedia.org/resource/Mental_image	image
Family members	484,486	bn:00032893n	Concept	[wn:07970406n]	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family	family
exit	486,487	bn:00087845v	Concept	[wn:02015598v]	http://babelnet.org/rdf/s00087845v	null	leave
crime scene	488,490	bn:00775951n	Concept	[]	http://babelnet.org/rdf/s00775951n	http://dbpedia.org/resource/Crime_scene	crime_scene
Police officers	492,494	bn:00058698n	Concept	[wn:10448983n]	http://babelnet.org/rdf/s00058698n	http://dbpedia.org/resource/Police_officer	police_officer
investigated	494,495	bn:00087655v	Concept	[wn:00785962v]	http://babelnet.org/rdf/s00087655v	null	inquire
murder suicide	496,498	bn:00678139n	Concept	[]	http://babelnet.org/rdf/s00678139n	http://dbpedia.org/resource/Murder–suicide	Murder–suicide
left	499,500	bn:00088939v	Concept	[wn:02009433v]	http://babelnet.org/rdf/s00088939v	null	leave
people	501,502	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People	people
dead on	502,504	bn:13689097a	Concept	[]	http://babelnet.org/rdf/s13689097a	null	dead_on
block	506,507	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Mount	508,509	bn:00056067n	Concept	[wn:02377703n]	http://babelnet.org/rdf/s00056067n	http://dbpedia.org/resource/Equestrianism	saddle_horse
Pleasant Street	509,511	bn:01214725n	Named Entity	[]	http://babelnet.org/rdf/s01214725n	http://dbpedia.org/resource/Pleasant_Street_(MBTA_station)	Pleasant_Street_(MBTA_station)
Friday	511,512	bn:00036512n	Concept	[wn:15164463n]	http://babelnet.org/rdf/s00036512n	http://dbpedia.org/resource/Friday	Friday
April 7	513,515	bn:02094957n	Named Entity	[]	http://babelnet.org/rdf/s02094957n	http://dbpedia.org/resource/April_7	April_7
Photo	521,522	bn:00032381n	Concept	[wn:03925226n]	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph	photograph
A.	524,525	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
Houston Chronicle	527,529	bn:01866041n	Named Entity	[]	http://babelnet.org/rdf/s01866041n	http://dbpedia.org/resource/Houston_Chronicle	Houston_Chronicle
A.	531,532	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A	A
