Teen	1,2	bn:00001480n	Concept	[wn:09772029n]	http://babelnet.org/rdf/s00001480n	null	adolescent
police	333,334	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
say	334,335	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null	say
worker	336,337	bn:00081593n	Concept	[wn:09632518n]	http://babelnet.org/rdf/s00081593n	null	worker
told	337,338	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null	say
males	340,341	bn:00001533n	Concept	[wn:10287213n]	http://babelnet.org/rdf/s00001533n	http://dbpedia.org/resource/Man	man
robbed	342,343	bn:00093070v	Concept	[wn:02321391v]	http://babelnet.org/rdf/s00093070v	null	rob
NEWLINE	345,346	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
p.m.	348,349	bn:00116519r	Concept	[wn:00251408r]	http://babelnet.org/rdf/s00116519r	null	P.M.
police	350,351	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
Quality Inn	353,355	bn:01096320n	Named Entity	[]	http://babelnet.org/rdf/s01096320n	http://dbpedia.org/resource/Choice_Hotels	Choice_Hotels
block	358,359	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Belmont Avenue	360,362	bn:15365712n	Named Entity	[]	http://babelnet.org/rdf/s15365712n	http://dbpedia.org/resource/Belmont_Avenue_(Metra_station)	Belmont_Avenue_(Metra_station)
manager	365,366	bn:00027366n	Concept	[wn:10014939n]	http://babelnet.org/rdf/s00027366n	null	director
said	366,367	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null	say
people	368,369	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People	people
robbed	369,370	bn:00093070v	Concept	[wn:02321391v]	http://babelnet.org/rdf/s00093070v	null	rob
struck	374,375	bn:00094453v	Concept	[wn:01410223v]	http://babelnet.org/rdf/s00094453v	null	strike
gun	378,379	bn:00042221n	Concept	[wn:03467984n]	http://babelnet.org/rdf/s00042221n	http://dbpedia.org/resource/Gun	gun
open	383,384	bn:00091165v	Concept	[wn:01346003v]	http://babelnet.org/rdf/s00091165v	null	open
safe	385,386	bn:00110046a	Concept	[wn:02057829a]	http://babelnet.org/rdf/s00110046a	null	safe
NEWLINE	387,388	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Minutes	388,389	bn:00055094n	Concept	[wn:15234764n]	http://babelnet.org/rdf/s00055094n	http://dbpedia.org/resource/Minute	minute
later	389,390	bn:00114165r	Concept	[wn:00061203r]	http://babelnet.org/rdf/s00114165r	null	after
police	391,392	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
said	392,393	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null	say
Royal Farms	395,397	bn:01058126n	Named Entity	[]	http://babelnet.org/rdf/s01058126n	http://dbpedia.org/resource/Royal_Farms	Royal_Farms
block	400,401	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Windsor Mill Road	402,405	bn:00517608n	Named Entity	[]	http://babelnet.org/rdf/s00517608n	http://dbpedia.org/resource/Windsor_Mill_Road	Windsor_Mill_Road
reported	405,406	bn:00082233v	Concept	[wn:00965035v]	http://babelnet.org/rdf/s00082233v	null	describe
armed robbery	407,409	bn:00005736n	Concept	[wn:00781912n]	http://babelnet.org/rdf/s00005736n	null	stickup
NEWLINE	410,411	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Caption	411,412	bn:00015763n	Concept	[wn:06347588n]	http://babelnet.org/rdf/s00015763n	http://dbpedia.org/resource/Subtitle_(captioning)	caption
Boxer	412,413	bn:00012555n	Concept	[wn:09870208n]	http://babelnet.org/rdf/s00012555n	null	pugilist
shot	413,414	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null	shoot
just	414,415	bn:00114626r	Concept	[wn:00004722r]	http://babelnet.org/rdf/s00114626r	null	just
blocks	415,416	bn:00083103v	Concept	[wn:01478002v]	http://babelnet.org/rdf/s00083103v	null	bar
home	418,419	bn:00044994n	Concept	[wn:03544360n]	http://babelnet.org/rdf/s00044994n	http://dbpedia.org/resource/House	house
early	419,420	bn:00101935a	Concept	[wn:00812952a]	http://babelnet.org/rdf/s00101935a	null	early
Wednesday	420,421	bn:00054897n	Concept	[wn:15164233n]	http://babelnet.org/rdf/s00054897n	http://dbpedia.org/resource/Wednesday	Wednesday
Crime	422,423	bn:00023807n	Concept	[wn:00766234n]	http://babelnet.org/rdf/s00023807n	http://dbpedia.org/resource/Crime	crime
reporter	423,424	bn:00057562n	Concept	[wn:10521662n]	http://babelnet.org/rdf/s00057562n	null	newsman
Rector	425,426	bn:00024459n	Concept	[wn:09983572n]	http://babelnet.org/rdf/s00024459n	http://dbpedia.org/resource/Minister_(Christianity)	minister
talks	426,427	bn:00090943v	Concept	[wn:00941990v]	http://babelnet.org/rdf/s00090943v	null	mouth
death	429,430	bn:00025582n	Concept	[wn:07355491n]	http://babelnet.org/rdf/s00025582n	http://dbpedia.org/resource/Death	death
Montell	431,432	bn:01631620n	Concept	[]	http://babelnet.org/rdf/s01631620n	http://dbpedia.org/resource/Montell	Montell
Telly	433,434	bn:00012048n	Concept	[wn:04405907n]	http://babelnet.org/rdf/s00012048n	http://dbpedia.org/resource/Television_set	television_set
boxer	438,439	bn:00012555n	Concept	[wn:09870208n]	http://babelnet.org/rdf/s00012555n	null	pugilist
shot	441,442	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null	shoot
dead	442,443	bn:00100948a	Concept	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null	dead
just	443,444	bn:00114626r	Concept	[wn:00004722r]	http://babelnet.org/rdf/s00114626r	null	just
blocks	444,445	bn:00083103v	Concept	[wn:01478002v]	http://babelnet.org/rdf/s00083103v	null	bar
home	448,449	bn:00044994n	Concept	[wn:03544360n]	http://babelnet.org/rdf/s00044994n	http://dbpedia.org/resource/House	house
early	449,450	bn:00101935a	Concept	[wn:00812952a]	http://babelnet.org/rdf/s00101935a	null	early
Wednesday	450,451	bn:00054897n	Concept	[wn:15164233n]	http://babelnet.org/rdf/s00054897n	http://dbpedia.org/resource/Wednesday	Wednesday
Baltimore Sun	457,459	bn:01987274n	Named Entity	[]	http://babelnet.org/rdf/s01987274n	http://dbpedia.org/resource/The_Baltimore_Sun	The_Baltimore_Sun
Crime	460,461	bn:00023807n	Concept	[wn:00766234n]	http://babelnet.org/rdf/s00023807n	http://dbpedia.org/resource/Crime	crime
reporter	461,462	bn:00057562n	Concept	[wn:10521662n]	http://babelnet.org/rdf/s00057562n	null	newsman
Rector	463,464	bn:00024459n	Concept	[wn:09983572n]	http://babelnet.org/rdf/s00024459n	http://dbpedia.org/resource/Minister_(Christianity)	minister
talks	464,465	bn:00090943v	Concept	[wn:00941990v]	http://babelnet.org/rdf/s00090943v	null	mouth
death	467,468	bn:00025582n	Concept	[wn:07355491n]	http://babelnet.org/rdf/s00025582n	http://dbpedia.org/resource/Death	death
Montell	469,470	bn:01631620n	Concept	[]	http://babelnet.org/rdf/s01631620n	http://dbpedia.org/resource/Montell	Montell
Telly	471,472	bn:00012048n	Concept	[wn:04405907n]	http://babelnet.org/rdf/s00012048n	http://dbpedia.org/resource/Television_set	television_set
boxer	476,477	bn:00012555n	Concept	[wn:09870208n]	http://babelnet.org/rdf/s00012555n	null	pugilist
shot	479,480	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null	shoot
dead	480,481	bn:00100948a	Concept	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null	dead
just	481,482	bn:00114626r	Concept	[wn:00004722r]	http://babelnet.org/rdf/s00114626r	null	just
blocks	482,483	bn:00083103v	Concept	[wn:01478002v]	http://babelnet.org/rdf/s00083103v	null	bar
home	486,487	bn:00044994n	Concept	[wn:03544360n]	http://babelnet.org/rdf/s00044994n	http://dbpedia.org/resource/House	house
early	487,488	bn:00101935a	Concept	[wn:00812952a]	http://babelnet.org/rdf/s00101935a	null	early
Wednesday	488,489	bn:00054897n	Concept	[wn:15164233n]	http://babelnet.org/rdf/s00054897n	http://dbpedia.org/resource/Wednesday	Wednesday
Baltimore Sun	495,497	bn:01987274n	Named Entity	[]	http://babelnet.org/rdf/s01987274n	http://dbpedia.org/resource/The_Baltimore_Sun	The_Baltimore_Sun
Caption	498,499	bn:00015763n	Concept	[wn:06347588n]	http://babelnet.org/rdf/s00015763n	http://dbpedia.org/resource/Subtitle_(captioning)	caption
Homicide	499,500	bn:00032175n	Concept	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder	murder
investigation	500,501	bn:00047354n	Concept	[wn:00633864n]	http://babelnet.org/rdf/s00047354n	null	investigation
video	501,502	bn:00076373n	Concept	[wn:06277280n]	http://babelnet.org/rdf/s00076373n	http://dbpedia.org/resource/Television	television
Detectives	502,503	bn:00026633n	Concept	[wn:10009276n]	http://babelnet.org/rdf/s00026633n	http://dbpedia.org/resource/Detective	detective
continuing	504,505	bn:00085714v	Concept	[wn:02684924v]	http://babelnet.org/rdf/s00085714v	null	go_on
investigate	506,507	bn:00087655v	Concept	[wn:00785962v]	http://babelnet.org/rdf/s00087655v	null	inquire
homicide	508,509	bn:00032175n	Concept	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder	murder
occurred	510,511	bn:00085337v	Concept	[wn:00339934v]	http://babelnet.org/rdf/s00085337v	null	come_about
March 8	512,514	bn:01280100n	Named Entity	[]	http://babelnet.org/rdf/s01280100n	http://dbpedia.org/resource/March_8	March_8
block	520,521	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
S.	522,523	bn:17003475n	Named Entity	[]	http://babelnet.org/rdf/s17003475n	http://dbpedia.org/resource/S._(Dorst_novel)	S._(Dorst_novel)
information	527,528	bn:00046705n	Concept	[wn:05816287n]	http://babelnet.org/rdf/s00046705n	http://dbpedia.org/resource/Information	information
