Details	1,2	bn:00026622n	Concept	[wn:05817845n]	http://babelnet.org/rdf/s00026622n	null
murder	96,97	bn:00032175n	Concept	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
Cook	98,99	bn:00022407n	Concept	[wn:09963320n]	http://babelnet.org/rdf/s00022407n	http://dbpedia.org/resource/Cook_(profession)
County Judge	99,101	bn:01650453n	Concept	[]	http://babelnet.org/rdf/s01650453n	http://dbpedia.org/resource/County_executive
denied	103,104	bn:00086591v	Concept	[wn:00816556v]	http://babelnet.org/rdf/s00086591v	null
bail	105,106	bn:00083031v	Concept	[wn:02421749v]	http://babelnet.org/rdf/s00083031v	null
bond court	107,109	bn:00704822n	Named Entity	[]	http://babelnet.org/rdf/s00704822n	http://dbpedia.org/resource/Penton_Media_Building
Saturday	109,110	bn:00068696n	Concept	[wn:15164570n]	http://babelnet.org/rdf/s00068696n	http://dbpedia.org/resource/Saturday
NEWLINE	111,112	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
track	117,118	bn:00072794n	Concept	[wn:07048000n]	http://babelnet.org/rdf/s00072794n	http://dbpedia.org/resource/Song
graduate	119,120	bn:00089006v	Concept	[wn:02264397v]	http://babelnet.org/rdf/s00089006v	null
Jane Addams High School	121,125	bn:03510789n	Named Entity	[]	http://babelnet.org/rdf/s03510789n	http://dbpedia.org/resource/Jane_Addams_Business_Careers_Center
present	128,129	bn:00108978a	Concept	[wn:01846413a]	http://babelnet.org/rdf/s00108978a	null
court	130,131	bn:00023301n	Concept	[wn:08329453n]	http://babelnet.org/rdf/s00023301n	http://dbpedia.org/resource/Tribunal
struck	136,137	bn:00094453v	Concept	[wn:01410223v]	http://babelnet.org/rdf/s00094453v	null
gunfire	138,139	bn:00042242n	Concept	[wn:00123783n]	http://babelnet.org/rdf/s00042242n	http://dbpedia.org/resource/Gunshot
currently	140,141	bn:00114905r	Concept	[wn:00048268r]	http://babelnet.org/rdf/s00114905r	null
hospitalized	142,143	bn:00089483v	Concept	[wn:02348927v]	http://babelnet.org/rdf/s00089483v	null
gunshot wounds	144,146	bn:00191195n	Concept	[]	http://babelnet.org/rdf/s00191195n	http://dbpedia.org/resource/Ballistic_trauma
attorney	148,149	bn:00007051n	Concept	[wn:10249950n]	http://babelnet.org/rdf/s00007051n	http://dbpedia.org/resource/Lawyer
said	149,150	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
NEWLINE	151,152	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
charges	153,154	bn:00017789n	Concept	[wn:00974762n]	http://babelnet.org/rdf/s00017789n	null
tied	155,156	bn:00083498v	Concept	[wn:01285440v]	http://babelnet.org/rdf/s00083498v	null
deaths	158,159	bn:00025582n	Concept	[wn:07355491n]	http://babelnet.org/rdf/s00025582n	http://dbpedia.org/resource/Death
brothers	160,161	bn:00011357n	Concept	[wn:09876454n]	http://babelnet.org/rdf/s00011357n	null
Rivera	168,169	bn:03556040n	Named Entity	[]	http://babelnet.org/rdf/s03556040n	http://dbpedia.org/resource/Rivera,_Switzerland
block	178,179	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)
Avenue	182,183	bn:00007448n	Concept	[wn:02763472n]	http://babelnet.org/rdf/s00007448n	http://dbpedia.org/resource/Avenue_(landscape)
old	187,188	bn:00107786a	Concept	[wn:01643620a]	http://babelnet.org/rdf/s00107786a	null
Miller	189,190	bn:00624457n	Named Entity	[]	http://babelnet.org/rdf/s00624457n	http://dbpedia.org/resource/Miller,_Edmonton
block	194,195	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)
East	196,197	bn:00029050n	Concept	[wn:13832355n]	http://babelnet.org/rdf/s00029050n	http://dbpedia.org/resource/East
71st Street	197,199	bn:03392666n	Named Entity	[]	http://babelnet.org/rdf/s03392666n	http://dbpedia.org/resource/71st_Street_(BMT_West_End_Line)
NEWLINE	200,201	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
additionally	202,203	bn:00114134r	Concept	[wn:00046167r]	http://babelnet.org/rdf/s00114134r	null
charged	204,205	bn:00083234v	Concept	[wn:01121719v]	http://babelnet.org/rdf/s00083234v	null
attempting	206,207	bn:00082844v	Concept	[wn:02530167v]	http://babelnet.org/rdf/s00082844v	null
kill	208,209	bn:00090098v	Concept	[wn:01323958v]	http://babelnet.org/rdf/s00090098v	null
surviving	210,211	bn:00087617v	Concept	[wn:02618149v]	http://babelnet.org/rdf/s00087617v	null
witness	211,212	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
armed robbery	214,216	bn:00005736n	Concept	[wn:00781912n]	http://babelnet.org/rdf/s00005736n	null
prosecutors	217,218	bn:00064806n	Concept	[wn:10484858n]	http://babelnet.org/rdf/s00064806n	http://dbpedia.org/resource/Prosecutor
said	218,219	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
witness	221,222	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
fifth	230,231	bn:00096043a	Concept	[wn:02202712a]	http://babelnet.org/rdf/s00096043a	null
person	231,232	bn:00046516n	Concept	[wn:00007846n]	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual
shot	232,233	bn:00071206n	Concept	[wn:00122661n]	http://babelnet.org/rdf/s00071206n	null
NEWLINE	234,235	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
Prosecutors	235,236	bn:00064806n	Concept	[wn:10484858n]	http://babelnet.org/rdf/s00064806n	http://dbpedia.org/resource/Prosecutor
said	236,237	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
witness	238,239	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
friends	240,241	bn:00036538n	Concept	[wn:10112591n]	http://babelnet.org/rdf/s00036538n	null
brothers	243,244	bn:00011357n	Concept	[wn:09876454n]	http://babelnet.org/rdf/s00011357n	null
knew	246,247	bn:00085261v	Concept	[wn:00594621v]	http://babelnet.org/rdf/s00085261v	null
high school	249,251	bn:00044028n	Concept	[wn:08409617n]	http://babelnet.org/rdf/s00044028n	http://dbpedia.org/resource/High_school
knew	254,255	bn:00085261v	Concept	[wn:00594621v]	http://babelnet.org/rdf/s00085261v	null
brothers	256,257	bn:00011357n	Concept	[wn:09876454n]	http://babelnet.org/rdf/s00011357n	null
occasionally	257,258	bn:00114431r	Concept	[wn:00021212r]	http://babelnet.org/rdf/s00114431r	null
sold	258,259	bn:00093472v	Concept	[wn:02242464v]	http://babelnet.org/rdf/s00093472v	null
marijuana	259,260	bn:00015289n	Concept	[wn:12397210n]	http://babelnet.org/rdf/s00015289n	http://dbpedia.org/resource/Cannabis_sativa
apartment	262,263	bn:00004836n	Concept	[wn:02726305n]	http://babelnet.org/rdf/s00004836n	http://dbpedia.org/resource/Apartment
interested	267,268	bn:00105275a	Concept	[wn:01342237a]	http://babelnet.org/rdf/s00105275a	null
purchasing	269,270	bn:00084331v	Concept	[wn:02207206v]	http://babelnet.org/rdf/s00084331v	null
ounces	271,272	bn:00059740n	Concept	[wn:02128757n]	http://babelnet.org/rdf/s00059740n	http://dbpedia.org/resource/Snow_leopard
marijuana	273,274	bn:00015289n	Concept	[wn:12397210n]	http://babelnet.org/rdf/s00015289n	http://dbpedia.org/resource/Cannabis_sativa
prosecutors	278,279	bn:00064806n	Concept	[wn:10484858n]	http://babelnet.org/rdf/s00064806n	http://dbpedia.org/resource/Prosecutor
said	279,280	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
arranged	281,282	bn:00082777v	Concept	[wn:01463963v]	http://babelnet.org/rdf/s00082777v	null
purchase	285,286	bn:00084331v	Concept	[wn:02207206v]	http://babelnet.org/rdf/s00084331v	null
marijuana	286,287	bn:00015289n	Concept	[wn:12397210n]	http://babelnet.org/rdf/s00015289n	http://dbpedia.org/resource/Cannabis_sativa
brothers	289,290	bn:00011357n	Concept	[wn:09876454n]	http://babelnet.org/rdf/s00011357n	null
NEWLINE	291,292	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
p.m.	294,295	bn:00116519r	Concept	[wn:00251408r]	http://babelnet.org/rdf/s00116519r	null
Miller	299,300	bn:00624457n	Named Entity	[]	http://babelnet.org/rdf/s00624457n	http://dbpedia.org/resource/Miller,_Edmonton
arrived	300,301	bn:00082788v	Concept	[wn:02005948v]	http://babelnet.org/rdf/s00082788v	null
floor	305,306	bn:00035304n	Concept	[wn:03365592n]	http://babelnet.org/rdf/s00035304n	http://dbpedia.org/resource/Floor
apartment	306,307	bn:00004836n	Concept	[wn:02726305n]	http://babelnet.org/rdf/s00004836n	http://dbpedia.org/resource/Apartment
entered	309,310	bn:00085363v	Concept	[wn:02016523v]	http://babelnet.org/rdf/s00085363v	null
bedroom	314,315	bn:00009495n	Concept	[wn:02821627n]	http://babelnet.org/rdf/s00009495n	http://dbpedia.org/resource/Bedroom
connected	315,316	bn:00085623v	Concept	[wn:01354673v]	http://babelnet.org/rdf/s00085623v	null
kitchen	318,319	bn:00049248n	Concept	[wn:03619890n]	http://babelnet.org/rdf/s00049248n	http://dbpedia.org/resource/Kitchen
brothers	322,323	bn:00011357n	Concept	[wn:09876454n]	http://babelnet.org/rdf/s00011357n	null
witness	325,326	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
playing	327,328	bn:00091708v	Concept	[wn:01072949v]	http://babelnet.org/rdf/s00091708v	null
video games	328,330	bn:00021477n	Concept	[wn:00458890n]	http://babelnet.org/rdf/s00021477n	http://dbpedia.org/resource/PC_game
prosecutors	331,332	bn:00064806n	Concept	[wn:10484858n]	http://babelnet.org/rdf/s00064806n	http://dbpedia.org/resource/Prosecutor
said	332,333	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
NEWLINE	334,335	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
Miller	337,338	bn:00624457n	Named Entity	[]	http://babelnet.org/rdf/s00624457n	http://dbpedia.org/resource/Miller,_Edmonton
discussed	338,339	bn:00086942v	Concept	[wn:00813978v]	http://babelnet.org/rdf/s00086942v	null
purchasing	339,340	bn:00084331v	Concept	[wn:02207206v]	http://babelnet.org/rdf/s00084331v	null
marijuana	340,341	bn:00015289n	Concept	[wn:12397210n]	http://babelnet.org/rdf/s00015289n	http://dbpedia.org/resource/Cannabis_sativa
brothers	343,344	bn:00011357n	Concept	[wn:09876454n]	http://babelnet.org/rdf/s00011357n	null
eventually	346,347	bn:00115252r	Concept	[wn:00048138r]	http://babelnet.org/rdf/s00115252r	null
Miller	349,350	bn:00624457n	Named Entity	[]	http://babelnet.org/rdf/s00624457n	http://dbpedia.org/resource/Miller,_Edmonton
witness	352,353	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
began	353,354	bn:00083340v	Concept	[wn:00345761v]	http://babelnet.org/rdf/s00083340v	null
smoke	355,356	bn:00093939v	Concept	[wn:01198101v]	http://babelnet.org/rdf/s00093939v	null
marijuana	356,357	bn:00015289n	Concept	[wn:12397210n]	http://babelnet.org/rdf/s00015289n	http://dbpedia.org/resource/Cannabis_sativa
witness	360,361	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
began	361,362	bn:00083340v	Concept	[wn:00345761v]	http://babelnet.org/rdf/s00083340v	null
feel	363,364	bn:00087864v	Concept	[wn:01771535v]	http://babelnet.org/rdf/s00087864v	null
nauseated	364,365	bn:00107164a	Concept	[wn:02545689a]	http://babelnet.org/rdf/s00107164a	null
kitchen	369,370	bn:00049248n	Concept	[wn:03619890n]	http://babelnet.org/rdf/s00049248n	http://dbpedia.org/resource/Kitchen
glass of water	373,376	bn:01608508n	Named Entity	[]	http://babelnet.org/rdf/s01608508n	http://dbpedia.org/resource/Glass_of_Water
closing	377,378	bn:00085162v	Concept	[wn:01345109v]	http://babelnet.org/rdf/s00085162v	null
door	379,380	bn:00028247n	Concept	[wn:03221720n]	http://babelnet.org/rdf/s00028247n	http://dbpedia.org/resource/Door
bedroom	382,383	bn:00009495n	Concept	[wn:02821627n]	http://babelnet.org/rdf/s00009495n	http://dbpedia.org/resource/Bedroom
exiting	386,387	bn:00087845v	Concept	[wn:02015598v]	http://babelnet.org/rdf/s00087845v	null
room	388,389	bn:00068233n	Concept	[wn:04105893n]	http://babelnet.org/rdf/s00068233n	http://dbpedia.org/resource/Room
prosecutors	390,391	bn:00064806n	Concept	[wn:10484858n]	http://babelnet.org/rdf/s00064806n	http://dbpedia.org/resource/Prosecutor
said	391,392	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
NEWLINE	393,394	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
kitchen	397,398	bn:00049248n	Concept	[wn:03619890n]	http://babelnet.org/rdf/s00049248n	http://dbpedia.org/resource/Kitchen
witness	400,401	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
suddenly	401,402	bn:00114210r	Concept	[wn:00061677r]	http://babelnet.org/rdf/s00114210r	null
heard	402,403	bn:00089277v	Concept	[wn:02169702v]	http://babelnet.org/rdf/s00089277v	null
multiple	403,404	bn:00107028a	Concept	[wn:02215977a]	http://babelnet.org/rdf/s00107028a	null
gunshots	404,405	bn:00042242n	Concept	[wn:00123783n]	http://babelnet.org/rdf/s00042242n	http://dbpedia.org/resource/Gunshot
bedroom	408,409	bn:00009495n	Concept	[wn:02821627n]	http://babelnet.org/rdf/s00009495n	http://dbpedia.org/resource/Bedroom
NEWLINE	410,411	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
witness	412,413	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
ran	413,414	bn:00093170v	Concept	[wn:01926311v]	http://babelnet.org/rdf/s00093170v	null
away	414,415	bn:00114455r	Concept	[wn:00232936r]	http://babelnet.org/rdf/s00114455r	null
bedroom	417,418	bn:00009495n	Concept	[wn:02821627n]	http://babelnet.org/rdf/s00009495n	http://dbpedia.org/resource/Bedroom
back door	421,423	bn:00007746n	Concept	[wn:02768744n]	http://babelnet.org/rdf/s00007746n	null
apartment	425,426	bn:00004836n	Concept	[wn:02726305n]	http://babelnet.org/rdf/s00004836n	http://dbpedia.org/resource/Apartment
enclosed	428,429	bn:00087594v	Concept	[wn:00187526v]	http://babelnet.org/rdf/s00087594v	null
porch	429,430	bn:00063608n	Concept	[wn:03984381n]	http://babelnet.org/rdf/s00063608n	http://dbpedia.org/resource/Porch
opened	432,433	bn:00091165v	Concept	[wn:01346003v]	http://babelnet.org/rdf/s00091165v	null
bedroom	434,435	bn:00009495n	Concept	[wn:02821627n]	http://babelnet.org/rdf/s00009495n	http://dbpedia.org/resource/Bedroom
door	435,436	bn:00028247n	Concept	[wn:03221720n]	http://babelnet.org/rdf/s00028247n	http://dbpedia.org/resource/Door
pointed	437,438	bn:00086679v	Concept	[wn:00923793v]	http://babelnet.org/rdf/s00086679v	null
handgun	439,440	bn:00042808n	Concept	[wn:03948459n]	http://babelnet.org/rdf/s00042808n	http://dbpedia.org/resource/Handgun
direction	442,443	bn:00027352n	Concept	[wn:08679972n]	http://babelnet.org/rdf/s00027352n	null
witness	445,446	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
fired	447,448	bn:00088225v	Concept	[wn:01135783v]	http://babelnet.org/rdf/s00088225v	null
shots	449,450	bn:00071206n	Concept	[wn:00122661n]	http://babelnet.org/rdf/s00071206n	null
striking	451,452	bn:00094453v	Concept	[wn:01410223v]	http://babelnet.org/rdf/s00094453v	null
witness	453,454	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
hip	456,457	bn:00044197n	Concept	[wn:05556325n]	http://babelnet.org/rdf/s00044197n	null
left	458,459	bn:00088939v	Concept	[wn:02009433v]	http://babelnet.org/rdf/s00088939v	null
leg	459,460	bn:00050541n	Concept	[wn:05560787n]	http://babelnet.org/rdf/s00050541n	http://dbpedia.org/resource/Leg
prosecutors	461,462	bn:00064806n	Concept	[wn:10484858n]	http://babelnet.org/rdf/s00064806n	http://dbpedia.org/resource/Prosecutor
said	462,463	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
NEWLINE	464,465	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
witness	466,467	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
was able to	467,470	bn:13601970v	Concept	[]	http://babelnet.org/rdf/s13601970v	null
hide	470,471	bn:00085509v	Concept	[wn:02144835v]	http://babelnet.org/rdf/s00085509v	null
basement	473,474	bn:00008824n	Concept	[wn:02800497n]	http://babelnet.org/rdf/s00008824n	http://dbpedia.org/resource/Basement
prosecutors	475,476	bn:00064806n	Concept	[wn:10484858n]	http://babelnet.org/rdf/s00064806n	http://dbpedia.org/resource/Prosecutor
said	476,477	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
heard	482,483	bn:00089277v	Concept	[wn:02169702v]	http://babelnet.org/rdf/s00089277v	null
sounds	483,484	bn:00000986n	Concept	[wn:07347224n]	http://babelnet.org/rdf/s00000986n	http://dbpedia.org/resource/Acoustic_wave
physical	486,487	bn:00108566a	Concept	[wn:01778212a]	http://babelnet.org/rdf/s00108566a	null
scuffle	487,488	bn:00028074n	Concept	[wn:01172441n]	http://babelnet.org/rdf/s00028074n	null
overhead	488,489	bn:00013643n	Concept	[wn:13277179n]	http://babelnet.org/rdf/s00013643n	http://dbpedia.org/resource/Overhead_(business)
heard	491,492	bn:00089277v	Concept	[wn:02169702v]	http://babelnet.org/rdf/s00089277v	null
additional	492,493	bn:00096432a	Concept	[wn:00048858a]	http://babelnet.org/rdf/s00096432a	null
gunshots	493,494	bn:00042242n	Concept	[wn:00123783n]	http://babelnet.org/rdf/s00042242n	http://dbpedia.org/resource/Gunshot
prosecutors	495,496	bn:00064806n	Concept	[wn:10484858n]	http://babelnet.org/rdf/s00064806n	http://dbpedia.org/resource/Prosecutor
said	496,497	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
witness	499,500	bn:00046703n	Concept	[wn:10786033n]	http://babelnet.org/rdf/s00046703n	null
cried out	500,502	bn:00084428v	Concept	[wn:00912048v]	http://babelnet.org/rdf/s00084428v	null
residents	504,505	bn:00058564n	Concept	[wn:10523519n]	http://babelnet.org/rdf/s00058564n	null
building	507,508	bn:00084198v	Concept	[wn:01654628v]	http://babelnet.org/rdf/s00084198v	null
entered	511,512	bn:00085363v	Concept	[wn:02016523v]	http://babelnet.org/rdf/s00085363v	null
apartment	513,514	bn:00004836n	Concept	[wn:02726305n]	http://babelnet.org/rdf/s00004836n	http://dbpedia.org/resource/Apartment
find	515,516	bn:00084231v	Concept	[wn:02248465v]	http://babelnet.org/rdf/s00084231v	null
Miller	516,517	bn:00624457n	Named Entity	[]	http://babelnet.org/rdf/s00624457n	http://dbpedia.org/resource/Miller,_Edmonton
floor	519,520	bn:00035304n	Concept	[wn:03365592n]	http://babelnet.org/rdf/s00035304n	http://dbpedia.org/resource/Floor
enclosed	522,523	bn:00102195a	Concept	[wn:01656628a]	http://babelnet.org/rdf/s00102195a	null
porch	523,524	bn:00063608n	Concept	[wn:03984381n]	http://babelnet.org/rdf/s00063608n	http://dbpedia.org/resource/Porch
NEWLINE	525,526	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
dead	527,528	bn:00100948a	Concept	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null
seriously	530,531	bn:00114485r	Concept	[wn:00015953r]	http://babelnet.org/rdf/s00114485r	null
wounded	531,532	bn:00089751v	Concept	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
shooting	534,535	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
Park home	537,539	bn:00053284n	Concept	[wn:03776460n]	http://babelnet.org/rdf/s00053284n	http://dbpedia.org/resource/Manufactured_housing
men	540,541	bn:00044576n	Concept	[wn:02472293n]	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
fatally	542,543	bn:00115341r	Concept	[wn:00506577r]	http://babelnet.org/rdf/s00115341r	null
shot	543,544	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
seriously	547,548	bn:00114485r	Concept	[wn:00015953r]	http://babelnet.org/rdf/s00114485r	null
wounded	548,549	bn:00089751v	Concept	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
attack	551,552	bn:00006994n	Concept	[wn:00972621n]	http://babelnet.org/rdf/s00006994n	null
home	554,555	bn:00000356n	Concept	[wn:03259505n, wn:08559508n]	http://babelnet.org/rdf/s00000356n	http://dbpedia.org/resource/Home
Pershing Road	556,558	bn:02921973n	Named Entity	[]	http://babelnet.org/rdf/s02921973n	http://dbpedia.org/resource/Pershing_Road_(Chicago)
Avenue	560,561	bn:00007448n	Concept	[wn:02763472n]	http://babelnet.org/rdf/s00007448n	http://dbpedia.org/resource/Avenue_(landscape)
Feb.	562,563	bn:00033882n	Concept	[wn:15210486n]	http://babelnet.org/rdf/s00033882n	http://dbpedia.org/resource/February
Park	570,571	bn:00060690n	Concept	[wn:08615149n]	http://babelnet.org/rdf/s00060690n	http://dbpedia.org/resource/Park
neighborhood	571,572	bn:00051758n	Concept	[wn:08641113n]	http://babelnet.org/rdf/s00051758n	http://dbpedia.org/resource/Neighbourhood
men	574,575	bn:00044576n	Concept	[wn:02472293n]	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
fatally	576,577	bn:00115341r	Concept	[wn:00506577r]	http://babelnet.org/rdf/s00115341r	null
shot	577,578	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
seriously	581,582	bn:00114485r	Concept	[wn:00015953r]	http://babelnet.org/rdf/s00114485r	null
wounded	582,583	bn:00089751v	Concept	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
attack	585,586	bn:00006994n	Concept	[wn:00972621n]	http://babelnet.org/rdf/s00006994n	null
