     2017-01-03	        CD	      S-NP	         O	              -	(S1(NP*))

              4	        CD	      S-NP	         O	              -	      S-A1	(S1(X(S(NP*)
         killed	       VBD	      S-VP	         O	         killed	       S-V	(VP*))
              ,	         ,	         O	         O	              -	         O	*
             11	        CD	      S-NP	         O	              -	         O	(ADJP(NP*)
        wounded	       VBN	      S-VP	         O	              -	         O	*
             in	        IN	      S-PP	         O	              -	         O	(PP*
           city	        NN	      B-NP	         O	              -	         O	(NP*
      shootings	       NNS	      E-NP	         O	              -	         O	*)))
        Tuesday	       NNP	      S-NP	         O	              -	         O	(NP*)))

              4	        CD	      S-NP	         O	              -	      S-A1	         O	         O	(S1(S(S(NP*)
         killed	       VBD	      S-VP	         O	         killed	       S-V	         O	         O	(VP*))
              ,	         ,	         O	         O	              -	         O	         O	         O	*
             11	        CD	      S-NP	         O	              -	         O	         O	         O	(ADJP(ADJP(NP*)
        wounded	       VBN	      S-VP	         O	              -	         O	         O	         O	*
             in	        IN	      S-PP	         O	              -	         O	         O	         O	(PP*
           city	        NN	      B-NP	         O	              -	         O	         O	         O	(NP*
      shootings	       NNS	      E-NP	         O	              -	         O	         O	         O	*))
        Tuesday	       NNP	      B-NP	         O	              -	         O	         O	         O	(NP*))
        NEWLINE	       NNP	      I-NP	    B-MISC	              -	         O	         O	         O	*)
           Four	       NNP	      I-NP	    E-MISC	              -	         O	      B-A1	         O	(S(NP*
         people	       NNS	      E-NP	         O	              -	         O	      E-A1	         O	*)
           were	       VBD	      B-VP	         O	              -	         O	         O	         O	(VP*
         killed	       VBN	      E-VP	         O	         killed	         O	       S-V	         O	(VP*)))
            and	        CC	         O	         O	              -	         O	         O	         O	*
             at	        IN	      B-NP	         O	              -	         O	         O	      B-A1	(S(NP(QP*
          least	       JJS	      I-NP	         O	              -	         O	         O	      I-A1	*
             11	        CD	      I-NP	         O	              -	         O	         O	      I-A1	*)
         others	       NNS	      E-NP	         O	              -	         O	         O	      E-A1	*)
           were	       VBD	      B-VP	         O	              -	         O	         O	         O	(VP*
        wounded	       VBN	      E-VP	         O	        wounded	         O	         O	       S-V	(VP*
             in	        IN	      S-PP	         O	              -	         O	         O	  B-AM-LOC	(PP*
      shootings	       NNS	      S-NP	         O	              -	         O	         O	  I-AM-LOC	(NP*))
        Tuesday	       NNP	      S-NP	         O	              -	         O	         O	  I-AM-LOC	(NP*)
         across	        IN	      S-PP	         O	              -	         O	         O	  I-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	  I-AM-LOC	(NP(NP*
           city	        NN	      E-NP	         O	              -	         O	         O	  I-AM-LOC	*)
           ’s	        JJ	    S-ADJP	         O	              -	         O	         O	  I-AM-LOC	*
          South	       NNP	      B-NP	     S-LOC	              -	         O	         O	  I-AM-LOC	(ADJP*
            and	        CC	      I-NP	         O	              -	         O	         O	  I-AM-LOC	*
           West	       NNP	      I-NP	     S-LOC	              -	         O	         O	  I-AM-LOC	*)
          sides	       NNS	      E-NP	         O	              -	         O	         O	  E-AM-LOC	*)))))
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	         O	(NP*)))

           Most	       RBS	    B-ADVP	         O	              -	  B-AM-TMP	(S1(S(ADVP*
       recently	        RB	    E-ADVP	         O	              -	  E-AM-TMP	*)
              ,	         ,	         O	         O	              -	         O	*
            two	        CD	      B-NP	         O	              -	      B-A1	(NP*
       brothers	       NNS	      E-NP	         O	              -	      E-A1	*)
           were	       VBD	      B-VP	         O	              -	         O	(VP*
         killed	       VBN	      E-VP	         O	         killed	       S-V	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP*
          Homan	       NNP	      I-NP	    B-MISC	              -	  I-AM-LOC	*
         Square	       NNP	      I-NP	    E-MISC	              -	  I-AM-LOC	*
   neighborhood	        NN	      I-NP	         O	              -	  I-AM-LOC	*
       shooting	        NN	      E-NP	         O	              -	  I-AM-LOC	*))
             on	        IN	      S-PP	         O	              -	  I-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP*
           West	       NNP	      I-NP	     B-LOC	              -	  I-AM-LOC	*
           Side	       NNP	      E-NP	     E-LOC	              -	  E-AM-LOC	*))))
              .	         .	         O	         O	              -	         O	*))

       Officers	       NNS	      S-NP	         O	              -	      S-A0	         O	      B-A0	         O	(S1(S(S(NP(NP*)
       Hospital	       NNP	      E-NP	     E-LOC	              -	  I-AM-LOC	         O	      I-A1	  E-AM-LOC	*)
              ,	         ,	         O	         O	              -	  I-AM-LOC	         O	      I-A1	         O	*
          where	       WRB	    S-ADVP	         O	              -	  I-AM-LOC	         O	      I-A1	S-R-AM-LOC	(SBAR(WHADVP*)
             he	       PRP	      S-NP	         O	              -	  I-AM-LOC	         O	      I-A1	      S-A1	(S(NP*)
            was	       VBD	      B-VP	         O	              -	  I-AM-LOC	         O	      I-A1	         O	(VP*
     pronounced	       VBN	      E-VP	         O	     pronounced	  I-AM-LOC	         O	      I-A1	       S-V	(VP*
           dead	        JJ	    S-ADJP	         O	              -	  I-AM-LOC	         O	      I-A1	      S-A2	(S(ADJP*)
             at	        IN	      S-PP	         O	              -	  I-AM-LOC	         O	      I-A1	  B-AM-TMP	(PP*
          11:52	        CD	      B-NP	         O	              -	  I-AM-LOC	         O	      I-A1	  I-AM-TMP	(NP*
           p.m.	        NN	      E-NP	         O	              -	  I-AM-LOC	         O	      I-A1	  E-AM-TMP	*)))))))))
              ,	         ,	         O	         O	              -	  I-AM-LOC	         O	      I-A1	         O	*
      according	       VBG	      S-PP	         O	              -	  I-AM-LOC	         O	      I-A1	         O	(PP*
             to	        TO	      S-PP	         O	              -	  I-AM-LOC	         O	      I-A1	         O	(PP*
         police	        NN	      S-NP	         O	              -	  I-AM-LOC	         O	      I-A1	         O	(NP(NP*)
            and	        CC	         O	         O	              -	  I-AM-LOC	         O	      I-A1	         O	*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	         O	      I-A1	         O	(NP*
           Cook	       NNP	      I-NP	     B-LOC	              -	  I-AM-LOC	         O	      I-A1	         O	*
         County	       NNP	      I-NP	     E-LOC	              -	  I-AM-LOC	         O	      I-A1	         O	*
        medical	        JJ	      I-NP	         O	              -	  I-AM-LOC	         O	      I-A1	         O	*
       examiner	        NN	      I-NP	         O	              -	  I-AM-LOC	         O	      I-A1	         O	*
           ’s	        NN	      I-NP	         O	              -	  I-AM-LOC	         O	      I-A1	         O	*
         office	        NN	      E-NP	         O	              -	  E-AM-LOC	         O	      E-A1	         O	*)))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	*)))

            The	        DT	      B-NP	         O	              -	      B-A0	      B-A1	(S1(S(NP(NP(NP*
          other	        JJ	      I-NP	         O	              -	      I-A0	      I-A1	*
            man	        NN	      I-NP	         O	              -	      I-A0	      I-A1	*)
              ,	         ,	      I-NP	         O	              -	      I-A0	      I-A1	*
        25-year	        JJ	      I-NP	         O	              -	      I-A0	      I-A1	(ADJP*
              -	         :	      I-NP	         O	              -	      I-A0	      I-A1	*
            old	        JJ	      I-NP	         O	              -	      I-A0	      I-A1	*)
         Simmie	       NNP	      I-NP	     B-PER	              -	      I-A0	      I-A1	*
       Mcgruder	       NNP	      E-NP	     E-PER	              -	      I-A0	      I-A1	(NP*))
              ,	         ,	         O	         O	              -	      E-A0	      E-A1	*)
       suffered	       VBD	      S-VP	         O	       suffered	       S-V	         O	(VP(VP*
       multiple	        JJ	      B-NP	         O	              -	      B-A1	         O	(NP*
        gunshot	        NN	      I-NP	         O	              -	      I-A1	         O	*
         wounds	       NNS	      E-NP	         O	              -	      E-A1	         O	*))
            and	        CC	         O	         O	              -	         O	         O	*
           died	       VBD	      S-VP	         O	           died	         O	       S-V	(VP*
             at	        IN	      S-PP	         O	              -	         O	  B-AM-LOC	(PP*
          Mount	       NNP	      B-NP	     B-LOC	              -	         O	  I-AM-LOC	(NP*
          Sinai	       NNP	      E-NP	     E-LOC	              -	         O	  E-AM-LOC	*))
             at	        IN	      S-PP	         O	              -	         O	  B-AM-TMP	(PP*
           5:13	        CD	      B-NP	         O	              -	         O	  I-AM-TMP	(NP*
           a.m.	        NN	      E-NP	         O	              -	         O	  I-AM-TMP	*))
      Wednesday	       NNP	      S-NP	         O	              -	         O	  E-AM-TMP	(NP*)))
              .	         .	         O	         O	              -	         O	         O	*))

              A	        DT	      B-NP	         O	              -	      B-A0	(S1(S(NP*
         police	        NN	      I-NP	         O	              -	      I-A0	*
         source	        NN	      E-NP	         O	              -	      E-A0	*)
           said	       VBD	      S-VP	         O	           said	       S-V	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	(SBAR(S(NP*
            men	       NNS	      E-NP	         O	              -	      I-A1	*)
           were	       VBD	      S-VP	         O	              -	      I-A1	(VP*
       brothers	       NNS	      S-NP	         O	              -	      E-A1	(NP*)))))
              .	         .	         O	         O	              -	         O	*))

           They	       PRP	      S-NP	         O	              -	      B-A0	(S1(S(NP*)
           both	        DT	      S-NP	         O	              -	      E-A0	(NP*)
          lived	       VBD	      S-VP	         O	          lived	       S-V	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP(NP*
           3600	        CD	      I-NP	         O	              -	  I-AM-LOC	*
          block	        NN	      E-NP	         O	              -	  I-AM-LOC	*)
             of	        IN	      S-PP	         O	              -	  I-AM-LOC	(PP*
           West	       NNP	      B-NP	     B-LOC	              -	  I-AM-LOC	(NP*
        Douglas	       NNP	      E-NP	     E-LOC	              -	  I-AM-LOC	*)))))
              .	         .	         O	         O	              -	  I-AM-LOC	*
        NEWLINE	       NNP	         O	     S-ORG	              -	  E-AM-LOC	(NP*)))

        Earlier	       JJR	      B-NP	         O	              -	  B-AM-TMP	  B-AM-TMP	(S1(S(NP*
        Tuesday	       NNP	      E-NP	         O	              -	  E-AM-TMP	  E-AM-TMP	*)
              ,	         ,	         O	         O	              -	         O	         O	*
            two	        CD	      B-NP	         O	              -	      B-A1	         O	(NP*
        teenage	        JJ	      I-NP	         O	              -	      I-A1	         O	*
           boys	       NNS	      E-NP	         O	              -	      E-A1	         O	*)
           were	       VBD	      B-VP	         O	              -	         O	         O	(VP*
         killed	       VBN	      E-VP	         O	         killed	       S-V	         O	(UCP(VP*)
            and	        CC	         O	         O	              -	         O	         O	*
              a	        DT	      B-NP	         O	              -	         O	      B-A1	(NP*
        65-year	        JJ	      I-NP	         O	              -	         O	      I-A1	(ADJP*
              -	         :	      I-NP	         O	              -	         O	      I-A1	*
            old	        JJ	      I-NP	         O	              -	         O	      I-A1	*)
          woman	        NN	      E-NP	         O	              -	         O	      E-A1	*)))
            was	       VBD	      B-VP	         O	              -	         O	         O	(VP*
        wounded	       VBN	      E-VP	         O	        wounded	         O	       S-V	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-TMP	  B-AM-LOC	(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-TMP	  I-AM-LOC	(NP*
       shooting	        NN	      E-NP	         O	              -	  I-AM-TMP	  I-AM-LOC	*))
             in	        IN	      S-PP	         O	              -	  I-AM-TMP	  I-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	  I-AM-LOC	(NP*
           East	       NNP	      I-NP	     B-LOC	              -	  I-AM-TMP	  I-AM-LOC	*
       Garfield	       NNP	      I-NP	     I-LOC	              -	  I-AM-TMP	  I-AM-LOC	*
           Park	       NNP	      I-NP	     E-LOC	              -	  I-AM-TMP	  I-AM-LOC	*
   neighborhood	        NN	      E-NP	         O	              -	  I-AM-TMP	  I-AM-LOC	*))
             on	        IN	      S-PP	         O	              -	  I-AM-TMP	  I-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	  I-AM-LOC	(NP*
           West	       NNP	      I-NP	     B-LOC	              -	  I-AM-TMP	  I-AM-LOC	*
           Side	       NNP	      E-NP	     E-LOC	              -	  E-AM-TMP	  E-AM-LOC	*))))
              .	         .	         O	         O	              -	         O	         O	*))

          Malik	       NNP	      B-NP	     B-PER	              -	         O	         O	         O	      B-A1	(S1(S(NP(NP*
        McNeese	       NNP	      E-NP	     E-PER	              -	         O	         O	         O	      I-A1	*)
              ,	         ,	         O	         O	              -	         O	         O	         O	      I-A1	*
             16	        CD	      S-NP	         O	              -	         O	         O	         O	      I-A1	(NP*)
              ,	         ,	         O	         O	              -	         O	         O	         O	      I-A1	*
            and	        CC	         O	         O	              -	         O	         O	         O	      I-A1	*
              a	        DT	      B-NP	         O	              -	         O	         O	         O	      I-A1	(NP*
        17-year	        JJ	      I-NP	         O	              -	         O	         O	         O	      I-A1	(ADJP*
              -	         :	      I-NP	         O	              -	         O	         O	         O	      I-A1	*
            old	        JJ	      I-NP	         O	              -	         O	         O	         O	      I-A1	*)
         Stevie	       NNP	      I-NP	     B-PER	              -	         O	         O	         O	      I-A1	*
      Jefferson	       NNP	      E-NP	     E-PER	              -	         O	         O	         O	      I-A1	(NP*)))
           were	       VBD	      S-VP	         O	              -	         O	         O	         O	      I-A1	*
             on	        IN	      S-PP	         O	              -	         O	         O	         O	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	         O	         O	         O	      I-A1	(NP(NP*
       sidewalk	        NN	      E-NP	         O	              -	         O	         O	         O	      I-A1	*)
          about	        IN	      S-PP	         O	              -	         O	         O	         O	      I-A1	(PP*
           noon	        NN	      S-NP	         O	              -	         O	         O	         O	      I-A1	(NP*))))
             in	        IN	      S-PP	         O	              -	         O	         O	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	         O	      I-A1	(NP(NP*
           3400	        CD	      I-NP	         O	              -	         O	         O	         O	      I-A1	*
          block	        NN	      E-NP	         O	              -	         O	         O	         O	      I-A1	*)
             of	        IN	      S-PP	         O	              -	         O	         O	         O	      I-A1	(PP*
           West	       NNP	      B-NP	     B-LOC	              -	         O	         O	         O	      I-A1	(NP*
         Fulton	       NNP	      E-NP	     E-LOC	              -	         O	         O	         O	      I-A1	*))))
           when	       WRB	    S-ADVP	         O	              -	S-R-AM-TMP	         O	         O	      I-A1	(WHADVP*)
              a	        DT	      B-NP	         O	              -	      B-A1	         O	         O	      I-A1	(S(NP*
          black	        JJ	      I-NP	         O	              -	      I-A1	         O	         O	      I-A1	*
            SUV	        NN	      E-NP	         O	              -	      E-A1	         O	         O	      I-A1	*)
         pulled	       VBD	      S-VP	         O	         pulled	       B-V	         O	         O	      I-A1	(VP*
             up	        RP	     S-PRT	         O	              -	       E-V	         O	         O	      I-A1	(ADVP*)))
            and	        CC	         O	         O	              -	         O	         O	         O	      I-A1	*
        someone	        NN	      S-NP	         O	              -	         O	         O	      S-A0	      I-A1	(NP(NP*)
         inside	        IN	      S-PP	         O	              -	         O	         O	         O	      I-A1	(PP*
         opened	       VBN	      S-VP	         O	         opened	         O	       S-V	         O	      I-A1	(S(VP(VP*
           fire	        NN	      S-NP	         O	              -	         O	      S-A1	         O	      I-A1	(NP*))
              ,	         ,	         O	         O	              -	         O	         O	         O	      I-A1	*
        hitting	       VBG	      S-VP	         O	        hitting	         O	         O	       S-V	      I-A1	(S(VP*
           both	        DT	      B-NP	         O	              -	         O	         O	      B-A1	      I-A1	*
           boys	       NNS	      E-NP	         O	              -	         O	         O	      E-A1	      E-A1	(NP*)))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	*
    authorities	       NNS	      S-NP	         O	              -	         O	         O	         O	      S-A0	(NP*)
           said	       VBD	      S-VP	         O	           said	         O	         O	         O	       S-V	(VP*)
              .	         .	         O	         O	              -	         O	         O	         O	         O	*))

              A	        DT	      B-NP	         O	              -	      B-A0	      B-A0	(S1(S(NP*
         bullet	        NN	      E-NP	         O	              -	      E-A0	      E-A0	*)
           also	        RB	    S-ADVP	         O	              -	  S-AM-DIS	         O	(ADVP*)
         sailed	       VBD	      S-VP	         O	         sailed	       S-V	         O	(VP*
           into	        IN	      S-PP	         O	              -	      B-A1	         O	(PP*
              a	        DT	      B-NP	         O	              -	      I-A1	         O	(NP(NP*
           home	        NN	      E-NP	         O	              -	      I-A1	         O	*)
             on	        IN	      S-PP	         O	              -	      I-A1	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	(NP*
          block	        NN	      E-NP	         O	              -	      E-A1	         O	*))))
              ,	         ,	         O	         O	              -	         O	         O	*
       striking	       VBG	      S-VP	         O	       striking	  B-AM-ADV	       S-V	(S(VP*
            the	        DT	      B-NP	         O	              -	  I-AM-ADV	      B-A1	(NP*
        65-year	        JJ	      I-NP	         O	              -	  I-AM-ADV	      I-A1	*
              -	         :	      I-NP	         O	              -	  I-AM-ADV	      I-A1	*
            old	        JJ	      I-NP	         O	              -	  I-AM-ADV	      I-A1	*
          woman	        NN	      E-NP	         O	              -	  I-AM-ADV	      I-A1	*)
             in	        IN	      S-PP	         O	              -	  I-AM-ADV	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-ADV	      I-A1	(NP*
            leg	        NN	      E-NP	         O	              -	  E-AM-ADV	      E-A1	*)))))
              .	         .	         O	         O	              -	         O	         O	*))

            She	       PRP	      S-NP	         O	              -	      S-A1	(S1(S(NP*)
            was	       VBD	      B-VP	         O	              -	         O	(VP*
          taken	       VBN	      E-VP	         O	          taken	       S-V	(VP*
             to	        TO	      S-PP	         O	              -	  B-AM-DIR	(PP*
          Mount	       NNP	      B-NP	     B-LOC	              -	  I-AM-DIR	(NP*
          Sinai	       NNP	      E-NP	     E-LOC	              -	  E-AM-DIR	*))
             in	        IN	      S-PP	         O	              -	  B-AM-MNR	(PP*
           good	        JJ	      B-NP	         O	              -	  I-AM-MNR	(NP*
      condition	        NN	      E-NP	         O	              -	  E-AM-MNR	*))))
              .	         .	         O	         O	              -	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	      S-A1	(NP*)))

        McNeese	       NNP	      S-NP	     S-PER	              -	      B-A1	      B-A0	         O	      B-A1	(S1(S(S(NP(NP(NP*)
              ,	         ,	         O	         O	              -	      I-A1	      I-A0	         O	      I-A1	*
             of	        IN	      S-PP	         O	              -	      I-A1	      I-A0	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A0	         O	      I-A1	(NP(NP*
           3200	        CD	      I-NP	         O	              -	      I-A1	      I-A0	         O	      I-A1	*
          block	        NN	      E-NP	         O	              -	      I-A1	      I-A0	         O	      I-A1	*)
             of	        IN	      S-PP	         O	              -	      I-A1	      I-A0	         O	      I-A1	(PP*
           West	       NNP	      B-NP	     B-LOC	              -	      I-A1	      I-A0	         O	      I-A1	(NP*
         Walnut	       NNP	      E-NP	     E-LOC	              -	      I-A1	      I-A0	         O	      I-A1	*)))))
