     2017-01-12	        CD	      S-NP	         O	              -	(S1(NP*))

            SPD	       NNP	      B-NP	     S-ORG	              -	         O	         O	         O	         O	(S1(NP(NP*
          Chief	       NNP	      E-NP	         O	              -	         O	         O	         O	         O	*)
              :	         :	         O	         O	              -	         O	         O	         O	         O	*
       Brothers	       NNS	      S-NP	     S-PER	              -	      S-A0	      B-A1	      B-A1	         O	(S(S(NP*)
         killed	       VBN	      S-VP	         O	         killed	       S-V	      E-A1	      E-A1	         O	(VP*
           were	       VBD	      B-VP	         O	              -	         O	         O	         O	         O	*
          lured	       VBN	      E-VP	         O	          lured	         O	       S-V	         O	         O	(VP*
             to	        TO	      S-PP	         O	              -	         O	      B-A2	         O	         O	(PP*
          Grant	       NNP	      B-NP	     B-PER	              -	         O	      I-A2	         O	         O	(NP*
            Ave	       NNP	      E-NP	     E-PER	              -	         O	      I-A2	         O	         O	*))
              ,	         ,	         O	         O	              -	         O	      I-A2	         O	         O	*
           shot	       VBN	      S-VP	         O	           shot	         O	      I-A2	       S-V	         O	(VP*
         during	        IN	      S-PP	         O	              -	         O	      I-A2	  B-AM-TMP	         O	(PP*
        robbery	        NN	      S-NP	         O	              -	         O	      E-A2	  E-AM-TMP	         O	(NP*))))))
              ;	         :	         O	         O	              -	         O	         O	         O	         O	*
              3	        CD	      S-NP	         O	              -	         O	         O	         O	      S-A1	(S(NP*)
       arrested	       VBN	      S-VP	         O	       arrested	         O	         O	         O	         O	(VP*)))))

       Syracuse	       NNP	      B-NP	     S-LOC	              -	      B-A0	         O	         O	         O	(S1(S(NP*
         Police	       NNP	      I-NP	         O	              -	      I-A0	         O	         O	         O	*
          Chief	       NNP	      I-NP	         O	              -	      I-A0	         O	         O	         O	*
          Frank	       NNP	      I-NP	     B-PER	              -	      I-A0	         O	         O	         O	*
         Fowler	       NNP	      E-NP	     E-PER	              -	      E-A0	         O	         O	         O	*)
           says	       VBZ	      S-VP	         O	           says	       S-V	         O	         O	         O	*
            the	        DT	      B-NP	         O	              -	      B-A1	      B-A1	      B-A1	      B-A1	(NP(NP*
            two	        CD	      I-NP	         O	              -	      I-A1	      I-A1	      I-A1	      I-A1	*
       brothers	       NNS	      E-NP	         O	              -	      I-A1	      E-A1	      I-A1	      I-A1	*)
            who	        WP	      S-NP	         O	              -	      I-A1	    S-R-A1	      I-A1	      I-A1	(SBAR(WHNP*)
           were	       VBD	      B-VP	         O	              -	      I-A1	         O	      I-A1	      I-A1	(S(VP*
        fatally	        RB	      I-VP	         O	              -	      I-A1	  S-AM-MNR	      I-A1	      I-A1	(ADVP*)
           shot	       VBN	      E-VP	         O	           shot	      I-A1	       S-V	      I-A1	      I-A1	(VP*
             on	        IN	      S-PP	         O	              -	      I-A1	  B-AM-LOC	      I-A1	      I-A1	(PP*
          Grant	       NNP	      B-NP	     B-LOC	              -	      I-A1	  I-AM-LOC	      I-A1	      I-A1	(NP*
         Avenue	       NNP	      E-NP	     E-LOC	              -	      I-A1	  E-AM-LOC	      I-A1	      I-A1	*))
             on	        IN	      S-PP	         O	              -	      I-A1	  B-AM-TMP	      I-A1	      I-A1	(PP*
        Tuesday	       NNP	      S-NP	         O	              -	      I-A1	  E-AM-TMP	      E-A1	      E-A1	(NP*)))))))
            had	       VBD	      B-VP	         O	              -	      I-A1	         O	         O	         O	*
           been	       VBN	      I-VP	         O	              -	      I-A1	         O	         O	         O	*
          lured	       VBN	      E-VP	         O	          lured	      I-A1	         O	       B-V	         O	*
           down	        RP	    S-ADVP	         O	              -	      I-A1	         O	       E-V	         O	(ADVP*)
          there	        RB	    S-ADVP	         O	              -	      I-A1	         O	  S-AM-LOC	         O	(ADVP*)
             to	        TO	      B-VP	         O	              -	      I-A1	         O	  B-AM-PNC	         O	*
             be	        VB	      I-VP	         O	              -	      I-A1	         O	  I-AM-PNC	         O	*
         robbed	       VBN	      E-VP	         O	         robbed	      I-A1	         O	  E-AM-PNC	       S-V	*
              .	         .	         O	         O	              -	      I-A1	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	      E-A1	         O	         O	         O	(NP*)))

         During	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	         O	(S1(S(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-TMP	         O	         O	(NP*
           news	        NN	      I-NP	         O	              -	  I-AM-TMP	         O	         O	*
     conference	        NN	      E-NP	         O	              -	  E-AM-TMP	         O	         O	*))
       Thursday	       NNP	      B-NP	         O	              -	  B-AM-TMP	         O	         O	(NP*
        morning	        NN	      I-NP	         O	              -	  E-AM-TMP	         O	         O	*
          Chief	       NNP	      I-NP	         O	              -	      B-A0	         O	         O	*
         Fowler	       NNP	      E-NP	     S-PER	              -	      E-A0	         O	         O	*)
      announced	       VBD	      S-VP	         O	      announced	       S-V	         O	         O	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	         O	         O	(NP(NP*
        arrests	       NNS	      E-NP	         O	              -	      I-A1	         O	         O	*)
             of	        IN	      S-PP	         O	              -	      I-A1	         O	         O	(PP*
          three	        CD	      B-NP	         O	              -	      I-A1	      B-A0	         O	(NP(NP*
       suspects	       NNS	      E-NP	         O	              -	      I-A1	      E-A0	         O	*)
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	*
            all	        DT	      S-NP	         O	              -	      I-A1	    B-R-A0	    B-R-A0	(SBAR(WHNP(NP*)
             of	        IN	      S-PP	         O	              -	      I-A1	    I-R-A0	    I-R-A0	(WHPP*
           whom	        WP	      S-NP	         O	              -	      I-A1	    E-R-A0	    E-R-A0	(WHNP*)))
            are	       VBP	      B-VP	         O	              -	      I-A1	         O	         O	(S(VP*
         facing	       VBG	      E-VP	         O	         facing	      I-A1	       S-V	         O	(VP(VP*
         murder	        NN	      S-NP	         O	              -	      I-A1	      S-A1	         O	(NP*))
            and	        CC	         O	         O	              -	      I-A1	         O	         O	*
      attempted	       VBD	      S-VP	         O	      attempted	      I-A1	         O	       S-V	(NP*
        robbery	        NN	      B-NP	         O	              -	      I-A1	         O	      B-A1	*
        charges	       NNS	      E-NP	         O	              -	      E-A1	         O	      E-A1	*)))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	         O	(NP*)))

            The	        DT	      B-NP	         O	              -	      B-A1	         O	         O	         O	         O	         O	(S1(S(S(NP*
              -	         :	      I-NP	         O	              -	         O	      I-A2	      I-A1	         O	      I-A2	         O	*
         degree	        NN	      I-NP	         O	              -	         O	      I-A2	      I-A1	         O	      I-A2	      S-A1	(NP*
      attempted	       VBN	      I-NP	         O	      attempted	         O	      I-A2	      I-A1	         O	      I-A2	       S-V	*
        robbery	        NN	      E-NP	         O	              -	         O	      E-A2	      E-A1	         O	      E-A2	      S-A1	*)))))))))))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	         O	         O	*))

          Davis	       NNP	      B-NP	     S-PER	              -	      B-A1	         O	(S1(S(NP*
            and	        CC	      I-NP	         O	              -	      I-A1	         O	*
          Paige	       NNP	      E-NP	     S-PER	              -	      E-A1	         O	*)
           have	       VBP	      B-VP	         O	              -	         O	         O	(VP*
           been	       VBN	      I-VP	         O	              -	         O	         O	(VP*
        charged	       VBN	      E-VP	         O	        charged	       S-V	         O	(VP*
           with	        IN	      S-PP	         O	              -	      B-A2	         O	(PP*
            two	        CD	      B-NP	         O	              -	      I-A2	         O	(NP(NP*
         counts	       NNS	      E-NP	         O	              -	      I-A2	         O	*)
             of	        IN	      S-PP	         O	              -	      I-A2	         O	(PP*
         second	        JJ	      B-NP	         O	              -	      I-A2	         O	(NP*))))
              -	         :	      I-NP	         O	              -	      I-A2	         O	*
         degree	        NN	      I-NP	         O	              -	      I-A2	         O	(UCP(NP*
         murder	        NN	      I-NP	         O	              -	      I-A2	         O	*)
            and	        CC	      I-NP	         O	              -	      I-A2	         O	*
          first	        JJ	      I-NP	         O	              -	      I-A2	         O	(ADJP*)
              -	         :	      I-NP	         O	              -	      I-A2	         O	*
         degree	        NN	      I-NP	         O	              -	      I-A2	         O	(NP*
      attempted	       VBN	      I-NP	         O	      attempted	      I-A2	       S-V	*
        robbery	        NN	      E-NP	         O	              -	      E-A2	      S-A1	*)))))
              .	         .	         O	         O	              -	         O	         O	*))

            All	        DT	      B-NP	         O	              -	      B-A1	(S1(S(NP*
          three	        CD	      I-NP	         O	              -	      I-A1	*
       suspects	       NNS	      E-NP	         O	              -	      E-A1	*)
            are	       VBP	      B-VP	         O	              -	         O	(VP*
          being	       VBG	      I-VP	         O	              -	         O	(VP*
           held	       VBN	      E-VP	         O	           held	       S-V	(VP*
             at	        IN	      S-PP	         O	              -	  B-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP*
       Onondaga	       NNP	      I-NP	     B-ORG	              -	  I-AM-LOC	*
         County	       NNP	      I-NP	     I-ORG	              -	  I-AM-LOC	*
        Justice	       NNP	      I-NP	     I-ORG	              -	  I-AM-LOC	*
         Center	       NNP	      E-NP	     E-ORG	              -	  E-AM-LOC	*)))))
              .	         .	         O	         O	              -	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	      S-A1	(NP*)))

          Court	        NN	      B-NP	         O	              -	      B-A0	         O	         O	(S1(S(NP*
      documents	       NNS	      E-NP	         O	              -	      E-A0	         O	         O	*)
       indicate	       VBP	      S-VP	         O	       indicate	       S-V	         O	         O	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	      B-A1	         O	(SBAR(S(NP*
        victims	       NNS	      E-NP	         O	              -	      I-A1	      E-A1	         O	*)
           were	       VBD	      B-VP	         O	              -	      I-A1	         O	         O	(VP*
          lured	       VBN	      E-VP	         O	          lured	      I-A1	       S-V	         O	(VP*
             to	        TO	      S-PP	         O	              -	      I-A1	      B-A2	         O	(PP*
          Grant	       NNP	      B-NP	     B-LOC	              -	      I-A1	      I-A2	         O	(NP*
         Avenue	       NNP	      E-NP	     E-LOC	              -	      I-A1	      E-A2	         O	*))
             to	        TO	      B-VP	         O	              -	      I-A1	  B-AM-PNC	         O	(S(VP*
           meet	        VB	      E-VP	         O	           meet	      I-A1	  I-AM-PNC	       S-V	(VP*
           with	        IN	      S-PP	         O	              -	      I-A1	  I-AM-PNC	      B-A1	(PP*
          Davis	       NNP	      S-NP	     S-PER	              -	      I-A1	  I-AM-PNC	      E-A1	(NP*))
        through	        IN	      S-PP	         O	              -	      I-A1	  I-AM-PNC	  B-AM-MNR	(PP*
           text	        NN	      B-NP	         O	              -	      I-A1	  I-AM-PNC	  I-AM-MNR	(NP*
            and	        CC	      I-NP	         O	              -	      I-A1	  I-AM-PNC	  I-AM-MNR	*
       Facebook	       NNP	      I-NP	         O	              -	      I-A1	  I-AM-PNC	  I-AM-MNR	*
       messages	       NNS	      E-NP	         O	              -	      E-A1	  E-AM-PNC	  E-AM-MNR	*))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*))

           When	       WRB	    S-ADVP	         O	              -	S-R-AM-TMP	  B-AM-TMP	  B-AM-TMP	         O	(S1(S(SBAR(WHADVP*)
           they	       PRP	      S-NP	         O	              -	      S-A1	  I-AM-TMP	  I-AM-TMP	         O	(S(NP*)
        arrived	       VBD	      S-VP	         O	        arrived	       S-V	  I-AM-TMP	  I-AM-TMP	         O	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	  I-AM-TMP	  I-AM-TMP	         O	(NP(NP*
            two	        CD	      I-NP	         O	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	*
          other	        JJ	      I-NP	         O	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	*
       suspects	       NNS	      E-NP	         O	              -	      E-A1	  E-AM-TMP	  I-AM-TMP	         O	*)
              ,	         ,	         O	         O	              -	         O	         O	  I-AM-TMP	         O	*
         Newson	       NNP	      B-NP	     S-PER	              -	         O	      B-A1	  I-AM-TMP	         O	(NP*)
            and	        CC	      I-NP	         O	              -	         O	      I-A1	  I-AM-TMP	         O	*
          Paige	       NNP	      E-NP	     S-PER	              -	         O	      I-A1	  E-AM-TMP	         O	(NP*)))))
              ,	         ,	         O	         O	              -	         O	      E-A1	         O	         O	*
     approached	       VBD	      S-VP	         O	     approached	         O	       S-V	         O	         O	(VP*
           them	       PRP	      S-NP	         O	              -	         O	      B-A1	      S-A0	      S-A0	(SBAR(S(NP*)
      attempted	       VBD	      B-VP	         O	      attempted	         O	      I-A1	       S-V	         O	(VP*
             to	        TO	      I-VP	         O	              -	         O	      I-A1	      B-A1	         O	(S(VP*
            rob	        VB	      E-VP	         O	            rob	         O	      I-A1	      I-A1	       S-V	(VP*
           them	       PRP	      S-NP	         O	              -	         O	      E-A1	      E-A1	      S-A1	(NP*))))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	*))

         During	        IN	      S-PP	         O	              -	  B-AM-TMP	(S1(S(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	(NP*
      attempted	        JJ	      I-NP	         O	              -	  I-AM-TMP	*
        robbery	        NN	      E-NP	         O	              -	  E-AM-TMP	*))
              ,	         ,	         O	         O	              -	         O	*
         Newson	       NNP	      S-NP	     S-PER	              -	      S-A0	(NP*)
           shot	       VBD	      S-VP	         O	           shot	       S-V	(VP*
           both	        DT	      B-NP	         O	              -	      B-A1	(NP*
         Daniel	       NNP	      I-NP	     S-PER	              -	      I-A1	(NP*
            and	        CC	      I-NP	         O	              -	      I-A1	*
         Ismael	       NNP	      E-NP	     S-PER	              -	      E-A1	*))
              ,	         ,	         O	         O	              -	         O	*
      according	       VBG	      S-PP	         O	              -	  B-AM-ADV	(PP*
             to	        TO	      S-PP	         O	              -	  I-AM-ADV	(PP*
          Chief	       NNP	      B-NP	         O	              -	  I-AM-ADV	(NP*
         Fowler	       NNP	      E-NP	     S-PER	              -	  E-AM-ADV	*))))
              .	         .	         O	         O	              -	         O	*))

          Court	        NN	      B-NP	         O	              -	      B-A0	         O	         O	(S1(S(NP*
      documents	       NNS	      E-NP	         O	              -	      E-A0	         O	         O	*)
            say	       VBP	      S-VP	         O	            say	       S-V	         O	         O	(VP*
        several	        JJ	      B-NP	         O	              -	      B-A1	      B-A0	         O	(SBAR(S(NP*
          shots	       NNS	      E-NP	         O	              -	      I-A1	      E-A0	         O	*)
         struck	       VBD	      S-VP	         O	         struck	      I-A1	       S-V	         O	(VP(VP*
         Daniel	       NNP	      B-NP	     B-PER	              -	      I-A1	      B-A1	         O	(NP(NP*
           Diaz	       NNP	      E-NP	     E-PER	              -	      I-A1	      I-A1	         O	*)
              -	         :	         O	         O	              -	      I-A1	      I-A1	         O	*
        Marrero	       NNP	      S-NP	     S-PER	              -	      I-A1	      E-A1	         O	(NP(NP*)
             in	        IN	      S-PP	         O	              -	      I-A1	  B-AM-TMP	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	  I-AM-TMP	         O	(NP*
          chest	        NN	      I-NP	         O	              -	      I-A1	  I-AM-TMP	         O	*
              "	        NN	      E-NP	         O	              -	      I-A1	  I-AM-TMP	         O	*)))
