     2017-02-08	        CD	      S-NP	         O	              -	(S1(NP*))

        Madison	       NNP	      B-NP	     B-ORG	              -	      B-A0	(S1(S(NP*
         County	       NNP	      I-NP	     E-ORG	              -	      I-A0	*
       deputies	       NNS	      E-NP	         O	              -	      E-A0	*)
    investigate	       VBP	      S-VP	         O	    investigate	       S-V	(VP*
       apparent	        JJ	      B-NP	         O	              -	      B-A1	(NP(NP*
           case	        NN	      E-NP	         O	              -	      I-A1	*)
             of	        IN	      S-PP	         O	              -	      I-A1	(PP*
        Russian	        JJ	      B-NP	    S-MISC	              -	      I-A1	(NP*
       roulette	        NN	      E-NP	         O	              -	      E-A1	*))))))

            The	        DT	      B-NP	         O	              -	      B-A0	         O	      B-A1	(S1(S(S(S(NP*
        Madison	       NNP	      I-NP	     B-LOC	              -	      I-A0	         O	      I-A1	*
         County	       NNP	      I-NP	     I-LOC	              -	      I-A0	         O	      I-A1	*
        Sheriff	       NNP	      I-NP	     I-LOC	              -	      I-A0	         O	      I-A1	*
           ’s	       NNP	      I-NP	     I-LOC	              -	      I-A0	         O	      I-A1	*
         Office	       NNP	      E-NP	     E-LOC	              -	      E-A0	         O	      I-A1	*)
             is	       VBZ	      B-VP	         O	              -	         O	         O	      I-A1	(VP*
  investigating	       VBG	      E-VP	         O	  investigating	       S-V	         O	      I-A1	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	         O	      I-A1	(NP(NP*
        gunshot	        NN	      I-NP	         O	              -	      I-A1	         O	      I-A1	*
          death	        NN	      E-NP	         O	              -	      I-A1	         O	      I-A1	*)
             of	        IN	      S-PP	         O	              -	      I-A1	         O	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	      I-A1	         O	      I-A1	(NP*
       teenager	        NN	      E-NP	         O	              -	      I-A1	         O	      I-A1	*))
             at	        IN	      S-PP	         O	              -	      I-A1	         O	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	      I-A1	      B-A1	      I-A1	(NP(NP*
       birthday	        NN	      I-NP	         O	              -	      I-A1	      I-A1	      I-A1	*
          party	        NN	      E-NP	         O	              -	      I-A1	      E-A1	      I-A1	*)
        outside	        IN	      S-PP	         O	              -	      I-A1	         O	      I-A1	(PP*
   Danielsville	       NNP	      B-NP	     S-LOC	              -	      I-A1	         O	      I-A1	(NP*
         Sunday	       NNP	      I-NP	         O	              -	      I-A1	         O	      I-A1	*
          night	        NN	      E-NP	         O	              -	      I-A1	         O	      I-A1	*))
           that	       WDT	      S-NP	         O	              -	      I-A1	    S-R-A1	      I-A1	(SBAR(WHNP*)
        appears	       VBZ	      B-VP	         O	        appears	      I-A1	       S-V	      I-A1	(S(VP*
             to	        TO	      I-VP	         O	              -	      I-A1	    B-C-A1	      I-A1	(S(VP*
             be	        VB	      E-VP	         O	              -	      I-A1	    I-C-A1	      I-A1	(VP*
              a	        DT	      B-NP	         O	              -	      I-A1	    I-C-A1	      I-A1	(NP(NP*
           case	        NN	      E-NP	         O	              -	      I-A1	    I-C-A1	      I-A1	*)
             of	        IN	      S-PP	         O	              -	      I-A1	    I-C-A1	      I-A1	(PP*
        Russian	        JJ	      B-NP	    S-MISC	              -	      I-A1	    I-C-A1	      I-A1	(NP*
       roulette	        NN	      E-NP	         O	              -	      E-A1	    E-C-A1	      E-A1	*)))))))))))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	*
    authorities	       NNS	      S-NP	         O	              -	         O	         O	      S-A0	(NP*)
           said	       VBD	      S-VP	         O	           said	         O	         O	       S-V	(VP*))
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	      S-A0	         O	       S-V	(NP*)))

            The	        DT	      B-NP	         O	              -	      B-A1	(S1(S(S(NP(NP*
          death	        NN	      E-NP	         O	              -	      I-A1	*)
             of	        IN	      S-PP	         O	              -	      I-A1	(PP*
         Rodney	       NNP	      B-NP	     B-PER	              -	      I-A1	(NP*
         Howard	       NNP	      I-NP	     I-PER	              -	      I-A1	*
            Jr.	       NNP	      E-NP	     E-PER	              -	      I-A1	*))
              ,	         ,	         O	         O	              -	      I-A1	*
             19	        CD	      S-NP	         O	              -	      I-A1	(NP*)
              ,	         ,	         O	         O	              -	      I-A1	*
             of	        IN	      S-PP	         O	              -	      I-A1	(PP*
   Clarkesville	       NNP	      S-NP	     S-LOC	              -	      E-A1	(NP*)))
        appears	       VBZ	      B-VP	         O	        appears	       S-V	(VP*
             to	        TO	      I-VP	         O	              -	    B-C-A1	(S(VP*
             be	        VB	      E-VP	         O	              -	    I-C-A1	(VP*
     accidental	        JJ	    S-ADJP	         O	              -	    E-C-A1	(ADJP*))))))
              ,	         ,	         O	         O	              -	         O	*
        Sheriff	       NNP	      B-NP	         O	              -	         O	(NP*
           ’s	        NN	      I-NP	         O	              -	         O	*
   Investigator	       NNP	      I-NP	         O	              -	         O	*
             Lt	       NNP	      E-NP	     S-ORG	              -	         O	*)
              .	         .	         O	         O	              -	         O	*))

          Steve	       NNP	      B-NP	     B-PER	              -	      B-A0	(S1(S(NP*
         Kimbel	       NNP	      E-NP	     E-PER	              -	      E-A0	*)
           said	       VBD	      S-VP	         O	           said	       S-V	(VP*
      Wednesday	       NNP	      B-NP	         O	              -	  S-AM-TMP	(NP(NP*)
              .	         .	      I-NP	         O	              -	         O	*
        NEWLINE	       NNP	      E-NP	     S-ORG	              -	       S-V	(NP*)))))

            The	        DT	      B-NP	         O	              -	      B-A1	      B-A1	(S1(S(NP*
        witness	        NN	      E-NP	         O	              -	      E-A0	         O	         O	         O	         O	         O	         O	*)
           told	       VBD	      S-VP	         O	           told	       S-V	         O	         O	         O	         O	         O	         O	(VP(VP*
            the	        DT	      B-NP	         O	              -	      B-A2	         O	         O	      B-A0	         O	      B-A0	      B-A0	(NP*
        officer	        NN	      E-NP	         O	              -	      E-A2	         O	         O	      I-A0	         O	      I-A0	      E-A0	*)
           that	        IN	    S-SBAR	         O	              -	      B-A1	         O	         O	      I-A0	         O	      I-A0	    S-R-A0	(SBAR*
         Howard	       NNP	      S-NP	     S-PER	              -	      I-A1	      S-A0	      S-A0	      I-A0	         O	      I-A0	      S-A0	(S(NP*)
        grabbed	       VBD	      S-VP	         O	        grabbed	      I-A1	       S-V	         O	      I-A0	         O	      I-A0	         O	(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	      B-A1	         O	      I-A0	         O	      I-A0	         O	(NP*
       revolver	        NN	      E-NP	         O	              -	      I-A1	      E-A1	         O	      I-A0	         O	      E-A0	         O	*)))))
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	      I-A0	         O	         O	         O	*
           made	       VBD	      S-VP	         O	           made	      I-A1	         O	       S-V	      I-A0	         O	         O	         O	(VP*
              a	        DT	      B-NP	         O	              -	      I-A1	         O	      B-A1	      I-A0	         O	         O	         O	(NP*
           spin	        NN	      E-NP	         O	              -	      I-A1	         O	      I-A1	      I-A0	         O	         O	         O	*)
             on	        IN	      S-PP	         O	              -	      I-A1	         O	      I-A1	      I-A0	         O	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	      I-A1	      I-A0	         O	         O	         O	(NP*
       cylinder	        NN	      E-NP	         O	              -	      I-A1	         O	      E-A1	      I-A0	         O	         O	         O	*)))
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	      E-A0	         O	         O	         O	*
        slammed	       VBD	      S-VP	         O	        slammed	      I-A1	         O	         O	       S-V	         O	         O	         O	(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	         O	      B-A1	      B-A1	         O	         O	(NP*
       cylinder	        NN	      E-NP	         O	              -	      I-A1	         O	         O	      E-A1	      E-A1	         O	         O	*)
           shut	       VBN	      S-VP	         O	           shut	      I-A1	         O	         O	      S-A2	       S-V	         O	         O	(VP*))
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	         O	         O	         O	         O	*
            put	       VBD	      S-VP	         O	            put	      I-A1	         O	         O	         O	         O	       S-V	         O	(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	         O	         O	         O	      B-A1	         O	(NP*
         barrel	        NN	      E-NP	         O	              -	      I-A1	         O	         O	         O	         O	      E-A1	         O	*)
             to	        TO	      S-PP	         O	              -	      I-A1	         O	         O	         O	         O	      B-A2	         O	(PP*
            his	      PRP$	      B-NP	         O	              -	      I-A1	         O	         O	         O	         O	      I-A2	         O	(NP*
           head	        NN	      E-NP	         O	              -	      I-A1	         O	         O	         O	         O	      E-A2	         O	*)))
            and	        CC	         O	         O	              -	      I-A1	         O	         O	         O	         O	         O	         O	*
         pulled	       VBD	      S-VP	         O	         pulled	      I-A1	         O	         O	         O	         O	         O	       S-V	(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	         O	         O	         O	         O	      B-A1	(NP*
        trigger	        NN	      E-NP	         O	              -	      I-A1	         O	         O	         O	         O	         O	      E-A1	*))
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	         O	         O	         O	         O	*
      according	       VBG	      S-PP	         O	              -	      I-A1	         O	         O	         O	         O	         O	         O	(PP*
             to	        TO	      S-PP	         O	              -	      I-A1	         O	         O	         O	         O	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	         O	         O	         O	         O	         O	(NP*
         report	        NN	      E-NP	         O	              -	      I-A1	         O	         O	         O	         O	         O	         O	*))))
              .	         .	         O	         O	              -	      I-A1	         O	         O	         O	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	      E-A1	         O	         O	         O	         O	         O	         O	(NP*)))

            The	        DT	      B-NP	         O	              -	      B-A0	         O	(S1(S(NP*
        witness	        NN	      E-NP	         O	              -	      E-A0	         O	*)
           told	       VBD	      S-VP	         O	           told	       S-V	         O	(VP*
            the	        DT	      B-NP	         O	              -	      B-A2	      B-A0	(SBAR(S(NP*
         deputy	        NN	      I-NP	         O	              -	      E-A2	      I-A0	*
       everyone	        NN	      E-NP	         O	              -	      B-A1	      I-A0	*)
             in	        IN	      S-PP	         O	              -	      I-A1	      I-A0	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A0	(NP*
           room	        NN	      E-NP	         O	              -	      I-A1	      E-A0	*))
            ran	       VBD	      S-VP	         O	            ran	      I-A1	       S-V	(VP*
            out	        IN	      S-PP	         O	              -	      I-A1	  B-AM-DIR	(ADVP*
             of	        IN	      S-PP	         O	              -	      I-A1	  I-AM-DIR	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	  I-AM-DIR	(NP*
          house	        NN	      E-NP	         O	              -	      I-A1	  E-AM-DIR	*)))
         except	        IN	      S-PP	         O	              -	      I-A1	  B-AM-MNR	(PP*
        himself	       PRP	      S-NP	         O	              -	      I-A1	  I-AM-MNR	(NP(NP*)
            and	        CC	         O	         O	              -	      I-A1	  I-AM-MNR	*
            one	        CD	      B-NP	         O	              -	      I-A1	  I-AM-MNR	(NP*
          woman	        NN	      E-NP	         O	              -	      E-A1	  E-AM-MNR	*)))
              ,	         ,	         O	         O	              -	         O	         O	*
      according	       VBG	      S-PP	         O	              -	  B-AM-ADV	         O	(PP*
             to	        TO	      S-PP	         O	              -	  I-AM-ADV	         O	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-ADV	         O	(NP*
         report	        NN	      E-NP	         O	              -	  E-AM-ADV	         O	*)))))))
              .	         .	         O	         O	              -	         O	         O	*))

         Kimbel	       NNP	      S-NP	     S-PER	              -	      S-A0	(S1(S(NP*)
           said	       VBD	      S-VP	         O	           said	       S-V	(VP*
             he	       PRP	      S-NP	         O	              -	      B-A1	(SBAR(S(NP*)
       didn’t	        MD	      B-VP	         O	              -	      I-A1	*
           have	        VB	      E-VP	         O	              -	      I-A1	(VP*
    information	        NN	      S-NP	         O	              -	      I-A1	(NP(NP*)
    immediately	        RB	    S-ADVP	         O	              -	      I-A1	(ADVP*)
      available	        JJ	    S-ADJP	         O	              -	      I-A1	(ADJP*
             on	        IN	      S-PP	         O	              -	      I-A1	(PP*
            how	       WRB	      B-NP	         O	              -	      I-A1	(SBAR(WHNP(WHADJP*
           many	        JJ	      I-NP	         O	              -	      I-A1	*)
        bullets	       NNS	      E-NP	         O	              -	      I-A1	*)
           were	       VBD	      S-VP	         O	              -	      I-A1	(S(VP*
             in	        IN	      S-PP	         O	              -	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	(NP*
            gun	        NN	      E-NP	         O	              -	      E-A1	*))))))))))))
              .	         .	         O	         O	              -	         O	*))

